"env","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M","T2M_MAX","T2M_MIN","PRECTOT","WS2M","RH2M","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","daysFromStart","DayLength"
"India 2016",76.88,23.11,2016,12,9,344,2016-12-09,16.83,27.74,8.71,0,1.52,51.62,5,308.62,16.23,6,10.7522138171066
"India 2016",76.88,23.11,2016,12,10,345,2016-12-10,17.4,28.12,9.41,0,1.38,50.44,5.5,317.75,16.3,7,10.7460072159456
"India 2016",76.88,23.11,2016,12,11,346,2016-12-11,17.58,28.65,9.39,0,1.43,51.94,5.79,324.24,16.71,8,10.7402980481476
"India 2016",76.88,23.11,2016,12,12,347,2016-12-12,18.14,28.81,9.62,0,1.34,49.69,5.76,321.91,16.45,9,10.7350914470484
"India 2016",76.88,23.11,2016,12,13,348,2016-12-13,17.99,29.27,9.42,0,1.86,49.88,5.79,320.7,16.4,10,10.7303921502614
"India 2016",76.88,23.11,2016,12,14,349,2016-12-14,17.86,29.07,9.62,0,1.97,52.19,6.12,318.05,16.34,11,10.7262044851835
"India 2016",76.88,23.11,2016,12,15,350,2016-12-15,17.51,28.13,8.96,0,1.31,49.56,5.07,318.27,16.08,12,10.7225323556014
"India 2016",76.88,23.11,2016,12,16,351,2016-12-16,17.44,27.87,9.42,0,1.26,46.5,4.05,314.81,16.06,13,10.7193792294809
"India 2016",76.88,23.11,2016,12,17,352,2016-12-17,17,27.37,9.14,0,1.62,53.44,5.8,318.19,16.01,14,10.7167481280151
"India 2016",76.88,23.11,2016,12,18,353,2016-12-18,17.15,27.28,9.4,0,1.46,49.12,4.9,321.15,15.81,15,10.7146416160017
"India 2016",76.88,23.11,2016,12,19,354,2016-12-19,16.76,26.9,8.58,0,1.3,50.31,4.75,319.32,15.74,16,10.71306179361
"India 2016",76.88,23.11,2016,12,20,355,2016-12-20,17.19,27.88,9.37,0,1.38,45.88,3.84,311.52,16.19,17,10.7120102895923
"India 2016",76.88,23.11,2016,12,21,356,2016-12-21,17.43,28.21,9.15,0,1.37,39.88,1.97,308.21,16.34,18,10.7114882559828
"India 2016",76.88,23.11,2016,12,22,357,2016-12-22,17.44,28.24,9.75,0,1.8,33.31,-0.58,315.51,15.88,19,10.7114963643193
"India 2016",76.88,23.11,2016,12,23,358,2016-12-23,18.76,29.65,10.69,0,1.66,32.69,0.37,312.77,16.41,20,10.7120348034118
"India 2016",76.88,23.11,2016,12,24,359,2016-12-24,20.19,30.76,11.67,0,1.33,32.81,1.51,319.8,16.24,21,10.7131032786749
"India 2016",76.88,23.11,2016,12,25,360,2016-12-25,18.45,28.75,10.76,0,1.77,33.44,0.7,312.12,16.13,22,10.7147010130257
"India 2016",76.88,23.11,2016,12,26,361,2016-12-26,15.63,26.32,8.08,0,2.41,31.88,-2.44,303.25,14.07,23,10.7168267493438
"India 2016",76.88,23.11,2016,12,27,362,2016-12-27,15.51,26.4,7.45,0,2.04,40.94,0.89,310.61,13.97,24,10.7194787544759
"India 2016",76.88,23.11,2016,12,28,363,2016-12-28,17.32,27.91,7.36,0,1.55,35.81,-0.56,311.3,15.65,25,10.7226548247601
"India 2016",76.88,23.11,2016,12,29,364,2016-12-29,18.48,29.44,9.47,0,1.33,29.12,-1.35,317.17,15.97,26,10.7263522930322
"India 2016",76.88,23.11,2016,12,30,365,2016-12-30,19.23,30.05,10.02,0,1.04,32.31,0.58,322.56,15.59,27,10.7305680370708
"India 2016",76.88,23.11,2016,12,31,366,2016-12-31,19.74,29.76,9.66,0,1.23,34.75,2.06,324.68,15.53,28,10.7352984894247
"India 2016",76.88,23.11,2017,1,1,1,2017-01-01,19.28,29.15,12.48,0,1.8,34.94,2.46,322.98,15.05,29,10.7368249687721
"India 2016",76.88,23.11,2017,1,2,2,2017-01-02,16.55,25.9,9.48,0,2.44,46,3.55,323.29,13.05,30,10.7422192425481
"India 2016",76.88,23.11,2017,1,3,3,2017-01-03,16.06,25.73,8.3,0,1.89,50.38,4.19,324.62,12.32,31,10.7481183857077
"India 2016",76.88,23.11,2017,1,4,4,2017-01-04,17.71,27.33,8.37,0,1.16,46.12,4.05,321.68,14.55,32,10.7545174467196
"India 2016",76.88,23.11,2017,1,5,5,2017-01-05,19.25,28.42,9.99,0,0.9,32.25,0.7,318.79,15.89,33,10.7614110852223
"India 2016",76.88,23.11,2017,1,6,6,2017-01-06,18.94,28.41,11.65,0,1.94,30,-0.01,319.78,15.67,34,10.7687935879682
"India 2016",76.88,23.11,2017,1,7,7,2017-01-07,18.45,27,10.48,0,1.62,43,4.68,336.6,13.98,35,10.7766588856457
"India 2016",76.88,23.11,2017,1,8,8,2017-01-08,19.94,26.95,14.01,0,1.34,45.56,7.24,345.4,13.32,36,10.7850005704807
"India 2016",76.88,23.11,2017,1,9,9,2017-01-09,18.53,26.73,10.89,0,1.86,50.56,7.28,348.08,11.79,37,10.7938119145184
"India 2016",76.88,23.11,2017,1,10,10,2017-01-10,16.44,24.96,10.54,0,2.32,51.25,4.8,322.82,13.59,38,10.8030858884814
"India 2016",76.88,23.11,2017,1,11,11,2017-01-11,14.85,24.26,7.49,0,1.83,35.56,-1.67,304.05,15.38,39,10.8128151811038
"India 2016",76.88,23.11,2017,1,12,12,2017-01-12,13.23,22.98,5.52,0,1.68,25.94,-7.35,285.64,16.67,40,10.8229922188369
"India 2016",76.88,23.11,2017,1,13,13,2017-01-13,12.59,23.33,3.7,0,1.84,22.75,-9.45,287.09,16.74,41,10.8336091858263
"India 2016",76.88,23.11,2017,1,14,14,2017-01-14,14.55,25.13,5.01,0,2.24,22.31,-7.76,302.22,16.36,42,10.8446580440611
"India 2016",76.88,23.11,2017,1,15,15,2017-01-15,18.37,27.9,8.6,0,1.93,30.56,0.32,337.1,14.36,43,10.8561305535972
"India 2016",76.88,23.11,2017,1,16,16,2017-01-16,20.45,27.94,13.76,0,1.58,42.88,7.08,337.65,12.94,44,10.8680182927613
"India 2016",76.88,23.11,2017,1,17,17,2017-01-17,19.05,27.96,11.33,0,1.5,44.94,5.83,323.99,14.73,45,10.8803126782465
"India 2016",76.88,23.11,2017,1,18,18,2017-01-18,18.66,27.65,10.72,0,2.12,46.31,6.31,337.33,12.92,46,10.8930049850118
"India 2016",76.88,23.11,2017,1,19,19,2017-01-19,19.33,27.81,13.05,0.04,2.41,45.12,6.44,346.56,11.74,47,10.9060863659074
"India 2016",76.88,23.11,2017,1,20,20,2017-01-20,18.51,27.54,11.56,0,2.52,39,3.68,342.77,13.06,48,10.9195478709465
"India 2016",76.88,23.11,2017,1,21,21,2017-01-21,19.78,29.19,11.37,0,1.82,36.75,3.66,343.23,14.07,49,10.9333804661573
"India 2016",76.88,23.11,2017,1,22,22,2017-01-22,20.84,30.58,12.58,0,1.45,39.31,5.48,350.8,13.86,50,10.947575051947
"India 2016",76.88,23.11,2017,1,23,23,2017-01-23,21.8,31.23,13.14,0,1.41,39.25,6.3,354.96,14.99,51,10.9621224809216
"India 2016",76.88,23.11,2017,1,24,24,2017-01-24,22.14,31.8,13.92,0,1.27,37.31,5.8,354.12,15.69,52,10.9770135751079
"India 2016",76.88,23.11,2017,1,25,25,2017-01-25,22.39,31.53,13.94,0,1.55,36.38,5.83,353.66,15.96,53,10.9922391425309
"India 2016",76.88,23.11,2017,1,26,26,2017-01-26,22.29,31.66,13.37,1.46,2.19,35.62,5.14,358.12,15.05,54,11.0077899931067
"India 2016",76.88,23.11,2017,1,27,27,2017-01-27,19.62,27.91,13.46,0.04,3.16,47.31,6.69,324.7,16.65,55,11.0236569538145
"India 2016",76.88,23.11,2017,1,28,28,2017-01-28,16.86,27.04,8.72,0.28,1.83,38.56,0.9,308.17,17.97,56,11.0398308831222
"India 2016",76.88,23.11,2017,1,29,29,2017-01-29,19.99,30.27,8.98,0,0.97,30.81,-0.91,321.94,17.93,57,11.0563026846377
"India 2016",76.88,23.11,2017,1,30,30,2017-01-30,22.28,32.28,11.61,0,1.02,19.19,-3.91,331.46,18.3,58,11.0730633199727
"India 2016",76.88,23.11,2017,1,31,31,2017-01-31,21.73,32.43,12.19,0,1.67,18.44,-4.59,326.39,18.63,59,11.0901038208028
"India 2016",76.88,23.11,2017,2,1,32,2017-02-01,20.33,31.14,10.81,0,1.3,23.56,-2.74,312.02,19.52,60,11.1074153001186
"India 2016",76.88,23.11,2017,2,2,33,2017-02-02,20.44,31.37,11.42,0,1.89,31.38,0.52,314.77,19.22,61,11.1249889626634
"India 2016",76.88,23.11,2017,2,3,34,2017-02-03,20.82,31.76,10.96,0,1.58,28.44,-0.03,318.23,19.63,62,11.1428161145592
"India 2016",76.88,23.11,2017,2,4,35,2017-02-04,22.45,33.52,12.07,0,1.93,26.88,1.37,337.77,17.2,63,11.1608881721263
"India 2016",76.88,23.11,2017,2,5,36,2017-02-05,22.63,31.88,15.36,0,2.19,36,5.94,342.82,17.55,64,11.1791966699047
"India 2016",76.88,23.11,2017,2,6,37,2017-02-06,19.37,28.73,12.61,0,2.52,20.31,-6.17,298.71,19.58,65,11.1977332678911
"India 2016",76.88,23.11,2017,2,7,38,2017-02-07,19.13,29.28,8.76,0,1.44,17.44,-7.62,296.46,19.68,66,11.2164897580042
"India 2016",76.88,23.11,2017,2,8,39,2017-02-08,21.44,32.37,10.3,0,1.8,19.75,-3.29,318.38,19.45,67,11.2354580697991
"India 2016",76.88,23.11,2017,2,9,40,2017-02-09,20.7,30.66,12.59,0,2.66,21.62,-2.75,307.46,19.48,68,11.2546302754476
"India 2016",76.88,23.11,2017,2,10,41,2017-02-10,19.77,28.9,11.57,0,2.23,25,-1.32,307.22,19.77,69,11.27399859401
"India 2016",76.88,23.11,2017,2,11,42,2017-02-11,21.44,30.58,12.98,2.24,2.7,32.19,3.53,358.05,12.57,70,11.2935553950191
"India 2016",76.88,23.11,2017,2,12,43,2017-02-12,23.05,31.59,15.84,0.01,1.84,40.19,7.89,354.53,15.46,71,11.3132932014041
"India 2016",76.88,23.11,2017,2,13,44,2017-02-13,22.9,31.19,15.44,0,1.77,47.31,10.03,356.4,15.56,72,11.3332046917788
"India 2016",76.88,23.11,2017,2,14,45,2017-02-14,22.97,32.03,15.4,0,1.73,46.06,9.2,352.76,17.24,73,11.3532827021232
"India 2016",76.88,23.11,2017,2,15,46,2017-02-15,23.16,32.63,14.85,0,1.4,36.62,6.44,347.67,18.95,74,11.3735202268842
"India 2016",76.88,23.11,2017,2,16,47,2017-02-16,23.98,33.83,14.72,0,1.74,22.44,-0.38,337.92,20.21,75,11.3939104195259
"India 2016",76.88,23.11,2017,2,17,48,2017-02-17,24.59,34.25,15.74,0,1.66,26.88,2.86,344.8,19.75,76,11.4144465925563
"India 2016",76.88,23.11,2017,2,18,49,2017-02-18,24.67,35.38,15.43,0,1.7,27.19,2.93,341.65,21.3,77,11.4351222170589
"India 2016",76.88,23.11,2017,2,19,50,2017-02-19,25.89,35.32,15.82,0,1.06,23.94,2.02,343.45,21.41,78,11.455930921759
"India 2016",76.88,23.11,2017,2,20,51,2017-02-20,25.5,36.15,16.16,0,3.02,19.56,-1.05,340.94,21.29,79,11.4768664916504
"India 2016",76.88,23.11,2017,2,21,52,2017-02-21,24.77,34.99,17.05,0,3.03,19.94,-2.01,333.77,21.77,80,11.4979228662117
"India 2016",76.88,23.11,2017,2,22,53,2017-02-22,23.41,33.48,14.4,0,2.38,20.44,-1.39,329.17,21.46,81,11.5190941372384
"India 2016",76.88,23.11,2017,2,23,54,2017-02-23,23.82,34.56,15.23,0,2.09,17.31,-3.99,325.62,22.01,82,11.5403745463167
"India 2016",76.88,23.11,2017,2,24,55,2017-02-24,21.93,32.81,12.4,0,2.05,12.44,-9.59,315.41,22.04,83,11.5617584819657
"India 2016",76.88,23.11,2017,2,25,56,2017-02-25,22.97,33.69,13.44,0,2.07,12.62,-8,319.68,22.93,84,11.5832404764703
"India 2016",76.88,23.11,2017,2,26,57,2017-02-26,24.84,35.19,15.91,0,1.79,15.75,-3.75,335.82,22.09,85,11.6048152024317
"India 2016",76.88,23.11,2017,2,27,58,2017-02-27,24.65,35.29,14.45,0,1.39,18.06,-2.92,335.25,22.38,86,11.6264774690549
"India 2016",76.88,23.11,2017,2,28,59,2017-02-28,26.05,36.25,14.05,0,1.21,15.44,-3.38,340.55,22.69,87,11.6482222181977
"India 2016",76.88,23.11,2017,3,1,60,2017-03-01,26.8,36.01,18.87,0,1.5,16,-1.95,343.95,22.14,88,11.6700445202
"India 2016",76.88,23.11,2017,3,2,61,2017-03-02,25.58,35.88,16.8,0,1.78,22.31,1.27,338.26,21.98,89,11.6919395695152
"India 2016",76.88,23.11,2017,3,3,62,2017-03-03,25.15,34.74,16.87,0,1.98,24.69,2.33,329.9,22.37,90,11.7139026801603
"India 2016",76.88,23.11,2017,3,4,63,2017-03-04,24.59,34.4,15.62,0,2.1,22.81,0.16,341.73,21.9,91,11.7359292810038
"India 2016",76.88,23.11,2017,3,5,64,2017-03-05,24.11,33.12,15.94,0,2.68,21.56,-0.18,343.66,22.1,92,11.7580149109083
"India 2016",76.88,23.11,2017,3,6,65,2017-03-06,23.78,33.33,15.15,0,1.66,13.94,-5.99,336.73,23.13,93,11.7801552137428
"India 2016",76.88,23.11,2017,3,7,66,2017-03-07,24.98,34.37,15.1,0,1.8,18.38,-1.24,341.03,22.03,94,11.8023459332794
"India 2016",76.88,23.11,2017,3,8,67,2017-03-08,26.05,34.06,17.67,0,2.62,24.56,3.8,352.62,20.35,95,11.82458290799
"India 2016",76.88,23.11,2017,3,9,68,2017-03-09,25.56,33.87,17.3,0,2.45,27.69,4.57,359.8,20.83,96,11.8468620657534
"India 2016",76.88,23.11,2017,3,10,69,2017-03-10,24.74,31.38,17.12,0.06,3,35,7.96,367.52,16.88,97,11.8691794184873
"India 2016",76.88,23.11,2017,3,11,70,2017-03-11,23.63,31.28,15.9,0.05,3.16,22.69,-2.12,313.77,23.6,98,11.8915310567152
"India 2016",76.88,23.11,2017,3,12,71,2017-03-12,20.2,30.05,10.86,0,1.79,11.25,-11.69,296.98,24.91,99,11.9139131440789
"India 2016",76.88,23.11,2017,3,13,72,2017-03-13,21.4,32.05,11.58,0,1.78,12.62,-9.99,305.44,24.56,100,11.9363219118073
"India 2016",76.88,23.11,2017,3,14,73,2017-03-14,22.07,32.43,12.17,0,2.04,12,-9.42,308.97,25.45,101,11.958753653149
"India 2016",76.88,23.11,2017,3,15,74,2017-03-15,23.44,34.08,13.49,0,2.13,13,-7.69,333.61,23.79,102,11.9812047177797
"India 2016",76.88,23.11,2017,3,16,75,2017-03-16,26.12,35.58,15.13,0,1.75,14.44,-3.52,343.2,23.84,103,12.003671506189
"India 2016",76.88,23.11,2017,3,17,76,2017-03-17,25.55,35.3,16.44,0,2.65,19.44,-0.25,340.3,23.7,104,12.0261504640578
"India 2016",76.88,23.11,2017,3,18,77,2017-03-18,26.8,36.11,18.83,0.03,2.59,22.38,3.04,369.47,22.01,105,12.04863807663
"India 2016",76.88,23.11,2017,3,19,78,2017-03-19,26.31,34.55,18.94,0.97,3.41,33.62,8.3,370.58,21.78,106,12.071130863087
"India 2016",76.88,23.11,2017,3,20,79,2017-03-20,25.54,34.83,17.3,0,1.96,32.25,5.25,350.45,24.79,107,12.0936253709301
"India 2016",76.88,23.11,2017,3,21,80,2017-03-21,27.27,36.12,17.7,0,0.95,20.06,0.74,351.09,24.86,108,12.1161181703776
"India 2016",76.88,23.11,2017,3,22,81,2017-03-22,29.83,38.87,19.73,0,0.98,16.44,0.86,356.49,25.28,109,12.1386058487806
"India 2016",76.88,23.11,2017,3,23,82,2017-03-23,30.64,39.85,21.21,0,1.25,16.56,1.44,361.91,25.01,110,12.1610850050644
"India 2016",76.88,23.11,2017,3,24,83,2017-03-24,30.27,39.99,20.8,0,2.17,19.25,3.15,369.05,24.23,111,12.1835522442003
"India 2016",76.88,23.11,2017,3,25,84,2017-03-25,30.5,40.62,21.15,0,2.38,15.44,0.51,367.3,24.55,112,12.2060041717113
"India 2016",76.88,23.11,2017,3,26,85,2017-03-26,30.85,40.92,21.27,0,1.62,16.06,0.86,362.95,25.51,113,12.2284373882188
"India 2016",76.88,23.11,2017,3,27,86,2017-03-27,31.63,41.34,22.3,0,1.92,16.44,1.85,365.73,25.78,114,12.2508484840342
"India 2016",76.88,23.11,2017,3,28,87,2017-03-28,32.58,42.17,24.76,0,1.5,15.19,1.8,364.03,25.87,115,12.2732340337998
"India 2016",76.88,23.11,2017,3,29,88,2017-03-29,32.63,42.02,22.42,0,2,15,1.27,370.11,25.75,116,12.2955905911847
"India 2016",76.88,23.11,2017,3,30,89,2017-03-30,32.44,42.54,22.58,0,3.24,13.31,-0.23,370.27,26.56,117,12.3179146836412
"India 2016",76.88,23.11,2017,3,31,90,2017-03-31,33.47,42.59,25.02,0,3.19,15.19,2.72,376.34,25.17,118,12.3402028072254
"Bardiya 2016",81.5,28.25,2016,11,14,319,2016-11-14,20.58,27.96,15.68,0,1.45,42.62,6.76,306.96,14.7,1,10.7718482540121
"Bardiya 2016",81.5,28.25,2016,11,15,320,2016-11-15,20.07,26.93,16.22,0,1.31,42.38,6.36,308.21,13.75,2,10.7513171109075
"Bardiya 2016",81.5,28.25,2016,11,16,321,2016-11-16,20.19,27.29,15.66,0,1.44,41.88,6.3,305.24,14.27,3,10.7311549669114
"Bardiya 2016",81.5,28.25,2016,11,17,322,2016-11-17,20.48,27.44,16.12,0,1.27,38,5.14,305.98,14.48,4,10.71137345632
"Bardiya 2016",81.5,28.25,2016,11,18,323,2016-11-18,19.76,26.66,15.1,0,1.21,41.75,5.9,302.55,13.88,5,10.6919842903738
"Bardiya 2016",81.5,28.25,2016,11,19,324,2016-11-19,20.09,26.84,15.37,0,1.19,42.19,6.3,304.52,13.23,6,10.6729992400772
"Bardiya 2016",81.5,28.25,2016,11,20,325,2016-11-20,20.01,27.24,15.44,0,1.1,44.75,7.08,313.37,12.2,7,10.6544301179679
"Bardiya 2016",81.5,28.25,2016,11,21,326,2016-11-21,19.8,27.41,15.35,0,1.44,46.06,7.19,301.5,13.88,8,10.6362887588604
"Bardiya 2016",81.5,28.25,2016,11,22,327,2016-11-22,20.15,27.13,15.8,0,1.28,40.31,5.75,304.73,13.89,9,10.6185869995947
"Bardiya 2016",81.5,28.25,2016,11,23,328,2016-11-23,19.32,26.84,13.96,0,1.25,45.81,6.89,300.12,14.31,10,10.6013366578294
"Bardiya 2016",81.5,28.25,2016,11,24,329,2016-11-24,19.83,26.17,15.41,0,1.21,44.88,7.19,305.01,13.55,11,10.5845495099262
"Bardiya 2016",81.5,28.25,2016,11,25,330,2016-11-25,20.63,27.35,16.08,0,1.14,39.94,6.02,310.75,14.34,12,10.5682372679816
"Bardiya 2016",81.5,28.25,2016,11,26,331,2016-11-26,19.37,26.58,14.44,0,1.35,49.56,8.14,307.76,13.25,13,10.5524115560682
"Bardiya 2016",81.5,28.25,2016,11,27,332,2016-11-27,19.63,25.82,15.49,0,1.12,52.19,9.22,309.5,12.84,14,10.5370838857591
"Bardiya 2016",81.5,28.25,2016,11,28,333,2016-11-28,18.87,25.9,13.03,0,1.53,54.69,9.12,308.03,12.98,15,10.5222656310136
"Bardiya 2016",81.5,28.25,2016,11,29,334,2016-11-29,19.76,26.3,15.38,0,1.17,59.44,11.34,315.58,11.74,16,10.5079680025136
"Bardiya 2016",81.5,28.25,2016,11,30,335,2016-11-30,20.35,26.93,15.09,0,1.21,59.62,11.85,321.75,11.97,17,10.4942020215464
"Bardiya 2016",81.5,28.25,2016,12,1,336,2016-12-01,20.69,27.79,15.47,0,1.25,59.69,12.08,324.92,12.33,18,10.480978493537
"Bardiya 2016",81.5,28.25,2016,12,2,337,2016-12-02,20,26.8,16.44,0,1.35,54.81,10.02,314.73,11.82,19,10.4683079813408
"Bardiya 2016",81.5,28.25,2016,12,3,338,2016-12-03,19.2,25.81,15.46,0,1.32,40.94,5.07,307.48,11.2,20,10.4562007784135
"Bardiya 2016",81.5,28.25,2016,12,4,339,2016-12-04,18.33,24.65,15.05,0,1.08,38.69,3.64,318.48,9.69,21,10.4446668819813
"Bardiya 2016",81.5,28.25,2016,12,5,340,2016-12-05,18.39,25.07,14.5,0,1.11,39.19,3.81,327.43,9.22,22,10.4337159663396
"Bardiya 2016",81.5,28.25,2016,12,6,341,2016-12-06,18.78,26.37,14.08,0,1.23,41,4.65,312.65,11.85,23,10.4233573564117
"Bardiya 2016",81.5,28.25,2016,12,7,342,2016-12-07,18.76,26.4,14.55,0,1.19,41.12,4.82,314.88,12.47,24,10.4136000017042
"Bardiya 2016",81.5,28.25,2016,12,8,343,2016-12-08,18.16,25.36,14.3,0,1.18,41.94,4.56,318.51,11.32,25,10.4044524507961
"Bardiya 2016",81.5,28.25,2016,12,9,344,2016-12-09,17.87,25.07,13.64,0,1.12,41.56,4.18,311.2,11.29,26,10.395922826502
"Bardiya 2016",81.5,28.25,2016,12,10,345,2016-12-10,17.16,25.11,12.22,0,1.3,44.38,4.37,317.42,10.21,27,10.3880188018469
"Bardiya 2016",81.5,28.25,2016,12,11,346,2016-12-11,18.67,27.55,12.34,0,1.6,39.19,3.55,331.16,9.96,28,10.3807475769922
"Bardiya 2016",81.5,28.25,2016,12,12,347,2016-12-12,18.43,26.3,13.48,0,1.37,36.88,2.83,319.69,9.78,29,10.3741158572485
"Bardiya 2016",81.5,28.25,2016,12,13,348,2016-12-13,18,25.72,13.38,0,1.2,37.06,2.51,310.16,10.07,30,10.3681298323063
"Bardiya 2016",81.5,28.25,2016,12,14,349,2016-12-14,17.54,25.07,13.51,0,1.45,38.19,2.56,302.75,11.46,31,10.3627951568126
"Bardiya 2016",81.5,28.25,2016,12,15,350,2016-12-15,16.75,24.13,13.38,0,1.34,39.06,2.2,303.52,11.08,32,10.3581169324149
"Bardiya 2016",81.5,28.25,2016,12,16,351,2016-12-16,17.1,24.91,12.51,0,1.08,38.31,2.15,298.52,11.61,33,10.3540996913847
"Bardiya 2016",81.5,28.25,2016,12,17,352,2016-12-17,17.92,25.84,13.68,0,1.2,37.25,2.48,294.13,12.52,34,10.3507473819277
"Bardiya 2016",81.5,28.25,2016,12,18,353,2016-12-18,17.53,25,13.31,0,1.17,36.31,1.82,285.05,13.38,35,10.3480633552743
"Bardiya 2016",81.5,28.25,2016,12,19,354,2016-12-19,16.71,24.43,12.66,0,1.48,36.75,1.15,281.28,13.58,36,10.3460503546364
"Bardiya 2016",81.5,28.25,2016,12,20,355,2016-12-20,16.12,22.8,10.87,0,1.16,35,0.19,286.19,12.61,37,10.3447105061036
"Bardiya 2016",81.5,28.25,2016,12,21,356,2016-12-21,16.12,23.36,11.64,0,1.12,36.81,0.92,297.52,12.21,38,10.3440453115392
"Bardiya 2016",81.5,28.25,2016,12,22,357,2016-12-22,17.1,24.88,12.29,0,1.19,40.44,3.05,300.09,10.59,39,10.3440556435242
"Bardiya 2016",81.5,28.25,2016,12,23,358,2016-12-23,17.53,25.67,12.94,0,1.38,40.25,3.27,303.86,11.37,40,10.3447417423842
"Bardiya 2016",81.5,28.25,2016,12,24,359,2016-12-24,17.87,25.32,12.58,0,1.16,40.38,3.69,305.3,11.4,41,10.3461032153173
"Bardiya 2016",81.5,28.25,2016,12,25,360,2016-12-25,17.64,24.94,13.08,0.05,1.45,45.31,5.14,318.12,9.53,42,10.3481390376323
"Bardiya 2016",81.5,28.25,2016,12,26,361,2016-12-26,17.16,25.19,12.25,0,1.7,42.44,3.66,299.45,11.34,43,10.3508475560864
"Bardiya 2016",81.5,28.25,2016,12,27,362,2016-12-27,17.39,24.37,13.22,0,1.18,32.19,-0.06,290.38,12.18,44,10.3542264943009
"Bardiya 2016",81.5,28.25,2016,12,28,363,2016-12-28,16.58,24.54,11.94,0,1.19,35.12,0.46,315.32,8.48,45,10.3582729602188
"Bardiya 2016",81.5,28.25,2016,12,29,364,2016-12-29,15.9,23.28,10.81,0,1.36,39.06,1.42,311.01,9.51,46,10.3629834555551
"Bardiya 2016",81.5,28.25,2016,12,30,365,2016-12-30,17.24,25.07,12.05,0,1.25,41.5,3.48,301.85,11.88,47,10.3683538871747
"Bardiya 2016",81.5,28.25,2016,12,31,366,2016-12-31,18.23,25.3,12.76,0,1.13,44.88,5.64,310.52,11.68,48,10.3743795803263
"Bardiya 2016",81.5,28.25,2017,1,1,1,2017-01-01,17.88,23.84,13.63,0.01,1.53,52.62,7.8,314.38,11.92,49,10.3763239279505
"Bardiya 2016",81.5,28.25,2017,1,2,2,2017-01-02,17.2,22.71,13.58,0.01,1.2,51.19,6.83,307.86,10.93,50,10.3831944922465
"Bardiya 2016",81.5,28.25,2017,1,3,3,2017-01-03,17.46,25.28,12.64,0,1.53,44.56,4.73,303.55,12.25,51,10.3907074342958
"Bardiya 2016",81.5,28.25,2017,1,4,4,2017-01-04,17.57,24.57,13.38,0,1.34,40.69,3.57,311.26,11.49,52,10.3988562745768
"Bardiya 2016",81.5,28.25,2017,1,5,5,2017-01-05,17.18,24.06,12.55,0,1.55,42.44,3.88,316.2,10.58,53,10.4076340277404
"Bardiya 2016",81.5,28.25,2017,1,6,6,2017-01-06,16.74,24.21,11.65,0.11,1.41,45.25,4.28,317.37,10.63,54,10.4170332239945
"Bardiya 2016",81.5,28.25,2017,1,7,7,2017-01-07,15.94,22.87,10.62,1.17,1.68,51.12,5.24,340.06,7.35,55,10.4270459316475
"Bardiya 2016",81.5,28.25,2017,1,8,8,2017-01-08,15.23,20.4,11.37,0.24,1.41,61.31,7.4,323.05,10.81,56,10.4376637806762
"Bardiya 2016",81.5,28.25,2017,1,9,9,2017-01-09,15.39,22.01,10.66,0,1.37,57.31,6.43,313.84,11.77,57,10.4488779871804
"Bardiya 2016",81.5,28.25,2017,1,10,10,2017-01-10,14.51,21.88,10.01,0,1.5,45.88,2.4,291.86,13.14,58,10.4606793785855
"Bardiya 2016",81.5,28.25,2017,1,11,11,2017-01-11,12.59,19.86,8.49,0,1.46,36.19,-2.77,281.66,13.51,59,10.4730584194538
"Bardiya 2016",81.5,28.25,2017,1,12,12,2017-01-12,11.58,18.41,7.38,0,1.4,32.31,-4.93,276.2,12.54,60,10.4860052377643
"Bardiya 2016",81.5,28.25,2017,1,13,13,2017-01-13,12.01,19.29,7.42,0,1.24,34.56,-3.77,277.17,12.36,61,10.4995096515241
"Bardiya 2016",81.5,28.25,2017,1,14,14,2017-01-14,14.01,22.62,8.09,0,1.43,31.88,-3.27,279.98,13.01,62,10.5135611955767
"Bardiya 2016",81.5,28.25,2017,1,15,15,2017-01-15,15.53,23.56,10.66,0.46,1.19,29.06,-3.13,299.38,11.25,63,10.5281491484765
"Bardiya 2016",81.5,28.25,2017,1,16,16,2017-01-16,16.62,25.37,10.69,0,1.5,35.69,0.51,299.7,12.3,64,10.543262559303
"Bardiya 2016",81.5,28.25,2017,1,17,17,2017-01-17,16.26,23.08,12.07,0,1.22,37.62,1.26,305.84,11.55,65,10.558890274293
"Bardiya 2016",81.5,28.25,2017,1,18,18,2017-01-18,16.19,22.72,12.33,0,1.15,37.62,1.21,309.5,12.28,66,10.5750209631784
"Bardiya 2016",81.5,28.25,2017,1,19,19,2017-01-19,16.3,24.42,11.62,0,1.36,35.69,0.33,297.22,12.68,67,10.5916431451196
"Bardiya 2016",81.5,28.25,2017,1,20,20,2017-01-20,16.46,25.02,10.3,0,1.6,35.19,0.19,288.22,15.29,68,10.6087452141351
"Bardiya 2016",81.5,28.25,2017,1,21,21,2017-01-21,16.22,22.47,11.98,0,1.16,33.19,-0.56,302.36,12.6,69,10.6263154639341
"Bardiya 2016",81.5,28.25,2017,1,22,22,2017-01-22,18.47,27.46,11.81,0,1.56,35.06,1.8,309.49,12.43,70,10.6443421120672
