"SUMLEV","REGION","DIVISION","STATE","NAME","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","POPESTIMATE2018","POPESTIMATE2019","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","NPOPCHG_2018","NPOPCHG_2019","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","BIRTHS2018","BIRTHS2019","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","DEATHS2018","DEATHS2019","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","NATURALINC2018","NATURALINC2019","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","INTERNATIONALMIG2018","INTERNATIONALMIG2019","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","DOMESTICMIG2018","DOMESTICMIG2019","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","NETMIG2018","NETMIG2019","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017","RESIDUAL2018","RESIDUAL2019","RBIRTH2011","RBIRTH2012","RBIRTH2013","RBIRTH2014","RBIRTH2015","RBIRTH2016","RBIRTH2017","RBIRTH2018","RBIRTH2019","RDEATH2011","RDEATH2012","RDEATH2013","RDEATH2014","RDEATH2015","RDEATH2016","RDEATH2017","RDEATH2018","RDEATH2019","RNATURALINC2011","RNATURALINC2012","RNATURALINC2013","RNATURALINC2014","RNATURALINC2015","RNATURALINC2016","RNATURALINC2017","RNATURALINC2018","RNATURALINC2019","RINTERNATIONALMIG2011","RINTERNATIONALMIG2012","RINTERNATIONALMIG2013","RINTERNATIONALMIG2014","RINTERNATIONALMIG2015","RINTERNATIONALMIG2016","RINTERNATIONALMIG2017","RINTERNATIONALMIG2018","RINTERNATIONALMIG2019","RDOMESTICMIG2011","RDOMESTICMIG2012","RDOMESTICMIG2013","RDOMESTICMIG2014","RDOMESTICMIG2015","RDOMESTICMIG2016","RDOMESTICMIG2017","RDOMESTICMIG2018","RDOMESTICMIG2019","RNETMIG2011","RNETMIG2012","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","RNETMIG2017","RNETMIG2018","RNETMIG2019","ESTIMATESBASE2020","POPESTIMATE2020","POPESTIMATE2021","POPESTIMATE2022","POPESTIMATE2023","POPESTIMATE2024","NPOPCHG_2020","NPOPCHG_2021","NPOPCHG_2022","NPOPCHG_2023","NPOPCHG_2024","BIRTHS2020","BIRTHS2021","BIRTHS2022","BIRTHS2023","BIRTHS2024","DEATHS2020","DEATHS2021","DEATHS2022","DEATHS2023","DEATHS2024","NATURALCHG2020","NATURALCHG2021","NATURALCHG2022","NATURALCHG2023","NATURALCHG2024","INTERNATIONALMIG2020","INTERNATIONALMIG2021","INTERNATIONALMIG2022","INTERNATIONALMIG2023","INTERNATIONALMIG2024","DOMESTICMIG2020","DOMESTICMIG2021","DOMESTICMIG2022","DOMESTICMIG2023","DOMESTICMIG2024","NETMIG2020","NETMIG2021","NETMIG2022","NETMIG2023","NETMIG2024","RESIDUAL2020","RESIDUAL2021","RESIDUAL2022","RESIDUAL2023","RESIDUAL2024","RBIRTH2021","RBIRTH2022","RBIRTH2023","RBIRTH2024","RDEATH2021","RDEATH2022","RDEATH2023","RDEATH2024","RNATURALCHG2021","RNATURALCHG2022","RNATURALCHG2023","RNATURALCHG2024","RINTERNATIONALMIG2021","RINTERNATIONALMIG2022","RINTERNATIONALMIG2023","RINTERNATIONALMIG2024","RDOMESTICMIG2021","RDOMESTICMIG2022","RDOMESTICMIG2023","RDOMESTICMIG2024","RNETMIG2021","RNETMIG2022","RNETMIG2023","RNETMIG2024"
40,"1","1",9,"Connecticut",3574097,3574147,3579114,3588283,3594547,3594841,3594524,3587122,3578141,3573297,3571520,3565287,4967,9169,6264,294,-317,-7402,-8981,-4844,-1777,-6233,9488,37634,36855,36142,36162,36321,35888,35551,34883,34567,6847,29295,29064,29756,29669,30375,30116,31118,31263,31149,2641,8339,7791,6386,6493,5946,5772,4433,3620,3418,2420,12893,15890,11024,18106,16475,14395,14368,18498,12323,152,-12024,-17361,-17031,-25086,-29963,-29219,-23724,-23976,-22059,2572,869,-1471,-6007,-6980,-13488,-14824,-9356,-5478,-9736,-246,-39,-56,-85,170,140,71,79,81,85,10.501441458,10.261971953,10.054263311,10.05985925,10.114951364,10.017217791,9.9423360728,9.7645607998,9.6869650531,8.174515797,8.0926320127,8.2777560482,8.2535801145,8.4590635629,8.4061115412,8.7025854101,8.7512388351,8.7291137339,2.3269256607,2.1693399398,1.7765072632,1.8062791359,1.6558878007,1.6111062497,1.2397506627,1.0133219647,0.9578513192,3.5976798829,4.4244399492,3.0667422596,5.0368843424,4.5880846814,4.0179962689,4.0182128406,5.1780192551,3.4533650693,-3.355192966,-4.834027814,-4.737816348,-6.978641368,-8.344326635,-8.155736921,-6.634749543,-6.711438516,-6.181756071,0.2424869168,-0.409587864,-1.671074089,-1.941757026,-3.756241953,-4.137740652,-2.616536702,-1.53341926,-2.728391002,3607701,3579918,3606607,3617925,3643023,3675069,-27783,26689,11318,25098,32046,8465,33942,35637,35115,34609,11949,34586,34874,32977,32778,-3484,-644,763,2138,1831,408,6215,22355,29968,36214,-20684,19406,-10406,-6462,-6060,-20276,25621,11949,23506,30154,-4023,1712,-1394,-546,61,9.4460118068,9.8655525368,9.6722907257,9.4584763351,9.625236119,9.6543277821,9.0833869076,8.958072678,-0.179224312,0.2112247548,0.5889038181,0.5004036571,1.7296259319,6.1886361636,8.2545695135,9.897115259,5.4006630465,-2.880740233,-1.779932868,-1.656169395,7.1302889783,3.3078959301,6.4746366452,8.240945864
40,"3","5",10,"Delaware",897934,897937,899593,907381,915179,923576,932487,941252,948921,956823,965479,973764,1656,7788,7798,8397,8911,8765,7669,7902,8656,8285,2842,11298,11158,10890,10981,11026,11084,10978,10732,10683,1839,7874,7695,8085,8072,8543,8505,9057,9420,9454,1003,3424,3463,2805,2909,2483,2579,1921,1312,1229,357,1527,1212,2357,1743,2238,1708,1528,484,73,281,2854,3202,3298,4230,4052,3379,4430,6851,6961,638,4381,4414,5655,5973,6290,5087,5958,7335,7034,15,-17,-79,-63,29,-8,3,23,9,22,12.504883856,12.244315688,11.84497119,11.832572493,11.768981699,11.728027011,11.520959793,11.165779362,11.017701237,8.7151226304,8.4441664472,8.7939937621,8.6979806181,9.1186659401,8.9991762659,9.5049492482,9.8007493099,9.7501963395,3.7897612251,3.8001492406,3.0509774277,3.1345918754,2.650315759,2.7288507454,2.016010545,1.3650300525,1.2675048975,1.6901183968,1.3299973663,2.5636911932,1.8781690061,2.388806552,1.8072419826,1.6035731977,0.5035629157,0.0752871095,3.1588722361,3.5137389167,3.587209824,4.5580349374,4.3250420683,3.5753341096,4.6491029225,7.1279122635,7.1790899851,4.848990633,4.843736283,6.1509010173,6.4362039435,6.7138486203,5.3825760922,6.2526761202,7.6314751792,7.2543770946,989955,991928,1005062,1020625,1036423,1051917,1973,13134,15563,15798,15494,2579,10174,10849,10718,10437,2959,11233,11511,10920,10458,-380,-1059,-662,-202,-21,64,939,3477,5985,7283,2232,13461,12578,9931,8155,2296,14400,16055,15916,15438,57,-207,170,84,77,10.189334949,10.711427777,10.420758291,9.9954988172,11.249931146,11.365033196,10.617156236,10.015610485,-1.060596197,-0.653605419,-0.196397945,-0.020111668,0.9404153251,3.4329094278,5.8190183214,6.9749178774,13.48128934,12.418502957,9.6555841186,7.8100309337,14.421704666,15.851412385,15.47460244,14.784948811
40,"3","5",11,"District of Columbia",601723,601767,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749,3459,14574,15124,15657,11747,13072,10415,9091,6641,4202,2245,9196,9232,9445,9334,9648,9718,9693,9523,9493,1181,4668,4538,4813,4650,4883,4852,5138,5321,5677,1064,4528,4694,4632,4684,4765,4866,4555,4202,3816,696,2414,3384,4737,5205,5024,3451,3541,2749,2604,1473,7537,6711,6051,1778,3201,2057,973,-318,-2203,2169,9951,10095,10788,6983,8225,5508,4514,2431,401,226,95,335,237,80,82,41,22,8,-15,15.013558896,14.715586854,14.694614179,14.218807244,14.42445699,14.278420382,14.040490439,13.638840691,13.49112056,7.6210627366,7.2334632955,7.4881077864,7.08350693,7.3004377572,7.1289252616,7.4424883811,7.6207362511,8.0679544318,7.3924961593,7.4821235586,7.2065063924,7.135300314,7.1240192326,7.1494951202,6.5980020583,6.0181044403,5.4231661285,3.9411408411,5.3940149387,7.3698663171,7.9289577572,7.5112429433,5.0704701315,5.1292042346,3.9371178264,3.7007139934,12.305044954,10.697173243,9.4141990891,2.7084893165,4.7857262463,3.0222999306,1.4094085626,-0.455439603,-3.130826777,16.246185795,16.091188182,16.784065406,10.637447074,12.29696919,8.092770062,6.5386127972,3.4816782233,0.5698872163,689545,670917,669256,676725,687324,702250,-18628,-1661,7469,10599,14926,2187,8508,8502,8061,7746,2007,5840,5603,5035,4985,180,2668,2899,3026,2761,53,1747,10017,10320,12502,-15117,-6432,-4864,-2580,-337,-15064,-4685,5153,7740,12165,-3744,356,-583,-167,0,12.69686824,12.633164956,11.819223503,11.148740549,8.7152927271,8.3255261404,7.3824327425,7.1748607847,3.981575513,4.3076388151,4.4367907604,3.9738797646,2.6071260949,14.884311146,15.131421232,17.994003918,-9.598760757,-7.227442289,-3.782855308,-0.485040739,-6.991634662,7.6568688562,11.348565924,17.508963179
40,"3","5",12,"Florida",18801310,18804564,18845537,19053237,19297822,19545621,19845911,20209042,20613477,20963613,21244317,21477737,40973,207700,244585,247799,300290,363131,404435,350136,280704,233420,50873,213205,214010,212988,218333,221746,224651,224574,223066,221695,41764,174483,173756,181609,181024,191076,193671,199813,209998,211692,9109,38722,40254,31379,37309,30670,30980,24761,13068,10003,22164,100548,98777,103594,112485,132882,155926,160385,131600,88678,10296,68593,103746,111585,147547,197401,216749,164257,135530,133910,32460,169141,202523,215179,260032,330283,372675,324642,267130,222588,-596,-163,1808,1241,2949,2178,780,733,506,829,11.251287443,11.160578382,10.966484099,11.085275891,11.072088887,11.006229184,10.80277624,10.569862109,10.378480398,9.2078440321,9.0613403922,9.3508188757,9.1910109005,9.5406927578,9.4884394567,9.6116875904,9.9506419765,9.9101976698,2.0434434106,2.0992379898,1.6156652231,1.8942649908,1.5313961297,1.5177897278,1.19108865,0.6192201323,0.4682827282,5.306134705,5.1512006487,5.3339246987,5.7111259344,6.6349846922,7.6392150127,7.7150661578,6.2357950271,4.1513921592,3.6198004716,5.4103329976,5.7453712329,7.4913054917,9.8565088817,10.619089919,7.9013225793,6.4220159577,6.2688933449,8.9259351767,10.561533646,11.079295932,13.202431426,16.491493574,18.258304932,15.616388737,12.657810985,10.420285504,21538192,21592035,21831949,22379312,22904868,23372215,53843,239914,547363,525556,467347,50294,207942,221941,224041,220659,56387,250412,260497,231613,227980,-6093,-42470,-38556,-7572,-7321,2842,46853,255915,342211,411322,62600,246571,314467,185067,64017,65442,293424,570382,527278,475339,-5506,-11040,15537,5850,-671,9.5772879798,10.040021252,9.8948904452,9.5364264857,11.533349865,11.784192267,10.22931187,9.8528249933,-1.956061885,-1.744171016,-0.334421425,-0.316398508,2.1579318931,11.576914759,15.11393162,17.77648777,11.35644302,14.225651695,8.1735829157,2.7666825932,13.514374913,25.802566455,23.287514536,20.543170364
40,"3","5",13,"Georgia",9687653,9688729,9711881,9802431,9901430,9972479,10067278,10178447,10301890,10410330,10511131,10617423,23152,90550,98999,71049,94799,111169,123443,108440,100801,106292,32487,132621,131867,128653,129551,131676,130742,129824,128547,127873,17216,71158,70452,74849,74837,78553,80059,82160,84569,86319,15271,61463,61415,53804,54714,53123,50683,47664,43978,41554,4088,11606,21466,22294,16832,25266,34354,20986,16863,15053,3012,17214,15023,-5840,23027,32629,38428,39794,39981,49680,7100,28820,36489,16454,39859,57895,72782,60780,56844,64733,781,267,1095,791,226,151,-22,-4,-21,5,13.592177885,13.384889388,12.946924533,12.929398296,13.007783125,12.767563346,12.535981174,12.288529945,12.104283142,7.2929037929,7.1510857694,7.5323883188,7.4688530405,7.7599592013,7.8181330708,7.9334808147,8.0844258439,8.170838383,6.2992740918,6.2338036185,5.4145362143,5.4605452551,5.2478239233,4.9494302755,4.6025003597,4.2041041015,3.9334447592,1.1894859527,2.1788623052,2.2435445387,1.6798606889,2.4959343269,3.3548276085,2.0264365674,1.6120289114,1.4248963748,1.7642435972,1.5248788042,-0.587705217,2.298131659,3.2232977579,3.7526726245,3.8425625066,3.8220084152,4.702640796,2.9537295499,3.7037411094,1.6558393218,3.9779923479,5.7192320848,7.107500233,5.868999074,5.4340373266,6.1275371708,10713755,10732888,10792060,10931805,11064432,11180878,19133,59172,139745,132627,116446,29847,121274,125616,126127,125502,24783,109479,110352,98278,97250,5064,11795,15264,27849,28252,731,10157,44634,51941,63088,11925,36384,79891,52290,25321,12656,46541,124525,104231,88409,1413,836,-44,547,-215,11.268226989,11.564792913,11.468052467,11.283457052,10.172289383,10.159518115,8.9358920801,8.7434160279,1.0959376069,1.405274798,2.5321603873,2.5400410244,0.9437421173,4.1092135308,4.7227168902,5.6720270475,3.3806353446,7.3551368506,4.7544495906,2.2765248046,4.3243774619,11.464350381,9.4771664808,7.9485518521
40,"4","9",15,"Hawaii",1360301,1360307,1363963,1379329,1394804,1408243,1414538,1422052,1427559,1424393,1420593,1415872,3656,15366,15475,13439,6295,7514,5507,-3166,-3800,-4721,4647,19151,18891,19036,18956,18212,18250,17939,17173,16878,2534,10072,10244,10340,10740,11070,10854,11297,12454,12748,2113,9079,8647,8696,8216,7142,7396,6642,4719,4130,1975,7229,10116,5681,3854,7267,9598,4647,4412,5014,-348,-889,-3061,-764,-5709,-6817,-11455,-14452,-12910,-13817,1627,6340,7055,4917,-1855,450,-1857,-9805,-8498,-8803,-84,-53,-227,-174,-66,-78,-32,-3,-21,-48,13.962057266,13.619390274,13.582362336,13.430726649,12.84077008,12.808765828,12.580155627,12.07246714,11.900728548,7.3430024948,7.3853704923,7.3776857827,7.6095169976,7.8051463201,7.6178818793,7.9222932223,8.7550518702,8.9886531299,6.6190547707,6.234019782,6.2046765538,5.821209651,5.0356237595,5.1908839487,4.6578624044,3.3174152702,2.9120754178,5.2703102696,7.2930894085,4.0534461249,2.7306404571,5.1237577514,6.7363580503,3.2588206253,3.101596985,3.5353864758,-0.648126412,-2.206815607,-0.545121077,-4.044947164,-4.806475381,-8.039693839,-10.13481293,-9.075615838,-9.742408244,4.6221838579,5.0862738016,3.5083250477,-1.314306707,0.3172823707,-1.303335789,-6.875992303,-5.974018853,-6.207021768,1455252,1451252,1447029,1440359,1441387,1446146,-4000,-4223,-6670,1028,4759,3836,15528,15730,15254,14682,2837,12169,13440,12913,12411,999,3359,2290,2341,2271,119,2047,6833,9843,11893,-4736,-9831,-15833,-11033,-9321,-4617,-7784,-9000,-1190,2572,-382,202,40,-123,-84,10.715317114,10.895660715,10.586637407,10.16923443,8.3973914193,9.309452003,8.9619279423,8.5962653933,2.3179256946,1.5862087118,1.6247094643,1.5729690362,1.4125614459,4.7329974357,6.8312752061,8.2374816149,-6.784021287,-10.96700547,-7.6571634,-6.456030113,-5.371459841,-6.234008038,-0.825888194,1.781451502
40,"4","8",16,"Idaho",1567582,1567657,1570746,1583910,1595324,1611206,1631112,1651059,1682380,1717715,1750536,1787065,3089,13164,11414,15882,19906,19947,31321,35335,32821,36529,5971,22952,22365,22699,22422,23030,22642,22430,22054,22220,2582,11881,11893,12295,12533,12888,13278,13687,13451,13308,3389,11071,10472,10404,9889,10142,9364,8743,8603,8912,114,1541,1524,1782,1322,2998,3369,1518,122,167,-378,528,-718,3543,8482,6763,18541,25007,24020,27360,-264,2069,806,5325,9804,9761,21910,26525,24142,27527,-36,24,136,153,213,44,47,67,76,90,14.551190368,14.069426786,14.157983864,13.83084571,14.03339436,13.584769363,13.193748998,12.717649328,12.562185504,7.5323585202,7.4816764038,7.668726006,7.7308888271,7.8533385372,7.9665474604,8.0509515175,7.7566473707,7.523742785,7.0188318473,6.5877503826,6.4892578582,6.0999568827,6.1800558228,5.6182219024,5.1427974807,4.9610019575,5.0384427187,0.9769686457,0.9587215034,1.1114818823,0.8154659722,1.8268396132,2.0213359237,0.8929162273,0.070352463,0.0944142655,0.3347433127,-0.451681128,2.2098654932,5.232059286,4.1210528032,11.124247361,14.709588997,13.851361969,15.468109603,1.3117119585,0.5070403751,3.3213473755,6.0475252582,5.9478924163,13.145583285,15.602505224,13.921714432,15.562523869,1839140,1849415,1904848,1944299,1971122,2001619,10275,55433,39451,26823,30497,5467,21850,22384,22334,22830,3623,17115,18941,16798,16635,1844,4735,3443,5536,6195,58,698,6955,6419,7899,8891,51978,28368,14730,16383,8949,52676,35323,21149,24282,-518,-1978,685,138,20,11.640100867,11.630628812,11.408224045,11.493324131,9.1176350724,9.8416610226,8.5804310699,8.374570605,2.5224657942,1.7889677895,2.8277929755,3.1187535256,0.3718439545,3.6137876782,3.2788300415,3.9765995317,27.690121869,14.739889123,7.5240951101,8.2477060548,28.061965824,18.353676802,10.802925152,12.224305586
40,"2","3",17,"Illinois",12830632,12831572,12840503,12867454,12882510,12895129,12884493,12858913,12820527,12778828,12723071,12671821,8931,26951,15056,12619,-10636,-25580,-38386,-41699,-55757,-51250,41831,162400,160123,157513,157512,159239,156289,151944,147037,144299,24075,101622,101304,104307,102688,107564,106158,108770,109549,110004,17756,60778,58819,53206,54824,51675,50131,43174,37488,34295,4868,30606,27200,27571,28835,30323,24509,29564,20260,19209,-13329,-64482,-70886,-67989,-94721,-107924,-113179,-114678,-113699,-104986,-8461,-33876,-43686,-40418,-65886,-77601,-88670,-85114,-93439,-85777,-364,49,-77,-169,426,346,153,241,194,232,12.634220603,12.436755251,12.220902,12.219884372,12.37124567,12.172305938,11.870924092,11.531454971,11.364411394,7.9058791019,7.868282845,8.0928280515,7.9666024583,8.356625382,8.267937307,8.4978703565,8.5914386219,8.6634745287,4.7283415014,4.5684724064,4.1280739481,4.2532819139,4.0146202876,3.9043686311,3.3730537351,2.9400163494,2.7009368656,2.3810526834,2.1126243128,2.1391408267,2.2370382312,2.3557877307,1.9088422489,2.3097456948,1.5889012814,1.5128239175,-5.016501311,-5.505716435,-5.275037019,-7.348517368,-8.384593709,-8.814756085,-8.959444486,-8.91690458,-8.268276943,-2.635448628,-3.393092122,-3.135896193,-5.111479137,-6.028805979,-6.905913836,-6.649698791,-7.328003299,-6.755453026,12821814,12799088,12700641,12621821,12642259,12710158,-22726,-98447,-78820,20438,67899,33452,131890,129795,127001,125355,35280,128378,127015,116911,114343,-1828,3512,2780,10090,11012,508,11421,60951,92822,112955,-22335,-114221,-143390,-81875,-56235,-21827,-102800,-82439,10947,56720,929,841,839,-599,167,10.34442366,10.251372872,10.053878867,9.8889979602,10.068969753,10.031804964,9.2551163549,9.0202839437,0.2754539078,0.2195679077,0.7987625118,0.8687140165,0.8957742257,4.8139868864,7.3481401262,8.9107874803,-8.958605011,-11.32512313,-6.481534257,-4.436263414,-8.062830785,-6.511136239,0.8666058689,4.4745240661
40,"2","3",18,"Indiana",6483802,6484051,6490432,6516528,6537703,6568713,6593644,6608422,6634304,6658078,6695497,6732219,6381,26096,21175,31010,24931,14778,25882,23774,37419,36722,20955,83459,83077,83373,83554,84175,83559,82268,81801,80711,13852,57901,58599,60698,59833,62900,62128,65300,63233,62175,7103,25558,24478,22675,23721,21275,21431,16968,18568,18536,2376,8791,10534,8595,9527,7779,13298,8861,14959,14379,-3040,-8203,-13567,81,-7644,-13950,-8698,-1877,4044,3997,-664,588,-3033,8676,1883,-6171,4600,6984,19003,18376,-58,-50,-270,-341,-673,-326,-149,-178,-152,-190,12.832975576,12.727980683,12.722471193,12.695902413,12.75179203,12.619607172,12.378217839,12.251550615,12.021553033,8.903079582,8.9777789285,9.2623338066,9.0915327703,9.5288116269,9.3829623901,9.825176556,9.4705724871,9.260696309,3.9298959941,3.7502017545,3.4601373861,3.6043696429,3.2229804032,3.2366447814,2.5530412833,2.7809781276,2.7608567235,1.3517378388,1.6138828859,1.3115713708,1.4476130681,1.1784519181,2.0083478281,1.3332448616,2.2404487188,2.1416896217,-1.261324706,-2.078559817,0.0123603585,-1.1614941,-2.113305599,-1.313626817,-0.282417403,0.6056805013,0.5953357965,0.0904131327,-0.464676931,1.3239317293,0.2861189679,-0.934853681,0.6947210114,1.0508274589,2.8461292201,2.7370254182,6786587,6790497,6815907,6844545,6880131,6924275,3910,25410,28638,35586,44144,19436,77715,80484,79794,79422,19164,77891,79651,72089,70263,272,-176,833,7705,9159,342,6065,25958,25365,30852,1683,16463,4652,3173,4268,2025,22528,30610,28538,35120,1613,3058,-2805,-657,-135,11.423297441,11.783504675,11.627815476,11.506760957,11.449167613,11.661546778,10.505020301,10.179793321,-0.025870171,0.1219578971,1.1227951756,1.3269676363,0.8914919769,3.8004598969,3.6962621194,4.4698772262,2.4198899283,0.6810902011,0.4623788569,0.6183532997,3.3113819052,4.481550098,4.1586409763,5.0882305258
40,"2","4",19,"Iowa",3046355,3046871,3050745,3066336,3076190,3092997,3109350,3120960,3131371,3141550,3148618,3155070,3874,15591,9854,16807,16353,11610,10411,10179,7068,6452,9958,37854,38472,38806,39463,39702,39432,38850,38068,37672,6888,28188,28055,29150,28884,29750,29158,30581,28919,28809,3070,9666,10417,9656,10579,9952,10274,8269,9149,8863,1448,6118,4030,6904,6805,5409,5722,5903,2835,2663,-545,-179,-4577,194,-948,-3642,-5556,-3962,-4899,-5011,903,5939,-547,7098,5857,1767,166,1941,-2064,-2348,-99,-14,-16,53,-83,-109,-29,-31,-17,-63,12.376491336,12.526442705,12.580588009,12.725182903,12.74479119,12.613535656,12.386573974,12.103969242,11.952368201,9.216160453,9.1346784694,9.4501917352,9.3138935954,9.5500865928,9.3270813717,9.7501626435,9.1949849352,9.1403635459,3.1603308833,3.3917642351,3.1303962743,3.4112893071,3.1947045974,3.286454284,2.6364113305,2.9089843069,2.8120046551,2.0003004701,1.312163758,2.2382203684,2.19433063,1.7363501977,1.8303573499,1.8820578164,0.9014067669,0.8449022223,-0.058524646,-1.490266382,0.0628932143,-0.305690733,-1.169123206,-1.777257154,-1.263207364,-1.557669048,-1.58986295,1.9417758241,-0.178102624,2.3011135827,1.8886398971,0.5672269919,0.0531001958,0.6188504526,-0.656262281,-0.744960728,3190546,3191141,3198613,3202820,3218414,3241488,595,7472,4207,15594,23074,9104,35887,36825,36475,36301,8028,35432,35586,32979,32472,1076,455,1239,3496,3829,199,3701,10340,16114,19439,-1231,1944,-6290,-3674,-231,-1032,5645,4050,12440,19208,551,1372,-1082,-342,37,11.232670303,11.505236406,11.360744679,11.238870187,11.090254805,11.11813558,10.271857403,10.053403287,0.1424154983,0.3871008257,1.0888872762,1.1854669003,1.1584170533,3.2305266649,5.0189729887,6.018357554,0.6084741291,-1.965184983,-1.144328333,-0.071518113,1.7668911824,1.2653416821,3.8746446555,5.9468394412
40,"2","4",20,"Kansas",2853118,2853123,2858190,2869225,2885257,2893212,2900475,2909011,2910844,2908718,2911359,2913314,5067,11035,16032,7955,7263,8536,1833,-2126,2641,1955,9987,40113,39582,39727,39292,39001,38613,37409,35912,35457,5996,25169,24978,25592,25475,26530,26238,27016,25734,25230,3991,14944,14604,14135,13817,12471,12375,10393,10178,10227,919,4749,5977,5716,6534,9088,7640,2278,4053,4104,219,-8652,-4625,-11900,-13065,-12926,-18161,-14764,-11564,-12357,1138,-3903,1352,-6184,-6531,-3838,-10521,-12486,-7511,-8253,-62,-6,76,4,-23,-97,-21,-33,-26,-19,14.007366325,13.756928947,13.750008869,13.563728935,13.426661154,13.26940276,12.856293996,12.3407302,12.174760712,8.7889562743,8.6812331675,8.8577095421,8.7940546322,9.1333381301,9.0167194887,9.2845475312,8.8431819716,8.6631472702,5.2184100506,5.0756957794,4.892299327,4.7696743024,4.2933230238,4.2526832713,3.5717464648,3.4975482283,3.5116134416,1.6583397571,2.0773372825,1.978378702,2.255558507,3.1286760997,2.6254949651,0.7828767869,1.3927650785,1.4091778199,-3.021258281,-1.607442686,-4.118738026,-4.510081404,-4.449963387,-6.241048961,-5.073921371,-3.973830587,-4.242984971,-1.362918524,0.4698945969,-2.140359324,-2.254522897,-1.321287288,-3.615553996,-4.291044584,-2.581065508,-2.833807151,2937745,2938172,2938338,2937324,2951500,2970606,427,166,-1014,14176,19106,8510,34168,34399,34698,33963,6966,32753,33207,30190,28731,1544,1415,1192,4508,5232,134,2072,6062,15340,18530,-1882,-4854,-7128,-5358,-4701,-1748,-2782,-1066,9982,13829,631,1533,-1140,-314,45,11.628670759,11.708978495,11.784356265,11.469906145,11.147092407,11.30323698,10.253320527,9.7029671539,0.4815783518,0.4057415147,1.5310357382,1.766938991,0.7051804557,2.0634270658,5.2098687276,6.2579089263,-1.652000933,-2.426279796,-1.819718164,-1.587610894,-0.946820477,-0.36285273,3.3901505632,4.6702980325
40,"3","6",21,"Kentucky",4339367,4339333,4348181,4369821,4386346,4404659,4414349,4425976,4438182,4452268,4461153,4467673,8848,21640,16525,18313,9690,11627,12206,14086,8885,6520,13687,55309,55306,56046,55758,55943,55681,54910,54428,53471,10554,42508,42857,44417,43645,46309,46715,48541,46582,46074,3133,12801,12449,11629,12113,9634,8966,6369,7846,7397,1510,5010,7784,8844,4993,7417,7095,5916,895,765,4041,3852,-3564,-2091,-7102,-5275,-3752,1936,226,-1541,5551,8862,4220,6753,-2109,2142,3343,7852,1121,-776,164,-23,-144,-69,-314,-149,-103,-135,-82,-101,12.688457745,12.632468065,12.750760579,12.644959615,12.656322024,12.56317859,12.352580578,12.212594917,11.977162507,9.7517756936,9.7889864366,10.105101749,9.8979386344,10.476764146,10.540200209,10.919807209,10.452103631,10.320281748,2.9366820517,2.8434816284,2.6456588297,2.7470209801,2.1795578782,2.022978381,1.4327733692,1.7604912861,1.656880759,1.1493459166,1.777946903,2.012056642,1.1323269012,1.6779926077,1.6008288661,1.3308662666,0.2008207623,0.1713551143,0.8836887167,-0.814054826,-0.475713528,-1.610611987,-1.193395039,-0.846555307,0.4355235112,0.0507100472,-0.345174158,2.0330346334,0.9638920774,1.5363431144,-0.478285086,0.4845975685,0.7542735588,1.7663897778,0.2515308096,-0.173819044,4506302,4508318,4507583,4519233,4550595,4588372,2016,-735,11650,31362,37777,12579,51363,52300,52506,52248,12784,58350,61278,54405,53140,-205,-6987,-8978,-1899,-892,119,1755,11149,26161,31430,1047,2704,10439,7297,7294,1166,4459,21588,33458,38724,1055,1793,-960,-197,-55,11.393869564,11.587696038,11.578168847,11.434115037,12.943797852,13.576880264,11.996919897,11.629323095,-1.549928288,-1.989184226,-0.41875105,-0.195208058,0.3893121719,2.4701954709,5.7687973796,6.8782390833,0.5998291241,2.3128864042,1.6090713076,1.5962416759,0.989141296,4.7830818752,7.3778686873,8.4744807591
