"Plot","Entry","Name","Rep","Expt","PlantingDate","DTE","DTF","DTS","DTM","Tb","Pc"
1829,98,"ILL 6182 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,99,117,152,-24.9962452755276,7.11292058916829
1830,61,"ILL 1553 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,115,130,152,-6.82729862129018,7.42572854609867
1831,16,"CDC Redwing AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,120,139,159,-19.944287778014,6.95010229884665
1832,76,"ILL 4400 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,115,130,159,-18.3292601995989,7.31416430893882
1833,218,"PI 339292 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,127,146,168,-7.56198180128266,7.68778681222859
1834,206,"PI 320941 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,128,145,164,-15.2627564063259,7.80861510183625
1835,45,"Gudo AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,101,117,152,-26.2136393226724,7.21337401260081
1836,33,"CN 105791 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,86,106,140,-1.9009382739764,4.81018765081823
1837,74,"ILL 3597 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,99,118,140,-19.0481224956485,7.24883673274796
1838,190,"PI 299237 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,117,134,159,-10.0908450957415,7.06825055254449
1839,298,"PI 472380 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,92,106,138,-7.49850131683284,6.31527907712206
1840,304,"PI 472588 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,115,127,146,-11.2669063412934,7.14527204103982
1841,194,"PI 299351 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,117,138,NA,-11.5683181178759,7.367607212613
1842,108,"ILL 7747 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,111,123,145,-34.3364790856175,7.30597843627717
1843,316,"PI 612875 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,101,123,146,-33.6813811179109,7.53203207096249
1844,60,"ILL 1220 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,123,139,162,-8.26681432197178,7.59408577466654
1845,269,"PI 432000 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,130,144,166,-13.2626830181488,7.98767512351327
1846,63,"ILL 1983 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,97,111,146,-16.1559737993144,6.88381241042522
1847,105,"ILL 7663 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,84,98,128,1.69530389889124,0.452311362265439
1848,225,"PI 370481 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,120,136,159,-24.2680820328687,7.12720769614448
1849,53,"ILL 10748 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,84,104,138,-4.55550605605025,4.09456197925063
1850,5,"CDC Cherie AGL",3,"Marchouch, Morocco 2017","2017-12-21",20,117,134,166,-11.476474928755,6.68563647142462
1851,195,"PI 299366 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,120,134,166,-40.0875724257861,6.98385423751707
1852,273,"PI 432028 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,123,140,166,-11.8310122284957,7.51229361346124
1853,265,"PI 431884 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,140,160,-9.75379932057553,7.81602388771429
1854,257,"PI 431731 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,140,159,-12.4327160075865,7.38982563606301
1855,103,"ILL 7089 AGL",3,"Marchouch, Morocco 2017","2017-12-21",17,120,140,159,-6.86644857282259,7.59151620542014
1856,85,"ILL 4875 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,134,146,166,-9.71251157805837,7.14916296151711
1857,181,"PI 298923 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,142,166,-9.8312402286714,7.69415225432498
1858,171,"PI 297787 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,140,163,-10.9363731241135,7.62670143784188
1859,188,"PI 299165 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,118,134,161,-26.1066763403094,7.41537049902215
1860,101,"ILL 6821 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,106,120,146,-43.2749465537507,7.50717839409185
1861,235,"PI 420925 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,101,120,146,-48.5656926230703,7.01920195098295
1862,128,"Laird AGL",3,"Marchouch, Morocco 2017","2017-12-21",16,120,134,159,-5.90715100490383,5.73912167319744
1863,21,"CDC Royale AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,137,160,-9.27276359628007,6.47778714156332
1864,164,"PI 290716 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,117,137,152,-13.2184894097556,7.30787219932453
1865,38,"CN 105895 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,92,111,140,-10.0706511934338,5.99320708046896
1866,250,"PI 431679 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,130,145,166,-6.70323587379664,7.53118957452857
1867,147,"PI 518731 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,127,142,166,-8.77640393863262,7.24383037232518
1868,116,"ILL 8174 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,134,159,-4.96400171433757,6.926636491788
1869,142,"PI 193546 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,111,125,152,-31.7780200398863,7.50706905777001
1870,284,"PI 432212 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,126,142,166,-10.0725166833357,7.67744488794055
1871,88,"ILL 5151 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,104,118,152,-30.0686958751906,7.28200227270598
1872,87,"ILL 5058 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,130,146,158,-18.9003430370704,7.14522677610996
1873,252,"PI 431705 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,145,159,-10.628218655278,7.49857075218461
1874,67,"ILL 2507 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,92,110,137,-12.1083355604469,6.3148540982489
1875,199,"PI 308614 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,114,127,146,-27.8533618499558,7.20604411662988
1876,79,"ILL 4665 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,117,134,160,-13.7283477770575,7.07731092544434
1877,24,"CDC Sedley AGL",3,"Marchouch, Morocco 2017","2017-12-21",18,120,137,159,-9.4369316770798,6.35598633833425
1878,44,"Eston AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,137,145,168,-11.1399434599785,7.51307639743802
1879,17,"CDC Robin AGL",3,"Marchouch, Morocco 2017","2017-12-21",18,123,145,167,-10.5679303348304,7.12251607876155
1880,302,"PI 472561 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,90,106,137,-15.2510593524427,6.55746106682939
1881,215,"PI 339283 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,120,136,159,-30.6846214724985,7.43652103872357
1882,198,"PI 302398 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,103,117,146,-13.9377650453395,7.05235552921264
1883,77,"ILL 4605 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,86,106,140,-4.19502111252264,4.29229177601115
1884,104,"ILL 7558 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,92,106,146,-5.87912749883092,4.71470168755481
1885,210,"PI 320953 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,144,152,173,-12.4053586468572,7.00137943840413
1886,72,"ILL 3347 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,95,106,140,-12.5225738034896,6.5351839321064
1887,51,"IG 858 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,123,134,162,-9.48288726791991,7.5642929583173
1888,71,"ILL 313 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,117,135,159,-19.9801425934573,7.63363128130136
1889,293,"PI 468902 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,117,136,162,-11.7083523660988,7.43586585669366
1890,133,"PI 177430 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,123,134,159,-20.1670930203622,7.36994213291617
1891,176,"PI 298631 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,127,142,167,-11.4910473026751,6.95713056582795
1892,1,"CDC Asterix AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,140,166,-14.0934729878116,7.23141688545334
1893,35,"CN 105863 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,122,134,NA,-24.3889165010441,7.39203146967782
1894,208,"PI 320946 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,109,127,152,-29.6875366009009,7.55672815657577
1895,301,"PI 472559 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,95,110,145,-18.2731396458314,6.89486690557464
1896,294,"PI 472136 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,90,106,140,-6.19345538916526,6.00267977990252
1897,172,"PI 298023 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,120,136,159,-7.37201931072523,7.565199577244
1898,52,"ILL 10657 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,92,106,146,-10.3611550973976,6.3440696413344
1899,110,"ILL 7978 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,90,106,138,-13.1634237269235,6.23713224816521
1900,272,"PI 432005 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,104,123,152,-16.9330095452065,7.37840293265021
1901,65,"ILL 2194 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,114,127,152,-30.4543624319692,7.65889267364866
1902,289,"PI 451763 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",11,117,134,162,-2.76842819688684,6.78885428875846
1903,80,"ILL 4671 AGL",3,"Marchouch, Morocco 2017","2017-12-21",16,117,128,159,-21.1498075742219,7.14439429979195
1904,184,"PI 299121 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,106,124,150,-12.7525676102815,6.80444227972141
1905,37,"CN 105865 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,120,140,159,-20.5522191223924,7.34527951859629
1906,167,"PI 297754 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,131,140,166,-9.46986473973054,7.52313694312077
1907,84,"ILL 4804 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,108,122,152,-21.3276598318261,7.48458443346249
1908,306,"PI 472615 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,101,117,150,-15.555221089922,7.04703160104835
1909,49,"IG 4258 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,95,108,137,-14.4109857407451,6.73729644409637
1910,34,"CN 105862 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,140,166,-16.2491821933151,7.30242176003578
1911,40,"CN 108369 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,120,146,166,-10.001685444709,6.47573072977434
1912,241,"PI 426807 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,106,120,148,-22.2018113680622,7.53215861991657
1913,114,"ILL 8010 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,90,106,140,-6.05013072116602,6.11732272853609
1914,315,"PI 533693 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,140,159,-10.6281425444261,6.98561245606962
1915,178,"PI 298645 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,120,140,159,-14.2669262074577,7.0569702448626
1916,99,"ILL 6211 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,84,111,145,-5.35625698978038,4.3681309679615
1917,274,"PI 432033 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,140,159,-8.32098644485715,7.41720672330879
1918,173,"PI 298121 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,115,138,159,-5.42409598365409,6.7643377573235
1919,291,"PI 468900 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,140,166,-17.7317372885444,7.40623424652203
1920,279,"PI 432147 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,127,144,159,-7.61633171619248,7.58474513447285
1921,39,"CN 106265 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,122,140,166,-12.5324542820426,6.92845941931307
1922,263,"PI 431863 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,120,140,164,-11.8945965490455,7.28890484325434
1923,276,"PI 432106 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,120,138,159,-11.0436486569338,7.51205935227561
1924,78,"ILL 4609 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,115,137,147,-26.5255388979449,7.62198633900455
1925,22,"CDC Ruby AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,117,127,160,-3.48984264506169,5.68665290502403
1926,107,"ILL 7716 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,84,104,140,-3.26804723820103,4.02210989214359
1927,179,"PI 298921 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,112,127,150,-31.6143385820146,7.12951132525869
1928,260,"PI 431756 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,143,162,-11.793810165378,7.72990079446184
1929,162,"PI 289073 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,127,140,166,-13.1026787240872,7.12194357559268
1930,307,"PI 472629 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,138,159,-6.22051887197546,7.49258515501907
1931,285,"PI 432236 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,138,159,-10.7465049242911,7.59567711356346
1932,30,"CN 105767 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,106,120,152,-5.03767189069993,7.17106402822815
1933,219,"PI 339296 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,123,148,162,-4.22561496089793,7.65052500133743
1934,109,"ILL 7946 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,104,117,152,-22.7642286920807,7.37099462769465
1935,149,"PI 211052 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,127,140,162,-13.7856760370849,7.71287255064772
1936,296,"PI 472213 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,120,138,153,-8.57884717023178,7.72406521873093
1937,32,"CN 105789 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,90,111,138,-13.8141910789161,6.55127975015435
1938,62,"ILL 1762 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,123,144,159,-19.3683813803347,7.629765644081
1939,42,"Crimson AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,111,NA,159,-7.34140539171156,5.74420209547907
1940,256,"PI 431728 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,123,140,159,-8.07388940309737,7.44115079989681
1941,12,"CDC Maxim AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,117,134,159,-12.9466499167488,6.82511185569899
1942,229,"PI 374120 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,145,166,-23.8415499621329,6.73201526679808
1943,262,"PI 431824 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,137,159,-11.1630130744896,7.78186786836069
1944,134,"PI 178939 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,136,152,166,-9.71118545701803,7.29306468400891
1945,275,"PI 432085 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,111,134,158,-18.3482755315354,7.66967860020296
1946,299,"PI 472416 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,95,106,137,-17.0215974957098,6.78992999557955
1947,10,"CDC KR-1 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,117,134,165,-3.57569177759067,5.44380349156628
1948,92,"ILL 5722 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,105,117,159,-2.37866633803145,6.86083682926407
1949,201,"PI 312175 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,130,148,161,-16.2871318964068,7.10936209862073
1950,81,"ILL 4768 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,95,114,139,-14.3791423302235,6.87627192921698
1951,300,"PI 472488 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,90,106,137,-13.1610423907703,6.415994541578
1952,200,"PI 311107 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,118,134,159,-27.1988211584785,7.25978003229551
1953,183,"PI 299120 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,117,130,159,-7.60568906830461,6.65453090212598
1954,191,"PI 299289 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,119,140,156,-9.324508148552,6.9340846005172
1955,100,"ILL 624 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,127,140,166,-11.4617794260696,7.25943280736811
1956,8,"CDC Imax AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,134,166,-20.5625080907947,7.36306446733276
1957,313,"PI 518734 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,120,132,152,-13.0189740976039,6.20370578655748
1958,66,"PI 431893 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,120,140,166,-2.35267487191676,6.62471822416362
1959,127,"IPL 220 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,84,106,140,-6.92703581671653,6.09462461361672
1960,303,"PI 472569 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,92,108,137,-12.7205854345802,6.24427110495571
1961,317,"PI 643451 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,98,110,140,-18.6256684901752,6.56378725505501
1962,213,"PI 329167 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,114,127,159,-10.7499347569665,7.34147602454625
1963,177,"PI 298644 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,117,138,163,-12.8553908519417,6.61772245142401
1964,29,"CN 105732 AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,120,136,159,-4.32929310081368,6.68364565088133
1965,47,"IG 1706 AGL",3,"Marchouch, Morocco 2017","2017-12-21",14,125,140,159,-10.490228376095,7.91549996714504
1966,14,"CDC Red Rider AGL",3,"Marchouch, Morocco 2017","2017-12-21",15,127,144,166,-10.9923199103359,6.59986178048554
1967,41,"CN 108370 AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,134,146,166,-5.99649718788617,6.5462394831043
1968,131,"PI 169534 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,127,140,159,-5.6736811959578,7.14148858728092
1969,121,"ILL 9932 AGL",3,"Marchouch, Morocco 2017","2017-12-21",12,98,114,146,-12.2303872904117,6.87841774602351
1970,237,"PI 426202 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,123,145,159,-16.1771164290843,7.61835269728717
1971,153,"PI 238758 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,115,140,162,-2.96650957035658,6.6651194749967
1972,158,"PI 273664 LSP AGL",3,"Marchouch, Morocco 2017","2017-12-21",13,130,146,159,-17.2381886188536,7.74085926084374
5101,163,"PI 289079 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",10,58,75,NA,-44.211618637006,6.51476208873769
5105,214,"PI 339266 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",10,43,73,NA,-27.3996823271477,6.82728672931202
5107,268,"PI 431980 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",11,47,68,NA,-31.6311852830842,6.87333646549215
5111,289,"PI 451763 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",13,47,69,NA,-16.9931569174975,5.52767030751275
5114,242,"PI 431618 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",14,51,69,NA,-29.5597583474231,6.28808554167082
5115,46,"IG 1046 AGL",1,"Sutherland, Canada 2017","2017-05-04",13,48,69,NA,-30.2963699084958,6.88870300879562
5117,7,"CDC Gold AGL",1,"Sutherland, Canada 2017","2017-05-04",14,56,75,NA,-30.3609392420264,6.10998858186656
5122,60,"ILL 1220 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,48,71,NA,-31.8995262956172,6.83496849603994
5125,17,"CDC Robin AGL",1,"Sutherland, Canada 2017","2017-05-04",14,53,75,NA,-34.0728663646378,6.3592721381165
5126,18,"CDC Rosebud AGL",1,"Sutherland, Canada 2017","2017-05-04",15,56,74,NA,-16.1425023947211,4.53844082239934
5128,40,"CN 108369 AGL",1,"Sutherland, Canada 2017","2017-05-04",14,NA,76,NA,-29.9623499019221,5.57696305405616
5138,204,"PI 320937 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",13,61,77,NA,-19.1105893893302,4.47642406377938
5140,311,"PI 508090 AGL",1,"Sutherland, Canada 2017","2017-05-04",11,48,70,NA,-23.1777571350874,6.28061575716236
5142,6,"CDC Glamis AGL",1,"Sutherland, Canada 2017","2017-05-04",10,60,79,NA,-32.1996976327963,5.5395683737231
5147,224,"PI 368651 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,54,73,NA,-36.9326046654013,6.59227996253955
5149,177,"PI 298644 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,59,72,NA,-36.0852864878446,5.84544175411976
5151,36,"CN 105864 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,55,70,NA,-70.8448851149675,6.59994591847267
5159,3,"3156-11 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,61,79,NA,-32.7725325027685,5.22095539017282
5177,116,"ILL 8174 AGL",1,"Sutherland, Canada 2017","2017-05-04",14,52,71,NA,-21.8256414566159,5.86268302853034
5179,189,"PI 299177 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",11,49,75,NA,-59.6565259786052,7.17797037841606
5180,193,"PI 299345 AGL",1,"Sutherland, Canada 2017","2017-05-04",13,53,76,NA,-64.2829792262947,6.60099175435518
5182,232,"PI 383682 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",14,49,70,NA,-43.9134002257063,7.09654584395139
5188,132,"PI 175754 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,48,70,NA,-41.8303656220753,7.03260765021327
5189,13,"CDC QG-1 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,60,81,NA,-29.2545435039674,5.88551752105043
5191,37,"CN 105865 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,70,NA,-56.3717667018544,6.8444356718056
5192,207,"PI 320945 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,69,NA,-71.7400319650141,7.13141721173041
5193,23,"CDC SB-1 AGL",1,"Sutherland, Canada 2017","2017-05-04",14,48,73,NA,-27.8708814627617,6.57845489830734
5194,102,"ILL 6853 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,51,70,NA,-81.4668899528001,6.67444359556949
5195,90,"ILL 5480 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,55,74,NA,-30.4493721031122,6.16762238685928
5196,86,"ILL 4956 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,55,76,NA,-30.9983647021774,6.42511193372036
5198,262,"PI 431824 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,45,68,NA,-39.5724015531288,7.15038648277969
5199,281,"PI 432188 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,48,69,NA,-30.8235444831163,6.60005797681825
5200,148,"PI 209858 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,60,71,NA,-53.0331459618622,5.93123454644006
5201,24,"CDC Sedley AGL",1,"Sutherland, Canada 2017","2017-05-04",13,56,75,NA,-28.4279165655089,5.411327590755
5203,238,"PI 426778 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,52,69,NA,-38.2948220940194,6.81255536720082
5204,234,"PI 420924 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",12,48,73,NA,-82.1132536486689,6.95715989337242
5214,181,"PI 298923 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",12,47,70,NA,-35.9761918140219,7.00797771919782
5216,165,"PI 297285 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,54,74,NA,-38.1845658493477,6.14439560560677
5217,174,"PI 298122 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,55,74,NA,-35.5969515356143,6.32412752341146
5218,22,"CDC Ruby AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,74,NA,-15.588428024226,4.20383491946884
5220,200,"PI 311107 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",16,55,73,NA,-69.5066680851368,6.83574521834955
5221,162,"PI 289073 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,74,NA,-39.2677873992931,6.4362976559562
5222,83,"ILL 4783 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,56,77,NA,-38.1116795548293,6.51437963981687
5224,100,"ILL 624 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,51,69,NA,-36.6952400692219,6.54847206148769
5228,166,"PI 297287 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,52,74,NA,-53.709444947728,6.84727282112551
5229,223,"PI 368647 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,76,NA,-42.8485839870594,6.75013024433589
5230,209,"PI 320952 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,62,80,NA,-29.1760227962758,5.12468766083462
5233,140,"PI 181886 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",16,53,71,NA,-80.3127258391921,6.92126750246962
5235,293,"PI 468902 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,48,73,NA,-38.3163375041285,6.76163216680937
5236,290,"PI 458503 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,51,69,NA,-47.3823622952707,6.90724538021988
5237,276,"PI 432106 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,50,74,NA,-37.393284497642,6.83121502833684
5238,287,"PI 432271 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,56,76,NA,-24.7041339643211,5.95036655895176
5240,128,"Laird AGL",1,"Sutherland, Canada 2017","2017-05-04",14,60,79,NA,-20.0461225300612,4.47028822459197
5244,191,"PI 299289 AGL",1,"Sutherland, Canada 2017","2017-05-04",14,NA,71,NA,-30.6067109450266,6.09112674640955
5245,222,"PI 358602 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",14,NA,76,NA,-33.6507964272455,6.47728393453655
5246,150,"PI 212100 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",13,NA,NA,NA,-43.783696582702,6.84231742605669
5247,226,"PI 374116 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",14,58,76,NA,-33.6906692544703,6.25181581912941
5249,96,"ILL 6002 AGL",1,"Sutherland, Canada 2017","2017-05-04",14,48,74,NA,-14.2592849495237,2.44390413303332
5250,87,"ILL 5058 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,56,76,NA,-51.3294893346985,6.59202072389538
5259,218,"PI 339292 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,47,69,NA,-30.9250813707396,6.91990924758159
5269,210,"PI 320953 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,61,74,NA,-37.1562013220714,6.27655563198216
5274,196,"PI 299375 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,75,NA,-57.5972694410372,7.00580045443549
5276,50,"IG 4781 AGL",1,"Sutherland, Canada 2017","2017-05-04",15,53,66,NA,-37.3698922005248,6.43407446339631
5277,153,"PI 238758 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",14,52,75,NA,-17.0156559085888,5.38817356183616
5279,173,"PI 298121 LSP AGL",1,"Sutherland, Canada 2017","2017-05-04",15,NA,74,NA,-22.1547742847377,5.69205606753463
