"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","80.9","","","","1"
"2013-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","100.1","","","","1"
"2013-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","64.5","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","66.4","","","","1"
"2014-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","58.0","","","","1"
"2014-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","74.4","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","125.4","","","","1"
"2014-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","88.6","","","","1"
"2014-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","105.3","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","91.8","","","","1"
"2014-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","123.8","","","","1"
"2014-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","82.4","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","75.8","","","","1"
"2014-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","89.4","","","","1"
"2014-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","139.2","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","83.3","","","","1"
"2015-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","74.8","","","","1"
"2015-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","67.4","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","87.0","","","","1"
"2015-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","122.4","","","","1"
"2015-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","71.2","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","94.3","","","","1"
"2015-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","60.0","","","","1"
"2015-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","80.5","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","74.4","","","","1"
"2015-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","78.5","","","","1"
"2015-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","76.7","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","82.1","","","","1"
"2016-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","89.9","","","","1"
"2016-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","72.7","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","67.8","","","","1"
"2016-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","67.7","","","","1"
"2016-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","107.7","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","64.5","","","","1"
"2016-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","79.2","","","","1"
"2016-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","89.9","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","73.7","","","","1"
"2016-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","109.1","","","","1"
"2016-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","126.5","","","","1"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","81.7","","","","1"
"2017-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","115.3","","","","1"
"2017-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","81.3","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","108.5","","","","1"
"2017-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","137.0","","","","1"
"2017-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","125.2","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","98.6","","","","1"
"2017-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","136.6","","","","1"
"2017-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","111.4","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","105.6","","","","1"
"2017-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","152.5","","","","1"
"2017-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","108.6","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","153.4","","","","1"
"2018-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","105.5","","","","1"
"2018-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","94.8","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","193.3","","","","1"
"2018-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","125.9","","","","1"
"2018-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","125.4","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","145.6","","","","1"
"2018-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","234.8","","","","1"
"2018-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","136.7","","","","1"
"2018-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","165.4","","","","1"
"2018-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","189.9","","","","1"
"2018-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","139.9","","","","1"
"2019-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","119.3","","","","1"
"2019-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","88.2","","","","1"
"2019-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","130.1","","","","1"
"2019-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","114.3","","","","1"
"2019-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","140.6","","","","1"
"2019-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","126.7","","","","1"
"2019-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","85.3","","","","1"
"2019-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","97.6","","","","1"
"2019-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","115.9","","","","1"
"2019-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","106.0","","","","1"
"2019-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","84.9","","","","1"
"2019-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","116.6","","","","1"
"2020-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","103.3","","","","1"
"2020-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","63.8","","","","1"
"2020-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","107.3","","","","1"
"2020-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","104.4","","","","1"
"2020-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","112.0","","","","1"
"2020-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","146.1","","","","1"
"2020-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","101.3","","","","1"
"2020-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","95.8","","","","1"
"2020-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","132.2","","","","1"
"2020-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","142.0","","","","1"
"2020-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","113.8","","","","1"
"2020-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","109.6","","","","1"
"2021-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","137.9","","","","1"
"2021-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","103.8","","","","1"
"2021-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","127.9","","","","1"
"2021-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","106.7","","","","1"
"2021-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","173.5","","","","1"
"2021-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","179.9","","","","1"
"2021-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","164.4","","","","1"
"2021-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","264.3","","","","1"
"2021-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","184.7","","","","1"
"2021-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","221.9","","","","1"
"2021-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","306.5","","","","1"
"2021-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","220.7","","","","1"
"2022-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","134.9","","","","1"
"2022-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","150.1","","","","1"
"2022-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","159.6","","","","1"
"2022-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","181.3","","","","1"
"2022-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","412.7","","","","1"
"2022-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","198.7","","","","1"
"2022-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","201.5","","","","1"
"2022-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","272.7","","","","1"
"2022-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","157.7","","","","1"
"2022-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","237.2","","","","1"
"2022-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","207.7","","","","1"
"2022-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","207.5","","","","1"
"2023-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","157.3","","","","1"
"2023-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","143.5","","","","1"
"2023-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","134.8","","","","1"
"2023-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","146.2","","","","1"
"2023-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","185.8","","","","1"
"2023-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","179.4","","","","1"
"2023-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","181.7","","","","1"
"2023-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","171.9","","","","1"
"2023-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","141.4","","","","1"
"2023-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","212.3","","","","1"
"2023-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","205.9","","","","1"
"2023-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","163.5","","","","1"
"2024-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","184.6","","","","1"
"2024-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","210.0","","","","1"
"2024-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","186.3","","","","1"
"2024-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","237.7","","","","1"
"2024-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","175.8","","","","1"
"2024-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","186.8","","","","1"
"2024-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","211.0","","","","1"
"2024-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","229.9","","","","1"
"2024-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","185.7","","","","1"
"2024-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","182.6","","","","1"
"2024-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","153.5","","","","1"
"2024-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","243.1","","","","1"
"2025-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","272.0","","","","1"
"2025-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","168.3","","","","1"
"2025-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","145.3","","","","1"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","237.7","","","","1"
"2025-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","162.4","","","","1"
"2025-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Türkiye","Dollars","81","millions","6","v87008831","1.1.2.1.22","232.2","","","","1"
"1997-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","221.9","","","","1"
"1997-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","199.0","","","","1"
"1997-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","166.5","","","","1"
"1997-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","208.4","","","","1"
"1997-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","188.4","","","","1"
"1997-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","184.9","","","","1"
"1997-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","210.5","","","","1"
"1997-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","210.4","","","","1"
"1997-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","234.0","","","","1"
"1997-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","238.1","","","","1"
"1997-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","201.9","","","","1"
"1997-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","198.0","","","","1"
"1998-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","227.1","","","","1"
"1998-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","206.7","","","","1"
"1998-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","234.1","","","","1"
"1998-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","220.6","","","","1"
"1998-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","204.5","","","","1"
"1998-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","225.1","","","","1"
"1998-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","226.2","","","","1"
"1998-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","212.1","","","","1"
"1998-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","243.7","","","","1"
"1998-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","228.8","","","","1"
"1998-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","234.5","","","","1"
"1998-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","212.9","","","","1"
"1999-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","239.3","","","","1"
"1999-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","238.4","","","","1"
"1999-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","230.2","","","","1"
"1999-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","250.8","","","","1"
"1999-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","222.6","","","","1"
"1999-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","272.0","","","","1"
"1999-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","242.9","","","","1"
"1999-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","259.7","","","","1"
"1999-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","253.8","","","","1"
"1999-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","247.3","","","","1"
"1999-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","294.2","","","","1"
"1999-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","289.6","","","","1"
"2000-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","250.8","","","","1"
"2000-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","270.4","","","","1"
"2000-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","248.6","","","","1"
