"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","266.5","","","","1"
"2000-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","280.7","","","","1"
"2000-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","262.0","","","","1"
"2000-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","268.9","","","","1"
"2000-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","274.5","","","","1"
"2000-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","284.9","","","","1"
"2000-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","305.4","","","","1"
"2000-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","266.0","","","","1"
"2000-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","227.9","","","","1"
"2001-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","275.3","","","","1"
"2001-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","211.4","","","","1"
"2001-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","274.7","","","","1"
"2001-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","256.9","","","","1"
"2001-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","246.4","","","","1"
"2001-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","213.9","","","","1"
"2001-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","231.0","","","","1"
"2001-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","230.4","","","","1"
"2001-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","229.4","","","","1"
"2001-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","251.3","","","","1"
"2001-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","222.5","","","","1"
"2001-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","186.0","","","","1"
"2002-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","239.4","","","","1"
"2002-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","215.0","","","","1"
"2002-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","212.0","","","","1"
"2002-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","251.1","","","","1"
"2002-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","212.8","","","","1"
"2002-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","207.9","","","","1"
"2002-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","257.2","","","","1"
"2002-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","245.0","","","","1"
"2002-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","223.1","","","","1"
"2002-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","254.2","","","","1"
"2002-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","219.5","","","","1"
"2002-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","204.5","","","","1"
"2003-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","243.4","","","","1"
"2003-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","181.3","","","","1"
"2003-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","199.6","","","","1"
"2003-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","215.5","","","","1"
"2003-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","189.7","","","","1"
"2003-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","176.1","","","","1"
"2003-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","194.2","","","","1"
"2003-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","173.7","","","","1"
"2003-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","211.8","","","","1"
"2003-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","207.7","","","","1"
"2003-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","185.1","","","","1"
"2003-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","200.8","","","","1"
"2004-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","189.0","","","","1"
"2004-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","161.3","","","","1"
"2004-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","203.6","","","","1"
"2004-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","197.8","","","","1"
"2004-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","216.9","","","","1"
"2004-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","236.4","","","","1"
"2004-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","215.2","","","","1"
"2004-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","230.0","","","","1"
"2004-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","213.8","","","","1"
"2004-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","205.1","","","","1"
"2004-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","220.6","","","","1"
"2004-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","190.8","","","","1"
"2005-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","192.4","","","","1"
"2005-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","179.4","","","","1"
"2005-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","209.5","","","","1"
"2005-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","206.9","","","","1"
"2005-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","223.5","","","","1"
"2005-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","206.9","","","","1"
"2005-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","165.4","","","","1"
"2005-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","238.2","","","","1"
"2005-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","225.5","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","198.6","","","","1"
"2005-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","226.1","","","","1"
"2005-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","171.9","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","213.3","","","","1"
"2006-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","162.0","","","","1"
"2006-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","192.3","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","207.1","","","","1"
"2006-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","207.3","","","","1"
"2006-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","187.9","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","213.1","","","","1"
"2006-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","210.3","","","","1"
"2006-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","198.7","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","254.9","","","","1"
"2006-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","215.8","","","","1"
"2006-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","177.1","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","213.9","","","","1"
"2007-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","167.4","","","","1"
"2007-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","182.6","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","211.8","","","","1"
"2007-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","221.0","","","","1"
"2007-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","178.2","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","189.9","","","","1"
"2007-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","194.2","","","","1"
"2007-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","174.8","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","204.9","","","","1"
"2007-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","Taiwan","Dollars","81","millions","6","v87008832","1.1.2.1.23","183.6","","","","1"
