"REF_DATE","GEO","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","6847.1","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","6800.1","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","6628.1","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","5828.2","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","6295.8","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62462699","8.1.11","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","3907.9","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","3563.4","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","4058.9","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","6026.6","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","4916.3","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","5518.9","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","6551.8","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","8117.4","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","10583.2","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","10638.2","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","12169.0","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","19115.7","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","12669.6","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","15286.9","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","19974.7","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","19118.5","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","19095.5","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","19690.4","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","14133.4","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","10384.3","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","12873.8","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","15057.6","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","14818.9","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v62462710","8.1.22","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","787.0","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","833.1","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","839.2","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","854.3","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","689.0","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","855.0","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","950.1","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","971.5","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","871.8","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1037.9","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1173.6","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1100.9","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1254.8","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1353.5","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1446.4","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1520.0","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1722.9","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1718.0","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1828.5","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","1998.3","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","2207.3","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","2312.9","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","2363.3","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Utilities [22]","Dollars","81","millions","6","v62462730","8.1.42","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1763.4","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1616.8","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1670.4","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1697.9","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1773.4","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1796.7","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1839.3","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","1908.4","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","2224.4","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","2638.1","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","3080.1","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","4045.3","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","4360.9","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","4757.8","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","5418.6","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","6561.7","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","6979.9","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","7671.6","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","7088.4","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","6528.9","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","6528.9","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","6257.5","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","5649.2","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Construction [23]","Dollars","81","millions","6","v62462735","8.1.47","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","1993.0","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2126.2","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2075.0","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2422.1","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2376.8","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2308.7","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2356.8","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2784.1","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2828.9","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","2807.1","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","3155.7","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4117.5","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","3873.3","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","3503.9","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4292.9","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4844.4","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4875.0","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4720.3","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4305.0","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4076.0","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4291.7","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4857.2","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","4836.4","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Manufacturing [31-33]","Dollars","81","millions","6","v62462746","8.1.58","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1272.4","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1326.2","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1384.3","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1394.2","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1423.8","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1433.1","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1526.5","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1816.4","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1876.7","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","1985.0","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","2331.8","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","3400.7","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","2659.4","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","2916.7","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","3469.8","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","3647.5","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","3832.5","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","4199.8","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","3956.0","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","4079.7","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","4093.0","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","4252.4","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","4103.5","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Wholesale trade [41]","Dollars","81","millions","6","v62462850","8.1.162","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1340.7","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1494.0","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1563.1","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1668.7","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1716.9","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1778.9","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1849.7","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","1903.8","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2020.1","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2127.3","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2346.7","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2528.2","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2568.4","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2638.0","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","2799.7","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3011.9","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3232.1","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3274.5","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3310.7","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3380.6","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3510.8","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3562.4","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","3603.0","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v62462860","8.1.172","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1317.2","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1469.6","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1537.3","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1641.7","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1688.7","","","","1"
"2002","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1750.0","","","","1"
"2003","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1820.0","","","","1"
"2004","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1873.7","","","","1"
"2005","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","1990.4","","","","1"
"2006","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2099.3","","","","1"
"2007","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2320.7","","","","1"
"2008","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2502.5","","","","1"
"2009","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2543.7","","","","1"
"2010","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2613.5","","","","1"
"2011","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2774.1","","","","1"
"2012","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","2984.9","","","","1"
"2013","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3203.3","","","","1"
"2014","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3245.5","","","","1"
"2015","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3282.2","","","","1"
"2016","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3353.4","","","","1"
"2017","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3486.1","","","","1"
"2018","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3538.2","","","","1"
"2019","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","3566.0","","","","1"
"2020","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","","..","","","1"
"2021","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","","..","","","1"
"2022","Saskatchewan","2016A000247","Current dollars","Retail trade (except cannabis) [4AA]","Dollars","81","millions","6","v1064170649","8.1.336","","..","","","1"
"1997","Saskatchewan","2016A000247","Current dollars","Retail trade (except unlicensed cannabis) [4AZ]","Dollars","81","millions","6","v1064170650","8.1.337","1317.2","","","","1"
"1998","Saskatchewan","2016A000247","Current dollars","Retail trade (except unlicensed cannabis) [4AZ]","Dollars","81","millions","6","v1064170650","8.1.337","1469.6","","","","1"
"1999","Saskatchewan","2016A000247","Current dollars","Retail trade (except unlicensed cannabis) [4AZ]","Dollars","81","millions","6","v1064170650","8.1.337","1537.3","","","","1"
"2000","Saskatchewan","2016A000247","Current dollars","Retail trade (except unlicensed cannabis) [4AZ]","Dollars","81","millions","6","v1064170650","8.1.337","1641.7","","","","1"
"2001","Saskatchewan","2016A000247","Current dollars","Retail trade (except unlicensed cannabis) [4AZ]","Dollars","81","millions","6","v1064170650","8.1.337","1688.7","","","","1"
