"REF_DATE","GEO","DGUID","Vehicle type","Fuel type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36557","","","","0"
"2011-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41752","","","","0"
"2011-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39299","","","","0"
"2011-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40761","","","","0"
"2011-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35812","","","","0"
"2011-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35947","","","","0"
"2011-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36034","","","","0"
"2011-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","31304","","","","0"
"2011-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","31547","","","","0"
"2011-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27339","","","","0"
"2012-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24313","","","","0"
"2012-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28590","","","","0"
"2012-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42190","","","","0"
"2012-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42228","","","","0"
"2012-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","46497","","","","0"
"2012-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","44999","","","","0"
"2012-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39157","","","","0"
"2012-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40086","","","","0"
"2012-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38797","","","","0"
"2012-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36531","","","","0"
"2012-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33047","","","","0"
"2012-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27635","","","","0"
"2013-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22179","","","","0"
"2013-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26725","","","","0"
"2013-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40916","","","","0"
"2013-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42212","","","","0"
"2013-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","44827","","","","0"
"2013-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42956","","","","0"
"2013-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41219","","","","0"
"2013-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41230","","","","0"
"2013-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","37293","","","","0"
"2013-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35044","","","","0"
"2013-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33196","","","","0"
"2013-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27783","","","","0"
"2014-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24703","","","","0"
"2014-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27454","","","","0"
"2014-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39740","","","","0"
"2014-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","44642","","","","0"
"2014-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","46596","","","","0"
"2014-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40511","","","","0"
"2014-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35771","","","","0"
"2014-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38931","","","","0"
"2014-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35808","","","","0"
"2014-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35658","","","","0"
"2014-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28894","","","","0"
"2014-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24592","","","","0"
"2015-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","21725","","","","0"
"2015-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24757","","","","0"
"2015-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38365","","","","0"
"2015-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","43499","","","","0"
"2015-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","46899","","","","0"
"2015-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40238","","","","0"
"2015-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41066","","","","0"
"2015-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41712","","","","0"
"2015-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38537","","","","0"
"2015-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38464","","","","0"
"2015-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","32853","","","","0"
"2015-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26336","","","","0"
"2016-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22854","","","","0"
"2016-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26845","","","","0"
"2016-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40465","","","","0"
"2016-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","48686","","","","0"
"2016-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","47522","","","","0"
"2016-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","47631","","","","0"
"2016-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","43017","","","","0"
"2016-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40914","","","","0"
"2016-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40844","","","","0"
"2016-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38168","","","","0"
"2016-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36896","","","","0"
"2016-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28988","","","","0"
"2017-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","25731","","","","0"
"2017-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27999","","","","0"
