"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1993","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","647","","","","0"
"1994","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","631","","","","0"
"1995","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","565","","","","0"
"1996","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","321","","","","0"
"1997","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","595","","","","0"
"1998","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","654","","","","0"
"1999","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","617","","","","0"
"2000","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","395","","","","0"
"2001","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","547","","","","0"
"2002","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","440","","","","0"
"2003","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","668","","","","0"
"2004","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","1064","","","","0"
"2005","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","813","","","","0"
"2006","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","1259","","","","0"
"2007","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","1283","","","","0"
"2008","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2203","","","","0"
"2009","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","1666","","","","0"
"2010","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","1122","","","","0"
"2011","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2282","","","","0"
"2012","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2074","","","","0"
"2013","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2655","","","","0"
"2014","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2656","","","","0"
"2015","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2835","","","","0"
"2016","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","3533","","","","0"
"2017","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","2871","","","","0"
"2018","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","3541","","","","0"
"2019","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","3492","","","","0"
"2020","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","3770","","","","0"
"2021","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","4390","","","","0"
"2022","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units","0","v732450","8.3.4","3974","","","","0"
"1955","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4348","","","","0"
"1956","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3779","","","","0"
"1957","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4477","","","","0"
"1958","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5222","","","","0"
"1959","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6447","","","","0"
"1960","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4339","","","","0"
"1961","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5093","","","","0"
"1962","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5285","","","","0"
"1963","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6281","","","","0"
"1964","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","7130","","","","0"
"1965","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","7475","","","","0"
"1966","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5807","","","","0"
"1967","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","7293","","","","0"
"1968","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6725","","","","0"
"1969","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5450","","","","0"
"1970","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","1743","","","","0"
"1971","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3560","","","","0"
"1972","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4845","","","","0"
"1973","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6386","","","","0"
"1974","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","7684","","","","0"
"1975","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","10505","","","","0"
"1976","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","13143","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","12825","","","","0"
"1978","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","9527","","","","0"
"1979","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","11742","","","","0"
"1980","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6250","","","","0"
"1981","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5972","","","","0"
"1982","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6822","","","","0"
"1983","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","7269","","","","0"
"1984","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5221","","","","0"
"1985","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5354","","","","0"
"1986","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5510","","","","0"
"1987","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4895","","","","0"
"1988","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3856","","","","0"
"1989","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","1906","","","","0"
"1990","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","1417","","","","0"
"1991","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","998","","","","0"
"1992","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","1869","","","","0"
"1993","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","1880","","","","0"
"1994","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2098","","","","0"
"1995","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","1702","","","","0"
"1996","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2438","","","","0"
"1997","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2757","","","","0"
"1998","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2965","","","","0"
"1999","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3089","","","","0"
"2000","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2513","","","","0"
"2001","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2381","","","","0"
"2002","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2963","","","","0"
"2003","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3315","","","","0"
"2004","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3781","","","","0"
"2005","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3437","","","","0"
"2006","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3715","","","","0"
"2007","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6007","","","","0"
"2008","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6828","","","","0"
"2009","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3866","","","","0"
"2010","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5907","","","","0"
"2011","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","7031","","","","0"
"2012","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","9968","","","","0"
"2013","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","8290","","","","0"
"2014","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","8257","","","","0"
"2015","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","5149","","","","0"
"2016","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4775","","","","0"
"2017","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4904","","","","0"
"2018","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3610","","","","0"
"2019","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","2427","","","","0"
"2020","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","3087","","","","0"
"2021","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4172","","","","0"
"2022","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4211","","","","0"
"2023","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4619","","","","0"
"2024","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","4319","","","","0"
"2025","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units","0","v730588","9.1.1","6150","","","","0"
"1955","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3931","","","","0"
"1956","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3373","","","","0"
"1957","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3994","","","","0"
"1958","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4752","","","","0"
"1959","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","5849","","","","0"
"1960","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3616","","","","0"
"1961","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4625","","","","0"
"1962","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4448","","","","0"
"1963","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4984","","","","0"
"1964","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4647","","","","0"
"1965","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","5216","","","","0"
"1966","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4497","","","","0"
"1967","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4289","","","","0"
"1968","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3772","","","","0"
"1969","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2862","","","","0"
"1970","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1552","","","","0"
"1971","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2932","","","","0"
"1972","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3945","","","","0"
"1973","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4838","","","","0"
"1974","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","6390","","","","0"
"1975","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","7416","","","","0"
"1976","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","7603","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","6705","","","","0"
"1978","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","5864","","","","0"
"1979","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","6758","","","","0"
"1980","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3682","","","","0"
"1981","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3189","","","","0"
"1982","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2179","","","","0"
"1983","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4274","","","","0"
"1984","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3011","","","","0"
"1985","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3214","","","","0"
"1986","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3770","","","","0"
"1987","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2995","","","","0"
"1988","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2246","","","","0"
"1989","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1383","","","","0"
"1990","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1087","","","","0"
"1991","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","775","","","","0"
"1992","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1484","","","","0"
"1993","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1342","","","","0"
"1994","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1542","","","","0"
"1995","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1341","","","","0"
"1996","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1612","","","","0"
"1997","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1954","","","","0"
"1998","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2154","","","","0"
"1999","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2070","","","","0"
"2000","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1890","","","","0"
"2001","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1627","","","","0"
"2002","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1931","","","","0"
"2003","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2097","","","","0"
"2004","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2193","","","","0"
"2005","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2425","","","","0"
"2006","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2689","","","","0"
"2007","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4017","","","","0"
"2008","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4518","","","","0"
"2009","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2829","","","","0"
"2010","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3830","","","","0"
"2011","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4152","","","","0"
"2012","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","5171","","","","0"
"2013","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","4184","","","","0"
"2014","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","3807","","","","0"
"2015","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2414","","","","0"
"2016","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2768","","","","0"
"2017","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2629","","","","0"
"2018","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1778","","","","0"
"2019","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1297","","","","0"
"2020","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1408","","","","0"
"2021","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1795","","","","0"
"2022","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1740","","","","0"
"2023","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1438","","","","0"
"2024","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","1536","","","","0"
"2025","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units","0","v730533","9.1.2","2254","","","","0"
"1955","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","417","","","","0"
"1956","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","406","","","","0"
"1957","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","483","","","","0"
"1958","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","470","","","","0"
"1959","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","598","","","","0"
"1960","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","723","","","","0"
"1961","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","468","","","","0"
"1962","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","837","","","","0"
"1963","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1297","","","","0"
"1964","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2483","","","","0"
"1965","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2259","","","","0"
"1966","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1310","","","","0"
"1967","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","3004","","","","0"
"1968","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2953","","","","0"
"1969","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2588","","","","0"
"1970","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","191","","","","0"
"1971","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","628","","","","0"
"1972","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","900","","","","0"
"1973","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1548","","","","0"
"1974","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1294","","","","0"
"1975","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","3089","","","","0"
"1976","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","5540","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","6120","","","","0"
"1978","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","3663","","","","0"
"1979","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","4984","","","","0"
"1980","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2568","","","","0"
"1981","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2783","","","","0"
"1982","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","4643","","","","0"
"1983","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2995","","","","0"
"1984","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2210","","","","0"
"1985","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2140","","","","0"
"1986","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1740","","","","0"
"1987","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1900","","","","0"
"1988","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1610","","","","0"
"1989","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","523","","","","0"
"1990","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","330","","","","0"
"1991","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","223","","","","0"
"1992","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","385","","","","0"
"1993","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","538","","","","0"
"1994","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","556","","","","0"
"1995","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","361","","","","0"
"1996","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","826","","","","0"
"1997","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","803","","","","0"
"1998","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","811","","","","0"
"1999","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1019","","","","0"
"2000","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","623","","","","0"
"2001","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","754","","","","0"
"2002","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1032","","","","0"
"2003","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1218","","","","0"
"2004","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1588","","","","0"
"2005","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1012","","","","0"
"2006","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1026","","","","0"
"2007","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1990","","","","0"
"2008","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2310","","","","0"
"2009","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1037","","","","0"
"2010","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2077","","","","0"
"2011","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2879","","","","0"
"2012","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","4797","","","","0"
"2013","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","4106","","","","0"
"2014","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","4450","","","","0"
"2015","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2735","","","","0"
"2016","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2007","","","","0"
"2017","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2275","","","","0"
"2018","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1832","","","","0"
"2019","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1130","","","","0"
"2020","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","1679","","","","0"
"2021","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2377","","","","0"
"2022","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2471","","","","0"
"2023","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","3181","","","","0"
"2024","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","2783","","","","0"
"2025","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units","0","v730577","9.1.4","3896","","","","0"
"1955","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4278","","","","0"
"1956","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3603","","","","0"
