"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1967","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","25214","","","","0"
"1968","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","34424","","","","0"
"1969","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","30909","","","","0"
"1970","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","30884","","","","0"
"1971","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","31117","","","","0"
"1972","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","29293","","","","0"
"1973","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","31356","","","","0"
"1974","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","19934","","","","0"
"1975","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","22652","","","","0"
"1976","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","31299","","","","0"
"1977","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","28069","","","","0"
"1978","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","20308","","","","0"
"1979","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","19661","","","","0"
"1980","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","13592","","","","0"
"1981","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","15414","","","","0"
"1982","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","13493","","","","0"
"1983","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","18151","","","","0"
"1984","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","21722","","","","0"
"1985","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","29589","","","","0"
"1986","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","36656","","","","0"
"1987","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","42749","","","","0"
"1988","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","30338","","","","0"
"1989","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","24565","","","","0"
"1990","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","23128","","","","0"
"1991","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","22123","","","","0"
"1992","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","19664","","","","0"
"1993","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","16879","","","","0"
"1994","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","15740","","","","0"
"1995","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","8457","","","","0"
"1996","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","8402","","","","0"
"1997","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","9823","","","","0"
"1998","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","8453","","","","0"
"1999","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","9944","","","","0"
"2000","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","9346","","","","0"
"2001","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","10489","","","","0"
"2002","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","17195","","","","0"
"2003","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","23064","","","","0"
"2004","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","29577","","","","0"
"2005","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","26980","","","","0"
"2006","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","25960","","","","0"
"2007","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","26376","","","","0"
"2008","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","28123","","","","0"
"2009","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","25868","","","","0"
"2010","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","31814","","","","0"
"2011","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","31833","","","","0"
"2012","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","31308","","","","0"
"2013","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","24614","","","","0"
"2014","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","27583","","","","0"
"2015","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","28228","","","","0"
"2016","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","28198","","","","0"
"2017","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","35784","","","","0"
"2018","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","36814","","","","0"
"2019","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","38978","","","","0"
"2020","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","43205","","","","0"
"2021","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","52984","","","","0"
"2022","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","44666","","","","0"
"2023","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","30311","","","","0"
"2024","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","40155","","","","0"
"2025","Quebec","2016A000224","Housing starts","Multiples","Units","300","units","0","v730574","6.1.4","51387","","","","0"
"1955","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","34866","","","","0"
"1956","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","41166","","","","0"
"1957","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","33188","","","","0"
"1958","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","39750","","","","0"
"1959","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","38920","","","","0"
"1960","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","31311","","","","0"
"1961","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","31756","","","","0"
"1962","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","35782","","","","0"
"1963","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","38989","","","","0"
"1964","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","43658","","","","0"
"1965","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","42565","","","","0"
"1966","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","40412","","","","0"
"1967","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","39108","","","","0"
"1968","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","38961","","","","0"
"1969","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","44605","","","","0"
"1970","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","36608","","","","0"
"1971","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","48783","","","","0"
"1972","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","53466","","","","0"
"1973","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","55260","","","","0"
"1974","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","58596","","","","0"
"1975","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","51540","","","","0"
"1976","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","54301","","","","0"
"1977","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","61979","","","","0"
"1978","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","54129","","","","0"
"1979","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","44288","","","","0"
"1980","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","33560","","","","0"
"1981","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","30691","","","","0"
"1982","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","21526","","","","0"
"1983","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","35681","","","","0"
"1984","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","43410","","","","0"
"1985","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","41577","","","","0"
"1986","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","56984","","","","0"
"1987","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","68949","","","","0"
"1988","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","65224","","","","0"
"1989","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","50855","","","","0"
"1990","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","52630","","","","0"
"1991","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","42720","","","","0"
"1992","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","42323","","","","0"
"1993","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","34859","","","","0"
"1994","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","36345","","","","0"
"1995","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","23363","","","","0"
"1996","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","22194","","","","0"
"1997","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","26308","","","","0"
"1998","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","22944","","","","0"
"1999","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","24141","","","","0"
"2000","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","23346","","","","0"
"2001","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","26381","","","","0"
"2002","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","36308","","","","0"
"2003","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","45123","","","","0"
"2004","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","52610","","","","0"
"2005","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","49205","","","","0"
"2006","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","48668","","","","0"
"2007","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","48605","","","","0"
"2008","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","47956","","","","0"
"2009","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","43341","","","","0"
"2010","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","45969","","","","0"
"2011","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","44412","","","","0"
"2012","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","45042","","","","0"
"2013","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","39881","","","","0"
"2014","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","39206","","","","0"
"2015","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","33589","","","","0"
"2016","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","37536","","","","0"
"2017","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","40241","","","","0"
"2018","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","42062","","","","0"
"2019","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","44602","","","","0"
"2020","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","46360","","","","0"
"2021","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","53078","","","","0"
"2022","Quebec","2016A000224","Housing completions","Total units","Units","300","units","0","v732459","6.3.1","57649","","","","0"
"1955","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16643","","","","0"
"1956","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","18312","","","","0"
"1957","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15166","","","","0"
"1958","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16495","","","","0"
"1959","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15789","","","","0"
"1960","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","12933","","","","0"
"1961","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16438","","","","0"
"1962","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","18579","","","","0"
"1963","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","17117","","","","0"
"1964","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","17856","","","","0"
"1965","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16221","","","","0"
"1966","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15336","","","","0"
"1967","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15349","","","","0"
"1968","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","11582","","","","0"
"1969","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","12534","","","","0"
"1970","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","12319","","","","0"
"1971","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","19105","","","","0"
"1972","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","24273","","","","0"
"1973","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","25938","","","","0"
"1974","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","31955","","","","0"
"1975","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","29643","","","","0"
"1976","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","33550","","","","0"
"1977","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","33120","","","","0"
"1978","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","25347","","","","0"
"1979","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","23159","","","","0"
"1980","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16854","","","","0"
"1981","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15647","","","","0"
"1982","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","8882","","","","0"
"1983","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","19402","","","","0"
"1984","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","20927","","","","0"
"1985","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","17754","","","","0"
"1986","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","22322","","","","0"
"1987","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","29664","","","","0"
"1988","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","28980","","","","0"
"1989","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","24456","","","","0"
"1990","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","27199","","","","0"
"1991","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","21190","","","","0"
"1992","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","19590","","","","0"
"1993","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","17618","","","","0"
"1994","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","18675","","","","0"
"1995","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","13654","","","","0"
"1996","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","14166","","","","0"
"1997","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16532","","","","0"
"1998","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","14384","","","","0"
"1999","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15702","","","","0"
"2000","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","14544","","","","0"
"2001","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16038","","","","0"
"2002","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","23677","","","","0"
"2003","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","25478","","","","0"
"2004","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","28469","","","","0"
"2005","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","22600","","","","0"
"2006","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","21691","","","","0"
"2007","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","21788","","","","0"
"2008","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","19255","","","","0"
"2009","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16615","","","","0"
"2010","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","18728","","","","0"
"2011","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","15657","","","","0"
"2012","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","16027","","","","0"
"2013","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","13404","","","","0"
"2014","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","11418","","","","0"
"2015","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","9840","","","","0"
"2016","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","9643","","","","0"
"2017","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","9909","","","","0"
"2018","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","9406","","","","0"
"2019","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","9274","","","","0"
"2020","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","9161","","","","0"
"2021","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","12916","","","","0"
"2022","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units","0","v732404","6.3.2","13133","","","","0"
"1955","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","18223","","","","0"
"1956","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","22854","","","","0"
"1957","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","18022","","","","0"
"1958","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","23255","","","","0"
"1959","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","23131","","","","0"
"1960","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","18378","","","","0"
"1961","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","15318","","","","0"
"1962","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","17203","","","","0"
"1963","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","21872","","","","0"
"1964","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","25802","","","","0"
"1965","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26344","","","","0"
"1966","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","25076","","","","0"
"1967","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","23759","","","","0"
"1968","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","27379","","","","0"
"1969","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","32071","","","","0"
"1970","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","24289","","","","0"
"1971","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","29678","","","","0"
"1972","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","29193","","","","0"
"1973","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","29322","","","","0"
"1974","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26641","","","","0"
"1975","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","21897","","","","0"
"1976","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","20751","","","","0"
"1977","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","28859","","","","0"
"1978","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","28782","","","","0"
"1979","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","21129","","","","0"
"1980","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","16706","","","","0"
"1981","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","15044","","","","0"
"1982","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","12644","","","","0"
"1983","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","16279","","","","0"
"1984","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","22483","","","","0"
"1985","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","23823","","","","0"
"1986","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","34662","","","","0"
"1987","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","39285","","","","0"
"1988","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","36244","","","","0"
"1989","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26399","","","","0"
"1990","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","25431","","","","0"
"1991","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","21530","","","","0"
"1992","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","22733","","","","0"
"1993","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","17241","","","","0"
"1994","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","17670","","","","0"
"1995","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","9709","","","","0"
"1996","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","8028","","","","0"
"1997","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","9776","","","","0"
"1998","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","8560","","","","0"
"1999","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","8439","","","","0"
"2000","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","8802","","","","0"
"2001","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","10343","","","","0"
"2002","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","12631","","","","0"
"2003","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","19645","","","","0"
"2004","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","24141","","","","0"
"2005","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26605","","","","0"
"2006","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26977","","","","0"
"2007","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26817","","","","0"
"2008","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","28701","","","","0"
"2009","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26726","","","","0"
"2010","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","27241","","","","0"
"2011","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","28755","","","","0"
"2012","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","29015","","","","0"
"2013","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","26477","","","","0"
"2014","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","27788","","","","0"
"2015","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","23749","","","","0"
"2016","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","27893","","","","0"
