"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","51400","A","","","0"
"2001","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","51900","A","","","0"
"2002","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","51800","A","","","0"
"2003","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","51800","A","","","0"
"2004","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","52200","A","","","0"
"2005","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","52700","A","","","0"
"2006","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","54100","A","","","0"
"2007","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","55300","A","","","0"
"2008","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","56200","A","","","0"
"2009","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","54100","A","","","0"
"2010","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","53500","A","","","0"
"2011","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","53800","A","","","0"
"2012","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","55600","A","","","0"
"2013","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","55800","A","","","0"
"2014","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","56900","A","","","0"
"2015","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","56300","A","","","0"
"2016","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","55500","A","","","0"
"2017","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","56300","A","","","0"
"2018","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","57500","A","","","0"
"2019","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","57600","A","","","0"
"2020","Canada","2016A000011124","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411851","1.4.1","55700","A","","","0"
"1976","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","71200","","","","0"
"1977","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","71600","","","","0"
"1978","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","71900","","","","0"
"1979","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","72900","","","","0"
"1980","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","74700","","","","0"
"1981","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","72900","","","","0"
"1982","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","68200","","","","0"
"1983","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","66200","","","","0"
"1984","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","67100","","","","0"
"1985","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","68800","","","","0"
"1986","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","70200","","","","0"
"1987","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","70700","","","","0"
"1988","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","73100","","","","0"
"1989","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","74300","","","","0"
"1990","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","70700","","","","0"
"1991","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","66200","","","","0"
"1992","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","65200","","","","0"
"1993","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","63500","A","","","0"
"1994","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","64600","A","","","0"
"1995","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","64600","A","","","0"
"1996","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","64300","A","","","0"
"1997","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","65200","A","","","0"
"1998","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","67400","A","","","0"
"1999","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","70400","A","","","0"
"2000","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","72200","A","","","0"
"2001","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","72100","A","","","0"
"2002","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","71300","A","","","0"
"2003","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","71300","A","","","0"
"2004","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","72700","A","","","0"
"2005","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","73900","A","","","0"
"2006","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","75600","A","","","0"
"2007","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","77400","A","","","0"
"2008","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","79200","A","","","0"
"2009","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","76900","A","","","0"
"2010","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","77200","A","","","0"
"2011","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","78900","A","","","0"
"2012","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","81100","A","","","0"
"2013","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","81700","A","","","0"
"2014","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","84000","A","","","0"
"2015","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","84200","A","","","0"
"2016","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","82700","A","","","0"
"2017","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","84800","A","","","0"
"2018","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","86500","A","","","0"
"2019","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","86600","A","","","0"
"2020","Canada","2016A000011124","Median market income","Economic families","2020 constant dollars","425","units","0","v96411852","1.4.2","84200","A","","","0"
"1976","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23300","","","","0"
"1977","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","22200","","","","0"
"1978","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","22400","","","","0"
"1979","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","25300","","","","0"
"1980","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23200","","","","0"
"1981","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","24900","","","","0"
"1982","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23400","","","","0"
"1983","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","18900","","","","0"
"1984","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","20400","","","","0"
"1985","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","21700","","","","0"
"1986","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","21400","","","","0"
"1987","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","22300","","","","0"
"1988","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","21900","","","","0"
"1989","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","24800","","","","0"
"1990","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","21000","","","","0"
"1991","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","17400","","","","0"
"1992","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","17000","","","","0"
"1993","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","16000","B","","","0"
"1994","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","15700","B","","","0"
"1995","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","18000","B","","","0"
"1996","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","16200","B","","","0"
"1997","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","16200","B","","","0"
"1998","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","17600","C","","","0"
"1999","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","18900","B","","","0"
"2000","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","20000","B","","","0"
"2001","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","21400","B","","","0"
"2002","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","22400","B","","","0"
"2003","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","22400","B","","","0"
"2004","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","22400","B","","","0"
"2005","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23100","B","","","0"
"2006","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23000","B","","","0"
"2007","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","24600","B","","","0"
"2008","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","25400","B","","","0"
"2009","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","24200","C","","","0"
"2010","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","24200","B","","","0"
"2011","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23400","B","","","0"
"2012","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","25200","B","","","0"
"2013","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","26200","B","","","0"
"2014","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","27300","B","","","0"
"2015","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","24600","B","","","0"
"2016","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","25600","B","","","0"
"2017","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","26000","B","","","0"
"2018","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","26200","B","","","0"
"2019","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","26800","B","","","0"
"2020","Canada","2016A000011124","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96411864","1.4.14","23900","B","","","0"
"1976","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","2400","","","","0"
"1977","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","2600","","","","0"
"1978","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","2500","","","","0"
"1979","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","1800","","","","0"
"1980","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","2800","","","","0"
"1981","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","2600","","","","0"
"1982","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3500","","","","0"
"1983","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3600","","","","0"
"1984","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3400","","","","0"
"1985","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3300","","","","0"
"1986","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3200","","","","0"
"1987","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3000","","","","0"
"1988","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3000","","","","0"
"1989","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3400","","","","0"
"1990","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4200","","","","0"
"1991","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5200","","","","0"
"1992","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5600","","","","0"
"1993","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","6000","B","","","0"
"1994","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5700","A","","","0"
"1995","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5200","A","","","0"
"1996","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5400","A","","","0"
"1997","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4700","B","","","0"
"1998","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5000","B","","","0"
"1999","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4000","B","","","0"
"2000","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3700","B","","","0"
"2001","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4400","B","","","0"
"2002","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4400","B","","","0"
"2003","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4300","B","","","0"
"2004","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4300","B","","","0"
"2005","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","3900","B","","","0"
"2006","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4400","B","","","0"
"2007","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4600","B","","","0"
"2008","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","4700","B","","","0"
"2009","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","6100","B","","","0"
"2010","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","6400","B","","","0"
"2011","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5800","B","","","0"
"2012","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5800","B","","","0"
"2013","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","5700","B","","","0"
"2014","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","6100","C","","","0"
"2015","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","6900","B","","","0"
"2016","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","7800","B","","","0"
"2017","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","8000","A","","","0"
"2018","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","7500","A","","","0"
"2019","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","8200","B","","","0"
"2020","Canada","2016A000011124","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96411891","1.6.1","16400","A","","","0"
"1976","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","2600","","","","0"
"1977","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3000","","","","0"
"1978","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","2900","","","","0"
"1979","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","2100","","","","0"
"1980","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3100","","","","0"
"1981","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","2900","","","","0"
"1982","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3900","","","","0"
"1983","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3700","","","","0"
"1984","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3700","","","","0"
"1985","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3500","","","","0"
"1986","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3500","","","","0"
"1987","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3300","","","","0"
"1988","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3200","","","","0"
"1989","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","3700","","","","0"
"1990","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","4400","","","","0"
"1991","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5300","","","","0"
"1992","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5700","","","","0"
"1993","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5900","B","","","0"
"1994","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5600","A","","","0"
"1995","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5300","A","","","0"
"1996","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5500","A","","","0"
"1997","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","4800","B","","","0"
"1998","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5200","B","","","0"
"1999","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","4600","B","","","0"
"2000","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","4300","B","","","0"
"2001","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5100","B","","","0"
"2002","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5000","B","","","0"
"2003","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5000","B","","","0"
"2004","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5200","B","","","0"
"2005","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5000","B","","","0"
"2006","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5900","B","","","0"
"2007","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","6200","B","","","0"
"2008","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","5900","B","","","0"
"2009","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","7500","B","","","0"
"2010","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","7800","B","","","0"
"2011","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","7000","B","","","0"
"2012","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","7600","B","","","0"
"2013","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","7800","B","","","0"
"2014","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","7900","C","","","0"
"2015","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","8700","B","","","0"
"2016","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","9500","A","","","0"
"2017","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","10000","A","","","0"
"2018","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","9400","A","","","0"
"2019","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","9900","A","","","0"
"2020","Canada","2016A000011124","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96411892","1.6.2","20600","A","","","0"
"1976","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","0","","","","0"
"1977","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","0","","","","0"
"1978","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","0","","","","0"
"1979","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","0","","","","0"
"1980","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","600","","","","0"
"1981","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","600","","","","0"
"1982","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","1000","","","","0"
"1983","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","2200","","","","0"
"1984","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","1400","","","","0"
"1985","Canada","2016A000011124","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96411904","1.6.14","1000","","","","0"
