"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","13500","","","","0"
"1991","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","12400","","","","0"
"1992","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","11400","","","","0"
"1993","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","11700","C","","","0"
"1994","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","11700","C","","","0"
"1995","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","12500","D","","","0"
"1996","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","12300","C","","","0"
"1997","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","12100","D","","","0"
"1998","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","13100","D","","","0"
"1999","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","17400","C","","","0"
"2000","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","17300","C","","","0"
"2001","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","18600","C","","","0"
"2002","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","21300","C","","","0"
"2003","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22300","C","","","0"
"2004","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22400","C","","","0"
"2005","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","19700","C","","","0"
"2006","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","20600","C","","","0"
"2007","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22100","C","","","0"
"2008","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22100","D","","","0"
"2009","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","21500","D","","","0"
"2010","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","23000","C","","","0"
"2011","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22300","C","","","0"
"2012","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","24300","C","","","0"
"2013","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","21900","C","","","0"
"2014","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","25300","C","","","0"
"2015","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22300","C","","","0"
"2016","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","23800","C","","","0"
"2017","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","23700","C","","","0"
"2018","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","23800","C","","","0"
"2019","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","22400","C","","","0"
"2020","Quebec","2016A000224","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96413304","7.4.14","21800","C","","","0"
"1976","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96413331","7.6.1","2800","","","","0"
"1977","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96413331","7.6.1","3800","","","","0"
