"REF_DATE","GEO","DGUID","Institutional sector","Housing Type","Dwelling Occupation","Dwelling type","Tenure type","Estimate","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Double house","Renter","Unit of housing","Count","436","units","0","v1545138529","10.1.1.1.3.4.1","34595","","","","0"
"2025-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Double house","Renter","Unit of housing","Count","436","units","0","v1545138529","10.1.1.1.3.4.1","34972","","","","0"
"2025-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Double house","Renter","Unit of housing","Count","436","units","0","v1545138529","10.1.1.1.3.4.1","35425","","","","0"
"2025-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Double house","Renter","Unit of housing","Count","436","units","0","v1545138529","10.1.1.1.3.4.1","35955","","","","0"
"2016-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","125792","","","","0"
"2016-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","126365","","","","0"
"2016-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","126942","","","","0"
"2017-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","127522","","","","0"
"2017-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","128106","","","","0"
"2017-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","128692","","","","0"
"2017-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","129282","","","","0"
"2018-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","129875","","","","0"
"2018-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","130471","","","","0"
"2018-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","131070","","","","0"
"2018-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","131673","","","","0"
"2019-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","132278","","","","0"
"2019-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","132887","","","","0"
"2019-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","133500","","","","0"
"2019-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","134118","","","","0"
"2020-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","134738","","","","0"
"2020-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","135361","","","","0"
"2020-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","135989","","","","0"
"2020-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","136620","","","","0"
"2021-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","137254","","","","0"
"2021-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","138454","","","","0"
"2021-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","139249","","","","0"
"2021-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","139959","","","","0"
"2022-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","140689","","","","0"
"2022-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","141574","","","","0"
"2022-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","142456","","","","0"
"2022-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","143338","","","","0"
"2023-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","144168","","","","0"
"2023-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","145130","","","","0"
"2023-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","146415","","","","0"
"2023-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","147832","","","","0"
"2024-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","149336","","","","0"
"2024-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","150732","","","","0"
"2024-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","152111","","","","0"
"2024-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","153668","","","","0"
"2025-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","155295","","","","0"
"2025-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","156803","","","","0"
"2025-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","158353","","","","0"
"2025-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Total tenure type","Unit of housing","Count","436","units","0","v1545138534","10.1.1.1.4.1.1","160248","","","","0"
"2016-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","254","","","","0"
"2016-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","259","","","","0"
"2016-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","265","","","","0"
"2017-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","270","","","","0"
"2017-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","276","","","","0"
"2017-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","281","","","","0"
"2017-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","287","","","","0"
"2018-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","293","","","","0"
"2018-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","299","","","","0"
"2018-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","305","","","","0"
"2018-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","312","","","","0"
"2019-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","318","","","","0"
"2019-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","324","","","","0"
"2019-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","331","","","","0"
"2019-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","338","","","","0"
"2020-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","345","","","","0"
"2020-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","352","","","","0"
"2020-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","359","","","","0"
"2020-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","367","","","","0"
"2021-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","374","","","","0"
"2021-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","382","","","","0"
"2021-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","390","","","","0"
"2021-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","398","","","","0"
"2022-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","406","","","","0"
"2022-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","415","","","","0"
"2022-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","423","","","","0"
"2022-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","432","","","","0"
"2023-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","441","","","","0"
"2023-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","450","","","","0"
"2023-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","459","","","","0"
"2023-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","468","","","","0"
"2024-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","478","","","","0"
"2024-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","488","","","","0"
"2024-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","498","","","","0"
"2024-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","509","","","","0"
"2025-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","519","","","","0"
"2025-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","530","","","","0"
"2025-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","541","","","","0"
"2025-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Band","Unit of housing","Count","436","units","0","v1545138531","10.1.1.1.4.2.1","552","","","","0"
"2016-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","70844","","","","0"
"2016-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","71060","","","","0"
"2016-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","71279","","","","0"
"2017-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","71500","","","","0"
"2017-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","71722","","","","0"
"2017-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","71946","","","","0"
"2017-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","72173","","","","0"
"2018-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","72402","","","","0"
"2018-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","72633","","","","0"
"2018-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","72866","","","","0"
"2018-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","73101","","","","0"
"2019-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","73338","","","","0"
"2019-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","73577","","","","0"
"2019-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","73819","","","","0"
"2019-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","74064","","","","0"
"2020-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","74309","","","","0"
"2020-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","74557","","","","0"
"2020-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","74807","","","","0"
"2020-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","75058","","","","0"
"2021-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","75310","","","","0"
"2021-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","75756","","","","0"
"2021-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","76253","","","","0"
"2021-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","76730","","","","0"
"2022-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","77204","","","","0"
"2022-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","77752","","","","0"
"2022-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","78279","","","","0"
"2022-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","78826","","","","0"
"2023-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","79392","","","","0"
"2023-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","80036","","","","0"
"2023-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","80861","","","","0"
"2023-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","81748","","","","0"
"2024-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","82564","","","","0"
"2024-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","83267","","","","0"
"2024-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","84028","","","","0"
"2024-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","84839","","","","0"
"2025-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","85758","","","","0"
"2025-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","86693","","","","0"
"2025-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","87536","","","","0"
"2025-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Owner","Unit of housing","Count","436","units","0","v1545138532","10.1.1.1.4.3.1","88542","","","","0"
"2016-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","54694","","","","0"
"2016-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","55045","","","","0"
"2016-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","55398","","","","0"
"2017-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","55753","","","","0"
"2017-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","56108","","","","0"
"2017-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","56465","","","","0"
"2017-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","56822","","","","0"
"2018-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","57181","","","","0"
"2018-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","57540","","","","0"
"2018-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","57899","","","","0"
"2018-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","58260","","","","0"
"2019-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","58622","","","","0"
"2019-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","58985","","","","0"
"2019-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","59350","","","","0"
"2019-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","59716","","","","0"
"2020-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","60083","","","","0"
"2020-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","60452","","","","0"
"2020-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","60823","","","","0"
"2020-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","61195","","","","0"
"2021-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","61569","","","","0"
"2021-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","62315","","","","0"
"2021-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","62606","","","","0"
"2021-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","62831","","","","0"
"2022-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","63079","","","","0"
"2022-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","63406","","","","0"
"2022-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","63753","","","","0"
"2022-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","64081","","","","0"
"2023-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","64336","","","","0"
"2023-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","64645","","","","0"
"2023-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","65095","","","","0"
"2023-10","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","65616","","","","0"
"2024-01","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","66294","","","","0"
"2024-04","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","66977","","","","0"
"2024-07","Alberta","2021A000248","Total economy","Total housing type","Total private dwellings","Row house","Renter","Unit of housing","Count","436","units","0","v1545138533","10.1.1.1.4.4.1","67585","","","","0"
