"REF_DATE","GEO","DGUID","Family type","Age of older adult","Family income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21246970","1.2.2.23","22450","","","","0"
"2020","Canada","2016A000011124","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21246970","1.2.2.23","29010","","","","0"
"2021","Canada","2016A000011124","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21246970","1.2.2.23","27430","","","","0"
"2022","Canada","2016A000011124","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21246970","1.2.2.23","24750","","","","0"
"2000","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","18200","","","","0"
"2001","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","19300","","","","0"
"2002","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","19700","","","","0"
"2003","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","20000","","","","0"
"2004","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","20500","","","","0"
"2005","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","20800","","","","0"
"2006","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","23100","","","","0"
"2007","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","24100","","","","0"
"2008","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","25110","","","","0"
"2009","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","25210","","","","0"
"2010","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","26410","","","","0"
"2011","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","26350","","","","0"
"2012","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","27180","","","","0"
"2013","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","27450","","","","0"
"2014","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","28160","","","","0"
"2015","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","29730","","","","0"
"2016","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","31210","","","","0"
"2017","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","32540","","","","0"
"2018","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","34060","","","","0"
"2019","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","35560","","","","0"
"2020","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","42610","","","","0"
"2021","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","40910","","","","0"
"2022","Canada","2016A000011124","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21246986","1.2.3.23","39780","","","","0"
"2000","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","24500","","","","0"
"2001","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","26500","","","","0"
"2002","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","27100","","","","0"
"2003","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","27600","","","","0"
"2004","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","28200","","","","0"
"2005","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","28100","","","","0"
"2006","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","31500","","","","0"
"2007","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","32580","","","","0"
"2008","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","33840","","","","0"
"2009","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","33870","","","","0"
"2010","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","35000","","","","0"
"2011","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","35730","","","","0"
"2012","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","37170","","","","0"
"2013","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","38040","","","","0"
"2014","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","39220","","","","0"
"2015","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","41240","","","","0"
"2016","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","42800","","","","0"
"2017","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","43600","","","","0"
"2018","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","45850","","","","0"
"2019","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","47770","","","","0"
"2020","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","53600","","","","0"
"2021","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","53040","","","","0"
"2022","Canada","2016A000011124","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21253451","1.2.4.23","54190","","","","0"
"2000","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","35400","","","","0"
"2001","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","37600","","","","0"
"2002","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","38700","","","","0"
"2003","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","38600","","","","0"
"2004","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","39300","","","","0"
"2005","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","39400","","","","0"
"2006","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","42200","","","","0"
"2007","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","43800","","","","0"
"2008","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","45100","","","","0"
"2009","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","44610","","","","0"
"2010","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","45460","","","","0"
"2011","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","46560","","","","0"
"2012","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","48080","","","","0"
"2013","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","49310","","","","0"
"2014","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","50560","","","","0"
"2015","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","52220","","","","0"
"2016","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","53680","","","","0"
"2017","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","54300","","","","0"
"2018","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","57110","","","","0"
"2019","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","58940","","","","0"
"2020","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","65170","","","","0"
"2021","Canada","2016A000011124","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21253467","1.2.5.23","65230","","","","0"
