"REF_DATE","GEO","DGUID","Family type","Age of older adult","Family income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","29050","","","","0"
"2013","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","29630","","","","0"
"2014","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","30430","","","","0"
"2015","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","31130","","","","0"
"2016","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","31830","","","","0"
"2017","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","32980","","","","0"
"2018","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","34620","","","","0"
"2019","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","36100","","","","0"
"2020","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","39060","","","","0"
"2021","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","40070","","","","0"
"2022","Quebec","2016A000224","Persons not in census families","55 to 64 years","Median total income","Dollars","81","units","0","v21256563","9.3.6.23","43390","","","","0"
"2000","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","15400","","","","0"
"2001","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","16100","","","","0"
"2002","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","16400","","","","0"
"2003","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","16700","","","","0"
"2004","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","17200","","","","0"
"2005","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","17600","","","","0"
"2006","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","18400","","","","0"
"2007","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","19250","","","","0"
"2008","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","19780","","","","0"
"2009","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","20130","","","","0"
"2010","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","20200","","","","0"
"2011","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","20720","","","","0"
"2012","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","21860","","","","0"
"2013","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","22280","","","","0"
"2014","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","22640","","","","0"
"2015","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","23270","","","","0"
"2016","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","23490","","","","0"
"2017","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","24080","","","","0"
"2018","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","24860","","","","0"
"2019","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","25580","","","","0"
"2020","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","27350","","","","0"
"2021","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","27170","","","","0"
"2022","Quebec","2016A000224","Persons not in census families","65 years and over","Median total income","Dollars","81","units","0","v21256579","9.3.7.23","29630","","","","0"
"2000","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","61800","","","","0"
"2001","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","64900","","","","0"
"2002","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","66100","","","","0"
"2003","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","67500","","","","0"
"2004","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","69600","","","","0"
"2005","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","72100","","","","0"
"2006","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","73900","","","","0"
"2007","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","76510","","","","0"
"2008","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","78350","","","","0"
"2009","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","77060","","","","0"
"2010","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","79050","","","","0"
"2011","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","80990","","","","0"
"2012","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","82760","","","","0"
"2013","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","84480","","","","0"
"2014","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","86700","","","","0"
"2015","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","89550","","","","0"
"2016","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","91110","","","","0"
"2017","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","94490","","","","0"
"2018","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","97830","","","","0"
"2019","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","100260","","","","0"
"2020","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","106350","","","","0"
"2021","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","108520","","","","0"
"2022","Ontario","2016A000235","Couple families","Total all ages","Median total income","Dollars","81","units","0","v21249286","16.1.1.23","111120","","","","0"
"2000","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","27600","","","","0"
"2001","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","28100","","","","0"
"2002","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","27000","","","","0"
"2003","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","27100","","","","0"
"2004","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","27500","","","","0"
"2005","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","28300","","","","0"
"2006","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29000","","","","0"
"2007","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29280","","","","0"
"2008","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29470","","","","0"
"2009","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","27900","","","","0"
"2010","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29220","","","","0"
"2011","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29860","","","","0"
"2012","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29730","","","","0"
"2013","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","29950","","","","0"
"2014","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","31530","","","","0"
"2015","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","32640","","","","0"
"2016","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","33190","","","","0"
"2017","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","33910","","","","0"
"2018","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","35190","","","","0"
"2019","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","34780","","","","0"
"2020","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","45180","","","","0"
"2021","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","42440","","","","0"
"2022","Ontario","2016A000235","Couple families","0 to 24 years","Median total income","Dollars","81","units","0","v21249302","16.1.2.23","39470","","","","0"
"2000","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","55300","","","","0"
"2001","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","57900","","","","0"
"2002","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","58600","","","","0"
"2003","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","60400","","","","0"
"2004","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","61700","","","","0"
"2005","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","63600","","","","0"
"2006","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","64600","","","","0"
"2007","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","66220","","","","0"
"2008","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","67330","","","","0"
"2009","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","65870","","","","0"
"2010","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","67400","","","","0"
"2011","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","68920","","","","0"
"2012","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","70180","","","","0"
"2013","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","71200","","","","0"
"2014","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","73200","","","","0"
"2015","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","75690","","","","0"
"2016","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","77440","","","","0"
"2017","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","80390","","","","0"
"2018","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","82580","","","","0"
"2019","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","83450","","","","0"
"2020","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","90310","","","","0"
"2021","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","92410","","","","0"
"2022","Ontario","2016A000235","Couple families","25 to 34 years","Median total income","Dollars","81","units","0","v21249318","16.1.3.23","92150","","","","0"
"2000","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","66800","","","","0"
"2001","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","70300","","","","0"
"2002","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","71400","","","","0"
"2003","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","73200","","","","0"
"2004","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","75300","","","","0"
"2005","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","78400","","","","0"
"2006","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","79800","","","","0"
"2007","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","82900","","","","0"
"2008","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","85040","","","","0"
"2009","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","83870","","","","0"
"2010","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","86410","","","","0"
"2011","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","89010","","","","0"
"2012","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","91520","","","","0"
"2013","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","93460","","","","0"
"2014","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","96000","","","","0"
"2015","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","99470","","","","0"
"2016","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","101420","","","","0"
"2017","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","105610","","","","0"
"2018","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","108540","","","","0"
"2019","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","111490","","","","0"
"2020","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","117610","","","","0"
"2021","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","122020","","","","0"
"2022","Ontario","2016A000235","Couple families","35 to 44 years","Median total income","Dollars","81","units","0","v21258889","16.1.4.23","125880","","","","0"
"2000","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","79100","","","","0"
"2001","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","82700","","","","0"
"2002","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","84200","","","","0"
"2003","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","85700","","","","0"
"2004","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","88100","","","","0"
"2005","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","91200","","","","0"
"2006","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","92600","","","","0"
"2007","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","95340","","","","0"
"2008","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","97400","","","","0"
"2009","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","95250","","","","0"
"2010","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","97830","","","","0"
"2011","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","100650","","","","0"
"2012","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","102930","","","","0"
"2013","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","105080","","","","0"
"2014","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","108120","","","","0"
"2015","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","112250","","","","0"
"2016","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","114970","","","","0"
"2017","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","120250","","","","0"
"2018","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","125310","","","","0"
"2019","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","128990","","","","0"
"2020","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","136890","","","","0"
"2021","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","140770","","","","0"
"2022","Ontario","2016A000235","Couple families","45 to 54 years","Median total income","Dollars","81","units","0","v21258910","16.1.5.23","145640","","","","0"
"2000","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","67300","","","","0"
"2001","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","70700","","","","0"
"2002","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","73300","","","","0"
"2003","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","75200","","","","0"
"2004","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","78000","","","","0"
"2005","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","81000","","","","0"
"2006","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","83400","","","","0"
"2007","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","86730","","","","0"
"2008","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","89420","","","","0"
"2009","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","88270","","","","0"
"2010","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","90360","","","","0"
"2011","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","92870","","","","0"
"2012","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","95320","","","","0"
"2013","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","97680","","","","0"
"2014","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","100560","","","","0"
"2015","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","103850","","","","0"
"2016","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","106430","","","","0"
"2017","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","110410","","","","0"
"2018","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","115810","","","","0"
"2019","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","119610","","","","0"
"2020","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","127250","","","","0"
"2021","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","129730","","","","0"
"2022","Ontario","2016A000235","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21258931","16.1.6.23","134680","","","","0"
"2000","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","43800","","","","0"
"2001","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","45800","","","","0"
"2002","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","46400","","","","0"
"2003","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","47300","","","","0"
"2004","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","49000","","","","0"
"2005","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","50500","","","","0"
"2006","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","52800","","","","0"
"2007","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","55480","","","","0"
"2008","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","57450","","","","0"
"2009","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","57730","","","","0"
"2010","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","59180","","","","0"
"2011","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","60820","","","","0"
"2012","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","62420","","","","0"
"2013","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","64340","","","","0"
"2014","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","66360","","","","0"
"2015","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","68670","","","","0"
"2016","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","69520","","","","0"
"2017","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","71630","","","","0"
"2018","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","74610","","","","0"
"2019","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","77110","","","","0"
"2020","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","81160","","","","0"
"2021","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","82220","","","","0"
"2022","Ontario","2016A000235","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21258952","16.1.7.23","85620","","","","0"
"2000","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","27200","","","","0"
"2001","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","29600","","","","0"
"2002","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","30500","","","","0"
"2003","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","30800","","","","0"
"2004","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","31800","","","","0"
"2005","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","31300","","","","0"
"2006","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","34300","","","","0"
"2007","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","35630","","","","0"
"2008","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","36840","","","","0"
"2009","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","36780","","","","0"
"2010","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","38300","","","","0"
"2011","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","38440","","","","0"
"2012","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","39340","","","","0"
"2013","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","40150","","","","0"
"2014","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","42290","","","","0"
