"REF_DATE","GEO","DGUID","Age (15C)","Gender (3)","Statistics (2)","Religion (25)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Quebec","2021A000224","Total - Age","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.1.2.1.25","1197650","","","","0"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Total - Religion","","0","units","0","","26.1.2.2.1","11.4","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Buddhist","","0","units","0","","26.1.2.2.2","0.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Christian","","0","units","0","","26.1.2.2.3","7.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Hindu","","0","units","0","","26.1.2.2.19","0.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Jewish","","0","units","0","","26.1.2.2.20","0.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Muslim","","0","units","0","","26.1.2.2.21","0.6","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Sikh","","0","units","0","","26.1.2.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.1.2.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.1.2.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","Total - Age","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.1.2.2.25","3.3","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Total - Religion","","0","units","0","","26.1.3.1.1","4181625","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Buddhist","","0","units","0","","26.1.3.1.2","26980","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Christian","","0","units","0","","26.1.3.1.3","2788855","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Hindu","","0","units","0","","26.1.3.1.19","22340","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Jewish","","0","units","0","","26.1.3.1.20","43065","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Muslim","","0","units","0","","26.1.3.1.21","203460","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Sikh","","0","units","0","","26.1.3.1.22","10960","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.1.3.1.23","1890","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.1.3.1.24","14010","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.1.3.1.25","1070065","","","","0"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Total - Religion","","0","units","0","","26.1.3.2.1","11.5","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Buddhist","","0","units","0","","26.1.3.2.2","0.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Christian","","0","units","0","","26.1.3.2.3","7.7","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Hindu","","0","units","0","","26.1.3.2.19","0.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Jewish","","0","units","0","","26.1.3.2.20","0.1","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Muslim","","0","units","0","","26.1.3.2.21","0.6","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Sikh","","0","units","0","","26.1.3.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.1.3.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.1.3.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","Total - Age","Women+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.1.3.2.25","2.9","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Total - Religion","","0","units","0","","26.2.1.1.1","1389755","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Buddhist","","0","units","0","","26.2.1.1.2","4655","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Christian","","0","units","0","","26.2.1.1.3","654185","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Hindu","","0","units","0","","26.2.1.1.19","7925","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Jewish","","0","units","0","","26.2.1.1.20","17000","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Muslim","","0","units","0","","26.2.1.1.21","121510","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Sikh","","0","units","0","","26.2.1.1.22","3320","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.2.1.1.23","1000","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.2.1.1.24","2995","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","2021 Counts","No religion and secular perspectives","","0","units","0","","26.2.1.1.25","577155","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Total - Religion","","0","units","0","","26.2.1.2.1","3.8","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Buddhist","","0","units","0","","26.2.1.2.2","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Christian","","0","units","0","","26.2.1.2.3","1.8","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Hindu","","0","units","0","","26.2.1.2.19","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Jewish","","0","units","0","","26.2.1.2.20","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Muslim","","0","units","0","","26.2.1.2.21","0.3","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Sikh","","0","units","0","","26.2.1.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.2.1.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.2.1.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Total - Gender","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.2.1.2.25","1.6","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Total - Religion","","0","units","0","","26.2.2.1.1","712340","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Buddhist","","0","units","0","","26.2.2.1.2","2315","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Christian","","0","units","0","","26.2.2.1.3","333385","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Hindu","","0","units","0","","26.2.2.1.19","4045","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Jewish","","0","units","0","","26.2.2.1.20","8685","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Muslim","","0","units","0","","26.2.2.1.21","62330","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Sikh","","0","units","0","","26.2.2.1.22","1715","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.2.2.1.23","535","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.2.2.1.24","1510","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.2.2.1.25","297830","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Total - Religion","","0","units","0","","26.2.2.2.1","2.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Buddhist","","0","units","0","","26.2.2.2.2","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Christian","","0","units","0","","26.2.2.2.3","0.9","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Hindu","","0","units","0","","26.2.2.2.19","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Jewish","","0","units","0","","26.2.2.2.20","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Muslim","","0","units","0","","26.2.2.2.21","0.2","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Sikh","","0","units","0","","26.2.2.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.2.2.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.2.2.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.2.2.2.25","0.8","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Total - Religion","","0","units","0","","26.2.3.1.1","677410","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Buddhist","","0","units","0","","26.2.3.1.2","2345","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Christian","","0","units","0","","26.2.3.1.3","320800","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Hindu","","0","units","0","","26.2.3.1.19","3875","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Jewish","","0","units","0","","26.2.3.1.20","8320","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Muslim","","0","units","0","","26.2.3.1.21","59180","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Sikh","","0","units","0","","26.2.3.1.22","1610","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.2.3.1.23","460","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.2.3.1.24","1490","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.2.3.1.25","279330","","","","0"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Total - Religion","","0","units","0","","26.2.3.2.1","1.9","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Buddhist","","0","units","0","","26.2.3.2.2","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Christian","","0","units","0","","26.2.3.2.3","0.9","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Hindu","","0","units","0","","26.2.3.2.19","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Jewish","","0","units","0","","26.2.3.2.20","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Muslim","","0","units","0","","26.2.3.2.21","0.2","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Sikh","","0","units","0","","26.2.3.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.2.3.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.2.3.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","0 to 14 years","Women+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.2.3.2.25","0.8","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Total - Religion","","0","units","0","","26.3.1.1.1","6918730","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Buddhist","","0","units","0","","26.3.1.1.2","43710","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Christian","","0","units","0","","26.3.1.1.3","4731050","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Hindu","","0","units","0","","26.3.1.1.19","39470","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Jewish","","0","units","0","","26.3.1.1.20","67530","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Muslim","","0","units","0","","26.3.1.1.21","300200","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Sikh","","0","units","0","","26.3.1.1.22","20030","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.3.1.1.23","2795","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.3.1.1.24","23385","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","2021 Counts","No religion and secular perspectives","","0","units","0","","26.3.1.1.25","1690560","","","","0"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Total - Religion","","0","units","0","","26.3.1.2.1","19.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Buddhist","","0","units","0","","26.3.1.2.2","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Christian","","0","units","0","","26.3.1.2.3","13.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Hindu","","0","units","0","","26.3.1.2.19","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Jewish","","0","units","0","","26.3.1.2.20","0.2","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Muslim","","0","units","0","","26.3.1.2.21","0.8","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Sikh","","0","units","0","","26.3.1.2.22","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.3.1.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.3.1.2.24","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Total - Gender","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.3.1.2.25","4.7","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Total - Religion","","0","units","0","","26.3.2.1.1","3414515","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Buddhist","","0","units","0","","26.3.2.1.2","19075","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Christian","","0","units","0","","26.3.2.1.3","2262995","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Hindu","","0","units","0","","26.3.2.1.19","21000","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Jewish","","0","units","0","","26.3.2.1.20","32790","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Muslim","","0","units","0","","26.3.2.1.21","155925","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Sikh","","0","units","0","","26.3.2.1.22","10670","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.3.2.1.23","1360","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.3.2.1.24","10860","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.3.2.1.25","899820","","","","0"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Total - Religion","","0","units","0","","26.3.2.2.1","9.4","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Buddhist","","0","units","0","","26.3.2.2.2","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Christian","","0","units","0","","26.3.2.2.3","6.2","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Hindu","","0","units","0","","26.3.2.2.19","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Jewish","","0","units","0","","26.3.2.2.20","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Muslim","","0","units","0","","26.3.2.2.21","0.4","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Sikh","","0","units","0","","26.3.2.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.3.2.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.3.2.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.3.2.2.25","2.5","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Total - Religion","","0","units","0","","26.3.3.1.1","3504210","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Buddhist","","0","units","0","","26.3.3.1.2","24635","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Christian","","0","units","0","","26.3.3.1.3","2468055","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Hindu","","0","units","0","","26.3.3.1.19","18465","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Jewish","","0","units","0","","26.3.3.1.20","34740","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Muslim","","0","units","0","","26.3.3.1.21","144270","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Sikh","","0","units","0","","26.3.3.1.22","9355","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.3.3.1.23","1430","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.3.3.1.24","12525","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.3.3.1.25","790735","","","","0"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Total - Religion","","0","units","0","","26.3.3.2.1","9.6","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Buddhist","","0","units","0","","26.3.3.2.2","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Christian","","0","units","0","","26.3.3.2.3","6.8","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Hindu","","0","units","0","","26.3.3.2.19","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Jewish","","0","units","0","","26.3.3.2.20","0.1","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Muslim","","0","units","0","","26.3.3.2.21","0.4","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Sikh","","0","units","0","","26.3.3.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.3.3.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.3.3.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","15 years and over","Women+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.3.3.2.25","2.2","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Total - Religion","","0","units","0","","26.4.1.1.1","884210","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Buddhist","","0","units","0","","26.4.1.1.2","4485","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Christian","","0","units","0","","26.4.1.1.3","486600","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Hindu","","0","units","0","","26.4.1.1.19","7790","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Jewish","","0","units","0","","26.4.1.1.20","10670","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Muslim","","0","units","0","","26.4.1.1.21","59165","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Sikh","","0","units","0","","26.4.1.1.22","6175","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.4.1.1.23","600","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.4.1.1.24","3030","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","2021 Counts","No religion and secular perspectives","","0","units","0","","26.4.1.1.25","305690","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Total - Religion","","0","units","0","","26.4.1.2.1","2.4","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Buddhist","","0","units","0","","26.4.1.2.2","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Christian","","0","units","0","","26.4.1.2.3","1.3","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Hindu","","0","units","0","","26.4.1.2.19","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Jewish","","0","units","0","","26.4.1.2.20","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Muslim","","0","units","0","","26.4.1.2.21","0.2","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Sikh","","0","units","0","","26.4.1.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.4.1.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.4.1.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Total - Gender","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.4.1.2.25","0.8","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Total - Religion","","0","units","0","","26.4.2.1.1","452290","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Buddhist","","0","units","0","","26.4.2.1.2","2115","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Christian","","0","units","0","","26.4.2.1.3","249735","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Hindu","","0","units","0","","26.4.2.1.19","4380","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Jewish","","0","units","0","","26.4.2.1.20","5475","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Muslim","","0","units","0","","26.4.2.1.21","30845","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Sikh","","0","units","0","","26.4.2.1.22","3315","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","26.4.2.1.23","315","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","26.4.2.1.24","1290","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","26.4.2.1.25","154820","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Total - Religion","","0","units","0","","26.4.2.2.1","1.2","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Buddhist","","0","units","0","","26.4.2.2.2","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Christian","","0","units","0","","26.4.2.2.3","0.7","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Hindu","","0","units","0","","26.4.2.2.19","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Jewish","","0","units","0","","26.4.2.2.20","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Muslim","","0","units","0","","26.4.2.2.21","0.1","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Sikh","","0","units","0","","26.4.2.2.22","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","26.4.2.2.23","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","26.4.2.2.24","0.0","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","26.4.2.2.25","0.4","","","","1"
"2021","Quebec","2021A000224","15 to 24 years","Women+","2021 Counts","Total - Religion","","0","units","0","","26.4.3.1.1","431920","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Women+","2021 Counts","Buddhist","","0","units","0","","26.4.3.1.2","2370","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Women+","2021 Counts","Christian","","0","units","0","","26.4.3.1.3","236870","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Women+","2021 Counts","Hindu","","0","units","0","","26.4.3.1.19","3405","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Women+","2021 Counts","Jewish","","0","units","0","","26.4.3.1.20","5195","","","","0"
"2021","Quebec","2021A000224","15 to 24 years","Women+","2021 Counts","Muslim","","0","units","0","","26.4.3.1.21","28320","","","","0"
