"Entry","Name","Origin","Source","Lat","Lon","CollDate","CollDate_Group","a","b","c","DTF_Cluster","DTF_PC1","DTF_PC2","DTF_PC3","myG_PC1","myG_PC2","myG_PC3","STR_Group","G1","G2","G3","G4","G5","G6","G7","G8","Region","SubRegion","ISO3","Country_Lat","Country_Lon","Size","SeedMass1000","diameter","CotyledonColor","TestaColor","TestaPattern","BlackTesta","Urls"
158,"PI 273664 LSP AGL","Ethiopia","USDA",9.58333333,41.86666667,1961,"1960-1980",-0.0216071274890688,0.000301793559044358,0.00233126102468092,6,3.64860108698738,-1.82376088290874,0.0245390758387652,262.203299839702,14.5882070762271,-220.867769276198,"G4",0,0,0,1,0,0,0,0,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,NA,27.8790697674419,0.41,"Red","Grey","Dotted","Pattern","https://purl.org/germplasm/id/1d6886f4-f6db-43ca-9767-fe3d7a31983a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818433;http://grs.icarda.org/accessions/?IG=247"
159,"PI 280686 AGL","Egypt","USDA",NA,NA,1962,"1960-1980",-0.0191901071059357,0.000544864327648067,0.00204847357728953,2,-5.33729916079256,0.644801679010427,-0.346159518383143,-67.4616973773231,-236.901218658332,-7.23427675073667,"Mix",0.010298,0,0,0.062843,0.746979,0,0.179881,0,"Africa","Northern Africa","EGY",26.49593108,29.8618993,"M",36.9102990033223,0.486,"Red","Grey","Absent","Absent","https://purl.org/germplasm/id/ab31b795-eb81-4212-aef1-96340d1f2f50;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1208845;http://grs.icarda.org/accessions/?IG=784"
160,"PI 283604 LSP AGL","Portugal","USDA",NA,NA,1962,"1960-1980",-0.0182498256104304,0.00025108122920829,0.00212277039698593,7,2.95679755250662,0.0511149152106857,1.39640079398564,-208.354312389599,-143.936564653742,-19.2371476698117,"G7",0,0,0,0,0,0,1,0,"Europe","Southern Europe","PRT",39.59550247,-8.50105506,"XL",69.0576923076923,0.655,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/13025662-de41-4a73-9e47-322afacf5430;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818435;http://grs.icarda.org/accessions/?IG=1918"
161,"PI 289066 AGL","Czech Republic","USDA",NA,NA,1963,"1960-1980",-0.0143645523935522,0.00025905343162162,0.00173704883314431,8,6.62503290496839,2.58363253095195,1.89797723003281,-98.0311714389203,-320.05069694644,10.7208519570055,"G5",0,0,0,0,0.957217,0,0.042783,0,"Europe","Eastern Europe","CZE",49.69,15.6,"M",40.0125313283208,0.426,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/dd82bc57-6444-4d11-b0e8-8e224b5a92c5;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1218721;http://grs.icarda.org/accessions/?IG=521"
162,"PI 289073 LSP AGL","Hungary","USDA",NA,NA,1963,"1960-1980",-0.0186422807800522,0.000356380188291917,0.00202711442529312,7,2.66148113122426,0.812502220547732,-0.244610277855432,-160.566542896805,201.623722023704,-9.03960142871432,"G8",0,0,0,0,0,0,0,1,"Europe","Eastern Europe","HUN",47.16277712,19.39559381,"M",31.8814139110604,0.456,"Yellow","Dark Green","Marbled","Pattern","https://purl.org/germplasm/id/154519c2-7aad-457e-9ac7-804be81e0d19;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818438;http://grs.icarda.org/accessions/?IG=4894"
163,"PI 289079 LSP AGL","Egypt","USDA",NA,NA,1963,"1960-1980",-0.0179774561937878,0.000318636789087645,0.00199160896873608,7,4.01996513601132,1.15534409950996,0.0618698993667954,-163.173477223803,185.011043364306,-6.74415720190752,"G8",0,0,0,0,0,0,0,1,"Africa","Northern Africa","EGY",26.49593108,29.8618993,"L",33.5398230088496,0.501,"Yellow","Dark Green","Marbled","Pattern","https://purl.org/germplasm/id/0e20d23a-d0e8-432f-91e1-16df79248c6f;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818440;http://grs.icarda.org/accessions/?IG=702"
164,"PI 290716 LSP AGL","Unknown","USDA",NA,NA,1963,"1960-1980",-0.0198670677047517,0.000358526190944522,0.00213967324894538,7,2.21592673627238,-0.162922682374585,0.251842434550358,271.005221293068,12.5773801696148,74.5157667190349,"G6",0,0,0,0,0,1,0,0,"Other","Other",NA,NA,NA,"M",33.9245283018868,0.405,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/33d7133c-a346-4173-839a-1c84fcbb7508;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818441;http://grs.icarda.org/accessions/?IG=1921"
165,"PI 297285 LSP AGL","Argentina","USDA",NA,NA,1964,"1960-1980",-0.0177544063385113,0.00036265712181028,0.00196287646503173,7,1.80223675172324,1.46174446829727,0.0607615743391099,-194.007508465244,66.4899925408303,-3.27600512137757,"Mix",0,0,0,0,0,0,0.382212,0.617788,"Americas","South America","ARG",-35.38135347,-65.17980881,"L",51.2481857764877,0.543,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/15489326-fae7-4476-aec1-3801e89bed7a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818443;http://grs.icarda.org/accessions/?IG=269"
166,"PI 297287 AGL","Argentina","USDA",NA,NA,1964,"1960-1980",-0.0197798114361522,0.000294935375245688,0.00221246128795329,6,1.71559820355137,-0.249516947357251,0.212438129300726,-175.811592500943,-9.94011593028913,-6.05813626133732,"Mix",0,0,0,0,0,0,0.647182,0.352818,"Americas","South America","ARG",-35.38135347,-65.17980881,"XL",65.1449275362319,0.64,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/2262305e-2043-4339-b771-3898ced9343e;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1224845;http://grs.icarda.org/accessions/?IG=270"
167,"PI 297754 LSP AGL","Greece","USDA",39.63333333,22.41666667,1964,"1960-1980",-0.0213774183055505,0.000410813743096056,0.00219719729442544,6,2.33750423698242,-0.48456637739288,-1.52296718534549,-127.888390721994,208.202475280691,-1.80345173178,"G8",0,0,0,0,0,0,0,1,"Europe","Southern Europe","GRC",39.07466973,22.95556207,"M",29.8201798201798,0.433,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/b8147a46-9c63-400c-92ef-3d0adbfb9fb8;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818446;http://grs.icarda.org/accessions/?IG=286"
168,"PI 297767 AGL","Greece","USDA",NA,NA,1964,"1960-1980",-0.0184459844980908,0.000273315352829186,0.00209845474513577,7,3.79692533774788,0.0210166940775844,1.05797499119666,-178.822959617648,-212.284365618576,-8.00211753534871,"G7",0,0,0,0,0.048852,0,0.951148,0,"Europe","Southern Europe","GRC",39.07466973,22.95556207,"XL",69.3835616438356,0.657,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/2311f896-2602-4ba9-98b3-58f40fb11d06;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225038;http://grs.icarda.org/accessions/?IG=299"
169,"PI 297772 LSP AGL","Greece","USDA",NA,NA,1964,"1960-1980",-0.0186002235877103,0.000211791371626599,0.00222115074910792,7,2.1994838043206,-0.648345198754042,2.15711686994129,59.1251296771679,36.3020542199516,-37.7433798767072,"G2",0,1,0,0,0,0,0,0,"Europe","Southern Europe","GRC",39.07466973,22.95556207,"S",37.8145695364238,0.391,"Red","Grey","Dotted","Pattern","https://purl.org/germplasm/id/6b634a38-56f9-4f2e-98b7-4982c8d8b6b2;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818448;http://grs.icarda.org/accessions/?IG=304"
170,"PI 297783 AGL","Ethiopia","USDA",NA,NA,1964,"1960-1980",-0.0206234192013008,0.000515072840489505,0.00223118324331961,2,-6.56338584017137,-0.186907575741251,0.25067182467305,-73.5858878414806,-331.28502896174,11.194695392324,"G5",0,0,0,0,1,0,0,0,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"M",31.1379800853485,0.442,"Red","Brown","Dotted;Spotted","Pattern","https://purl.org/germplasm/id/612fd45c-df9f-459b-8794-ea4dfb1bbbde;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225054;http://grs.icarda.org/accessions/?IG=315"
171,"PI 297787 LSP AGL","Russia","USDA",NA,NA,1964,"1960-1980",-0.0224124913147955,0.000396197724650966,0.00232569195326115,6,1.06493407744034,-1.36114299771763,-1.11517177644598,220.892477313253,10.3979780441152,88.2681144454006,"G6",0,0,0,0,0,1,0,0,"Europe","Eastern Europe","RUS",58.9,51.31,"S",29.0264650283554,0.397,"Red","Tan","Dotted","Pattern","https://purl.org/germplasm/id/a49a998c-9407-42bb-ae94-6487607e8ac9;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818449;http://grs.icarda.org/accessions/?IG=319"
172,"PI 298023 LSP AGL","Turkey","USDA",40.7,36.61666667,1964,"1960-1980",-0.0233029781169147,0.000478885393511562,0.00233333308569619,4,-0.215109781807384,-1.3691456744165,-1.49653374435073,-13.2082179826861,41.5647953166981,46.3930829472357,"G1",0.895947,0,0,0,0,0,0.104053,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"XL",65.9049360146252,0.644,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/982dc550-684b-431e-8cf0-41b00326be2e;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818451;http://grs.icarda.org/accessions/?IG=1923"
173,"PI 298121 LSP AGL","France","USDA",NA,NA,1964,"1960-1980",-0.0201158156141274,0.00055259282968101,0.00200983757932141,3,-1.27312855050123,0.437126546754035,-1.24778614425561,-125.104542540283,109.212130796407,-26.3187065611742,"Mix",0,0.029901,0,0,0,0,0.221651,0.748449,"Europe","Western Europe","FRA",46.18700581,2.53618475,"M",43.768115942029,0.404,"Red/Yellow","Mixed","Mixed","Pattern","https://purl.org/germplasm/id/32560f25-d7ab-4822-9599-df9ec87a6bfe;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818452;http://grs.icarda.org/accessions/?IG=335"
174,"PI 298122 LSP AGL","France","USDA",48.33333333,-1.16666667,1964,"1960-1980",-0.0186030812438115,0.000380550919530965,0.00199686545858315,7,2.39250996494358,1.1597071439615,-0.665940090345302,-164.411534474334,186.550835157742,-1.74971043828955,"G8",0,0,0,0,0,0,0,1,"Europe","Western Europe","FRA",46.18700581,2.53618475,"M",34.6125907990315,0.453,"Yellow","Dark Green","Marbled","Pattern","https://purl.org/germplasm/id/a26bf48f-baf9-4cd7-bf26-e868fc498bfb;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818453;http://grs.icarda.org/accessions/?IG=336"
175,"PI 298357 LSP AGL","Egypt","USDA",NA,NA,1964,"1960-1980",-0.0227131287406332,0.000532568482896143,0.00223107275994386,4,-0.0495774778003585,-1.09010436946705,-1.90809271383129,26.9850136054152,121.282743899641,40.1981801953611,"G1",0.802846,0.001066,0,0,0,0,0,0.196088,"Africa","Northern Africa","EGY",26.49593108,29.8618993,"M",30.2062868369352,0.409,"Red","Brown","Absent","Mottle","https://purl.org/germplasm/id/0bb8a401-c911-4d27-9105-6e2d5c77f8e6;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818454;http://grs.icarda.org/accessions/?IG=337"
176,"PI 298631 LSP AGL","Peru","USDA",-12.25,-74.75,1964,"1960-1980",-0.0174236217685476,0.000367053921273515,0.00188186571656817,8,4.82381043574436,1.23653475637934,-0.0304023658681872,-185.394084055096,-127.1318443164,-17.8982646977151,"G7",0,0,0,0,0,0,1,0,"Americas","South America","PER",-9.15280281,-74.38242889,"XL",69.7959183673469,0.621,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/6d9a5368-0902-40bd-9fcd-fab4e717e031;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818455;http://grs.icarda.org/accessions/?IG=338"
177,"PI 298644 LSP AGL","Spain","USDA",NA,NA,1964,"1960-1980",-0.0159056713373999,0.000351744816262047,0.00177630334179069,8,4.8758711268111,2.21738855156204,0.636588624959155,-185.562014503598,-82.5012944921031,-10.9273344752697,"G7",0,0,0,0,0,0,0.857244,0.142756,"Europe","Southern Europe","ESP",40.24448626,-3.64754874,"XL",68.9804772234273,0.644,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/08b67f3b-f817-497c-b474-a51d7df82885;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818456;http://grs.icarda.org/accessions/?IG=339"
178,"PI 298645 AGL","Spain","USDA",NA,NA,1964,"1960-1980",-0.0184703443344913,0.000347169165180703,0.00203681575614166,7,1.58558988464305,1.11630430379063,-0.199779759461839,-141.332972017775,5.57530435254848,-24.7235820322878,"Mix",0,0,0,0,0,0,0.578172,0.421827,"Europe","Southern Europe","ESP",40.24448626,-3.64754874,"L",55.2370689655172,0.561,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/d384eb14-ec49-430f-978b-00a6d3ab2d73;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225542;http://grs.icarda.org/accessions/?IG=340"
179,"PI 298921 AGL","Italy","USDA",NA,NA,1964,"1960-1980",-0.0182943017757939,0.000221423964159534,0.00219951947381785,5,1.57541966449453,-0.455639824259558,2.20007581478653,-154.63454795233,-37.875604414017,-3.02688984658118,"Mix",0,0,0,0,0,0,0.675222,0.324778,"Europe","Southern Europe","ITA",42.79663568,12.07000946,"XL",68.6642599277978,0.606,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/0c94c75c-7506-4b1b-a048-ccdb0c44182a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225805;http://grs.icarda.org/accessions/?IG=341"
180,"PI 298922 LSP AGL","Italy","USDA",NA,NA,1964,"1960-1980",-0.0201266074484762,0.000324782439945891,0.00217393382506964,6,4.23511933259074,-0.990517699294263,0.235214370209079,-117.947439054314,106.942123975594,-24.508855256624,"Mix",0,0.055789,0,0,0,0,0.178876,0.765335,"Europe","Southern Europe","ITA",42.79663568,12.07000946,"S",31.1921965317919,0.387,"Red","Grey","Mottle1","Mottle","https://purl.org/germplasm/id/5ba7ae07-fb62-40f0-8073-95161d44eb04;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818459;http://grs.icarda.org/accessions/?IG=342"
181,"PI 298923 LSP AGL","Italy","USDA",NA,NA,1964,"1960-1980",-0.0231234655932154,0.000416405392003319,0.00236671713343601,4,1.13759989574219,-1.88027185474087,-1.10058080108123,-21.8454632960468,33.0026284246501,40.2361961317921,"G1",0.842837,0,0,0,0,0,0.157163,0,"Europe","Southern Europe","ITA",42.79663568,12.07000946,"M",65.7244655581948,0.457,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/6ccd8e92-a45a-4285-854a-17e1f8fe000e;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818460;http://grs.icarda.org/accessions/?IG=343"
182,"PI 299116 LSP AGL","Mexico","USDA",NA,NA,1964,"1960-1980",-0.0212722857808799,0.000391399887804928,0.00227180440814261,4,-0.553231865603989,-0.655930419674047,-0.449509903504276,-152.560118749209,132.803404568623,-18.2957274252621,"G8",0,0,0,0,0,0,0.157089,0.842911,"Americas","Central America","MEX",23.94753932,-102.52345042,"S",30.9385382059801,0.395,"Yellow","Dark Green","Marbled","Pattern","https://purl.org/germplasm/id/aa8e2270-814c-4be8-bb3a-3b5d0422b60c;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818462;http://grs.icarda.org/accessions/?IG=347"
183,"PI 299120 LSP AGL","Mexico","USDA",NA,NA,1964,"1960-1980",-0.0195635324036859,0.000508793543426432,0.00203767459956072,3,-1.84320707446241,0.173904216023062,-0.328987261043204,-148.006912518162,59.7946505838232,-27.6886283182371,"Mix",0,0,0,0,0,0,0.403501,0.596499,"Americas","Central America","MEX",23.94753932,-102.52345042,"S",38.3379501385042,0.374,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/83efe431-40f9-4b71-8053-7359334d2135;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818463;http://grs.icarda.org/accessions/?IG=351"
184,"PI 299121 LSP AGL","Mexico","USDA",NA,NA,1964,"1960-1980",-0.0197897486682782,0.000417684138836701,0.00218402555552482,2,-3.0954201524747,-0.082908092036351,0.409049933335103,-145.095033420291,55.5569948356199,-22.408140098521,"Mix",0,0,0,0,0,0,0.385979,0.614021,"Americas","Central America","MEX",23.94753932,-102.52345042,"L",39.0142517814727,0.519,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/020392c1-78e9-4d8d-a0f5-a20cac522952;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818464;http://grs.icarda.org/accessions/?IG=352"
185,"PI 299126 LSP AGL","Mexico","USDA",NA,NA,1964,"1960-1980",-0.0217364878747538,0.000275067795938862,0.00248895137308637,5,-2.3920798632401,-1.38464998709547,0.881793724409368,-145.252117795806,97.4594746749472,-23.894970177436,"Mix",0,0,0,0,0,0,0.28669,0.71331,"Americas","Central America","MEX",23.94753932,-102.52345042,"M",36.7256637168142,0.439,"Red/Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/581bfd3b-bd28-48cc-a08b-a42117132833;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818465;http://grs.icarda.org/accessions/?IG=357"
186,"PI 299163 LSP AGL","Chile","USDA",-36.6,-72.11666667,1964,"1960-1980",-0.0193824808192732,0.000281843673378812,0.00218387770145925,7,3.10656564516036,-0.598187023947875,0.508754771564655,-195.910401702876,-102.824050758198,-11.8892672233697,"G7",0,0,0,0,0,0,0.91632,0.08368,"Americas","South America","CHL",-37.73069754,-71.38255879,"XL",71.0364683301344,0.655,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/45fc33e7-638c-4c62-ae80-c254c245acbb;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818468;http://grs.icarda.org/accessions/?IG=973"
187,"PI 299164 LSP AGL","Chile","USDA",-36.6,-72.11666667,1964,"1960-1980",-0.0204431191490778,0.000320228723425862,0.00225948254991043,4,0.654725251660574,-0.565021902451757,0.0427878071119425,-182.113695999285,-12.0675467579022,-4.83444213568278,"Mix",0,0,0,0,0,0,0.664743,0.335257,"Americas","South America","CHL",-37.73069754,-71.38255879,"L",63.8049713193117,0.599,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/277116b7-1f5a-41e7-bd23-5774eb5807fd;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818469;http://grs.icarda.org/accessions/?IG=899"
188,"PI 299165 AGL","Chile","USDA",-36.6,-72.11666667,1964,"1960-1980",-0.0195915276571836,0.000243019730866271,0.00225530131436682,7,2.48566083227668,-0.845837414215636,1.30247561876175,-189.688916083014,-84.5947278080465,-21.0497673586709,"G7",0,0,0,0,0,0,0.833003,0.166997,"Americas","South America","CHL",-37.73069754,-71.38255879,"XL",59.8257839721254,0.611,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/675cb4d1-e317-48b7-97c4-cbf0db495180;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225947;http://grs.icarda.org/accessions/?IG=1924"
189,"PI 299177 LSP AGL","Chile","USDA",-36.6,-72.11666667,1964,"1960-1980",-0.0213079969060841,0.000279170907362239,0.00235791076978946,6,1.84535993791841,-1.31850568775123,0.255351986156514,-201.517228535885,-19.1113725449754,-7.28050599111205,"Mix",0,0,0,0,0,0,0.660101,0.339899,"Americas","South America","CHL",-37.73069754,-71.38255879,"XL",60.9911894273128,0.621,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/9f4e3290-a477-40e7-83df-6fec046cfdc4;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818471;http://grs.icarda.org/accessions/?IG=374"
190,"PI 299237 LSP AGL","Chile","USDA",-36.6,-72.11666667,1964,"1960-1980",-0.0199681990512551,0.000427456669180445,0.00211144331174753,4,-0.185482220712786,-0.155009419074857,-0.371592024385635,84.7493249701412,-44.4256017812211,116.372795134579,"Mix",0,0,0.591616,0,0,0,0.366697,0.041687,"Americas","South America","CHL",-37.73069754,-71.38255879,"M",46.40625,0.463,"Red","Green","Mottle0","Mottle","https://purl.org/germplasm/id/26858100-8d64-4692-94bd-54b8cdfcafc4;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818474;http://grs.icarda.org/accessions/?IG=995"
191,"PI 299289 AGL","Chile","USDA",-36.6,-72.11666667,1964,"1960-1980",-0.0185546195021243,0.000422839497538893,0.00195629476890916,7,1.90028971185638,1.56186324337973,-0.65769617912955,-39.2279625962864,99.8404291643018,12.0207495862456,"Mix",0.573407,0,0,0,0,0,0.063895,0.362697,"Americas","South America","CHL",-37.73069754,-71.38255879,"M",45.8656036446469,0.467,"Red","Grey","Absent","Absent","https://purl.org/germplasm/id/e449edaa-8edf-4066-a6be-1dba26a49d7d;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1226056"
192,"PI 299312 AGL","Chile","USDA",-33.93333333,-71.8,1964,"1960-1980",-0.0175555864616664,0.000340575457004576,0.00195685896546863,7,2.3867237722263,1.50328494338956,-0.222184276424773,-196.297395860434,-132.120631648952,-16.2303275852657,"G7",0,0,0,0,0,0,1,0,"Americas","South America","CHL",-37.73069754,-71.38255879,"XL",69.718574108818,0.671,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/a6017205-6d4d-4595-b4a0-6260c3043fc2;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1226076;http://grs.icarda.org/accessions/?IG=435"
193,"PI 299345 AGL","Chile","USDA",-35.05,-71.55,1964,"1960-1980",-0.0176044765020465,0.00024697196541989,0.00207953852326773,7,2.83876171184236,0.362852717446487,1.95902891780362,-205.509468631714,-137.26643419531,-17.4820810690948,"G7",0,0,0,0,0,0,1,0,"Americas","South America","CHL",-37.73069754,-71.38255879,"XL",64.4856661045531,0.67,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/6ea4f8f2-2d44-4f56-b0d5-3e05cd0ad649;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1226108;http://grs.icarda.org/accessions/?IG=454"
194,"PI 299351 LSP AGL","Chile","USDA",-37.88333333,-71.18333333,1964,"1960-1980",-0.0207887960567993,0.000388843300934709,0.00219887470087104,6,1.34585433776463,-0.676934193669416,-0.664821176175102,276.314794186436,-19.111758406151,229.890982593391,"G3",0,0,1,0,0,0,0,0,"Americas","South America","CHL",-37.73069754,-71.38255879,"S",34.7083333333333,0.369,"Red","Grey","Absent","Absent","https://purl.org/germplasm/id/580efde9-bb9d-4156-a263-c81cdba49542;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818482"
195,"PI 299366 LSP AGL","Chile","USDA",-33.45,-70.66666667,1964,"1960-1980",-0.0173524966158847,0.000188532256248716,0.00216611279068278,5,1.16939460634666,0.285062426160833,2.53404689928025,-183.136502629333,-87.4557489932672,-20.1642903014742,"G7",0,0,0,0,0,0,0.846073,0.153927,"Americas","South America","CHL",-37.73069754,-71.38255879,"L",61.9646017699115,0.562,"Yellow","Grey","Absent","Absent","https://purl.org/germplasm/id/1ac842fe-a35b-47b5-b4ec-ecc45fd79fe0;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818484;http://grs.icarda.org/accessions/?IG=465"
196,"PI 299375 LSP AGL","Chile","USDA",-33.45,-70.66666667,1964,"1960-1980",-0.0206223848730689,0.000285766229425127,0.00230321362648554,5,1.32496222926024,-0.978871479063408,0.492228367373851,-195.060626856102,-82.2289458422746,-15.3529051904918,"G7",0,0,0,0,0,0,0.822279,0.177721,"Americas","South America","CHL",-37.73069754,-71.38255879,"XL",66.5055762081784,0.64,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/d099cc34-15cf-4f83-abb5-c7a7cfd86474;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818486;http://grs.icarda.org/accessions/?IG=469"
197,"PI 300250 LSP AGL","Syria","USDA",36.39,37.18,1964,"1960-1980",-0.0200461180462675,0.000265833220891788,0.00229468887548681,5,1.294159063486,-1.34378743022461,1.53853684362265,65.6915001695723,37.9887535906479,-43.1816388756865,"G2",0,1,0,0,0,0,0,0,"Asia","Western Asia","SYR",35.24,38.59,"S",37.9270833333333,0.385,"Red","Grey","Dotted","Pattern","https://purl.org/germplasm/id/0d384ddd-9d24-4df1-8a19-a4bcfd8ba594;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818487;http://grs.icarda.org/accessions/?IG=472"
198,"PI 302398 LSP AGL","Jordan","USDA",32.55555556,35.85,1964,"1960-1980",-0.0207632656469325,0.000394657958300108,0.00228381874286894,2,-2.49607475987303,-0.872900889443597,0.438460411335543,-130.850634057157,-138.568922841578,-23.2341007796636,"Mix",0,0.070202,0,0,0.131611,0,0.798187,0,"Asia","Western Asia","JOR",31.24579389,36.77137251,"M",62.8275862068965,0.471,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/c558dfc7-270e-4401-9718-5ba937e6cb68;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818489;http://grs.icarda.org/accessions/?IG=486"
199,"PI 308614 LSP AGL","Syria","USDA",NA,NA,1954,"1940-1960",-0.0184209695562885,0.000235124491032134,0.00217130235519941,7,2.43398116923504,-0.544149470652072,1.90053461216394,65.0106435340738,41.6995769451269,-41.0749282070996,"G2",0,1,0,0,0,0,0,0,"Asia","Western Asia","SYR",35.24,38.59,"S",38.6571879936809,0.392,"Red","Grey","Dotted","Pattern","https://purl.org/germplasm/id/a9191f31-85a9-4d59-89af-3feac9c84872;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818490;http://grs.icarda.org/accessions/?IG=493"
200,"PI 311107 LSP AGL","Guatemala","USDA",14.56666667,-90.73333333,1966,"1960-1980",-0.0183612600185926,0.000233690644824706,0.0021493365281382,7,3.35395219018809,-0.299076218182409,1.69132820441927,-194.419064249798,-180.315093715809,-16.3778371944583,"G7",0,0,0,0,0,0,1,0,"Americas","Central America","GTM",15.69404158,-90.36482288,"L",55.6507936507937,0.534,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/985f5089-6ce4-4430-9c0d-b1abb3efd4cd;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818491;http://grs.icarda.org/accessions/?IG=494"
201,"PI 312175 LSP AGL","Mexico","USDA",17.46666667,-97.23333333,1965,"1960-1980",-0.0178847340565511,0.000312239222470171,0.00199741003966559,7,4.14962281748361,0.56233366915257,0.818678043356469,-145.713192925538,158.93319446078,10.077416144984,"G8",0,0,0,0,0,0,0.039409,0.96059,"Americas","Central America","MEX",23.94753932,-102.52345042,"M",33.6285097192225,0.459,"Yellow","Green","Mottle0","Mottle","https://purl.org/germplasm/id/38776adc-375a-4707-8b94-f5fc64b0aced;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818492;http://grs.icarda.org/accessions/?IG=499"
202,"PI 320935 LSP AGL","Iran","USDA",NA,NA,1967,"1960-1980",-0.0248557063381518,0.000387771726307191,0.00256723921544764,4,0.12357491203904,-2.89428388261336,-0.893730602961946,120.399393744392,63.0012278857826,85.6062370254705,"G1",0.920491,0,0,0,0,0.079508,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"M",36.8652037617555,0.411,"Red","Green","Absent","Mottle","https://purl.org/germplasm/id/2fdcbed1-3b86-4794-aef7-580f03c3413d;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818493;http://grs.icarda.org/accessions/?IG=604"
