"Name","Location","Cluster","DTF"
"PI 273664 LSP AGL","Rosthern, Canada",6,44
"PI 273664 LSP AGL","Sutherland, Canada",6,52
"PI 280686 AGL","Bardiya, Nepal",2,97
"PI 280686 AGL","Bhopal, India",2,56
"PI 280686 AGL","Cordoba, Spain",2,101
"PI 280686 AGL","Jessore, Bangladesh",2,84
"PI 280686 AGL","Marchouch, Morocco",2,93
"PI 280686 AGL","Metaponto, Italy",2,131
"PI 280686 AGL","Rosthern, Canada",2,40
"PI 280686 AGL","Sutherland, Canada",2,45
"PI 283604 LSP AGL","Bardiya, Nepal",7,131
"PI 283604 LSP AGL","Bhopal, India",7,83
"PI 283604 LSP AGL","Cordoba, Spain",7,124
"PI 283604 LSP AGL","Jessore, Bangladesh",7,102
"PI 283604 LSP AGL","Marchouch, Morocco",7,118
"PI 283604 LSP AGL","Metaponto, Italy",7,140
"PI 283604 LSP AGL","Rosthern, Canada",7,46
"PI 283604 LSP AGL","Sutherland, Canada",7,54
"PI 289066 AGL","Bardiya, Nepal",8,142
"PI 289066 AGL","Bhopal, India",8,85
"PI 289066 AGL","Cordoba, Spain",8,126
"PI 289066 AGL","Jessore, Bangladesh",8,104
"PI 289066 AGL","Marchouch, Morocco",8,121
"PI 289066 AGL","Metaponto, Italy",8,143
"PI 289066 AGL","Rosthern, Canada",8,54
"PI 289066 AGL","Sutherland, Canada",8,59
"PI 289073 LSP AGL","Bardiya, Nepal",7,123
"PI 289073 LSP AGL","Bhopal, India",7,83
"PI 289073 LSP AGL","Cordoba, Spain",7,130
"PI 289073 LSP AGL","Jessore, Bangladesh",7,88
"PI 289073 LSP AGL","Marchouch, Morocco",7,127
"PI 289073 LSP AGL","Metaponto, Italy",7,141
"PI 289073 LSP AGL","Rosthern, Canada",7,48
"PI 289073 LSP AGL","Sutherland, Canada",7,54
"PI 289079 LSP AGL","Bardiya, Nepal",7,124
"PI 289079 LSP AGL","Bhopal, India",7,84
"PI 289079 LSP AGL","Cordoba, Spain",7,130
"PI 289079 LSP AGL","Jessore, Bangladesh",7,93
"PI 289079 LSP AGL","Marchouch, Morocco",7,130
"PI 289079 LSP AGL","Metaponto, Italy",7,144
"PI 289079 LSP AGL","Rosthern, Canada",7,49
"PI 289079 LSP AGL","Sutherland, Canada",7,56
"PI 290716 LSP AGL","Bardiya, Nepal",7,123
"PI 290716 LSP AGL","Bhopal, India",7,85
"PI 290716 LSP AGL","Cordoba, Spain",7,126
"PI 290716 LSP AGL","Jessore, Bangladesh",7,84
"PI 290716 LSP AGL","Marchouch, Morocco",7,118
"PI 290716 LSP AGL","Metaponto, Italy",7,141
"PI 290716 LSP AGL","Rosthern, Canada",7,46
"PI 290716 LSP AGL","Sutherland, Canada",7,52
"PI 297285 LSP AGL","Bardiya, Nepal",7,116
"PI 297285 LSP AGL","Bhopal, India",7,78
"PI 297285 LSP AGL","Cordoba, Spain",7,122
"PI 297285 LSP AGL","Jessore, Bangladesh",7,87
"PI 297285 LSP AGL","Marchouch, Morocco",7,121
"PI 297285 LSP AGL","Metaponto, Italy",7,141
"PI 297285 LSP AGL","Rosthern, Canada",7,48
"PI 297285 LSP AGL","Sutherland, Canada",7,54
"PI 297287 AGL","Bardiya, Nepal",6,122
"PI 297287 AGL","Bhopal, India",6,82
"PI 297287 AGL","Cordoba, Spain",6,121
"PI 297287 AGL","Jessore, Bangladesh",6,94
"PI 297287 AGL","Marchouch, Morocco",6,119
"PI 297287 AGL","Metaponto, Italy",6,140
"PI 297287 AGL","Rosthern, Canada",6,45
"PI 297287 AGL","Sutherland, Canada",6,52
"PI 297754 LSP AGL","Bardiya, Nepal",6,123
"PI 297754 LSP AGL","Bhopal, India",6,80
"PI 297754 LSP AGL","Cordoba, Spain",6,134
"PI 297754 LSP AGL","Jessore, Bangladesh",6,85
"PI 297754 LSP AGL","Marchouch, Morocco",6,130
"PI 297754 LSP AGL","Metaponto, Italy",6,144
"PI 297754 LSP AGL","Rosthern, Canada",6,46
"PI 297754 LSP AGL","Sutherland, Canada",6,50
"PI 297767 AGL","Bardiya, Nepal",7,130
"PI 297767 AGL","Bhopal, India",7,85
"PI 297767 AGL","Cordoba, Spain",7,126
"PI 297767 AGL","Jessore, Bangladesh",7,104
"PI 297767 AGL","Marchouch, Morocco",7,123
"PI 297767 AGL","Metaponto, Italy",7,141
"PI 297767 AGL","Rosthern, Canada",7,48
"PI 297767 AGL","Sutherland, Canada",7,54
"PI 297772 LSP AGL","Bardiya, Nepal",7,131
"PI 297772 LSP AGL","Bhopal, India",7,85
"PI 297772 LSP AGL","Cordoba, Spain",7,119
"PI 297772 LSP AGL","Jessore, Bangladesh",7,104
"PI 297772 LSP AGL","Marchouch, Morocco",7,109
"PI 297772 LSP AGL","Metaponto, Italy",7,139
"PI 297772 LSP AGL","Rosthern, Canada",7,44
"PI 297772 LSP AGL","Sutherland, Canada",7,51
"PI 297783 AGL","Bardiya, Nepal",2,104
"PI 297783 AGL","Bhopal, India",2,66
"PI 297783 AGL","Cordoba, Spain",2,99
"PI 297783 AGL","Jessore, Bangladesh",2,65
"PI 297783 AGL","Marchouch, Morocco",2,89
"PI 297783 AGL","Metaponto, Italy",2,120
"PI 297783 AGL","Rosthern, Canada",2,38
"PI 297783 AGL","Sutherland, Canada",2,42
"PI 297787 LSP AGL","Bardiya, Nepal",6,123
"PI 297787 LSP AGL","Bhopal, India",6,81
"PI 297787 LSP AGL","Cordoba, Spain",6,129
"PI 297787 LSP AGL","Jessore, Bangladesh",6,83
"PI 297787 LSP AGL","Marchouch, Morocco",6,121
"PI 297787 LSP AGL","Metaponto, Italy",6,143
"PI 297787 LSP AGL","Rosthern, Canada",6,45
"PI 297787 LSP AGL","Sutherland, Canada",6,49
"PI 298023 LSP AGL","Bardiya, Nepal",4,121
"PI 298023 LSP AGL","Bhopal, India",4,74
"PI 298023 LSP AGL","Cordoba, Spain",4,121
"PI 298023 LSP AGL","Jessore, Bangladesh",4,81
"PI 298023 LSP AGL","Marchouch, Morocco",4,119
"PI 298023 LSP AGL","Metaponto, Italy",4,141
"PI 298023 LSP AGL","Rosthern, Canada",4,41
"PI 298023 LSP AGL","Sutherland, Canada",4,47
"PI 298121 LSP AGL","Bardiya, Nepal",3,118
"PI 298121 LSP AGL","Bhopal, India",3,67
"PI 298121 LSP AGL","Cordoba, Spain",3,113
"PI 298121 LSP AGL","Jessore, Bangladesh",3,75
"PI 298121 LSP AGL","Marchouch, Morocco",3,116
"PI 298121 LSP AGL","Metaponto, Italy",3,139
"PI 298121 LSP AGL","Rosthern, Canada",3,45
"PI 298121 LSP AGL","Sutherland, Canada",3,48
"PI 298122 LSP AGL","Bardiya, Nepal",7,123
"PI 298122 LSP AGL","Bhopal, India",7,71
"PI 298122 LSP AGL","Cordoba, Spain",7,130
"PI 298122 LSP AGL","Jessore, Bangladesh",7,87
"PI 298122 LSP AGL","Marchouch, Morocco",7,128
"PI 298122 LSP AGL","Metaponto, Italy",7,143
"PI 298122 LSP AGL","Rosthern, Canada",7,48
"PI 298122 LSP AGL","Sutherland, Canada",7,54
"PI 298357 LSP AGL","Bardiya, Nepal",4,116
"PI 298357 LSP AGL","Bhopal, India",4,74
"PI 298357 LSP AGL","Cordoba, Spain",4,129
"PI 298357 LSP AGL","Jessore, Bangladesh",4,84
"PI 298357 LSP AGL","Marchouch, Morocco",4,128
"PI 298357 LSP AGL","Metaponto, Italy",4,144
"PI 298357 LSP AGL","Rosthern, Canada",4,43
"PI 298357 LSP AGL","Sutherland, Canada",4,46
"PI 298631 LSP AGL","Bardiya, Nepal",8,130
"PI 298631 LSP AGL","Bhopal, India",8,85
"PI 298631 LSP AGL","Cordoba, Spain",8,130
"PI 298631 LSP AGL","Jessore, Bangladesh",8,97
"PI 298631 LSP AGL","Marchouch, Morocco",8,127
"PI 298631 LSP AGL","Metaponto, Italy",8,144
"PI 298631 LSP AGL","Rosthern, Canada",8,51
"PI 298631 LSP AGL","Sutherland, Canada",8,58
"PI 298644 LSP AGL","Bardiya, Nepal",8,138
"PI 298644 LSP AGL","Bhopal, India",8,85
"PI 298644 LSP AGL","Cordoba, Spain",8,125
"PI 298644 LSP AGL","Jessore, Bangladesh",8,85
"PI 298644 LSP AGL","Marchouch, Morocco",8,119
"PI 298644 LSP AGL","Metaponto, Italy",8,144
"PI 298644 LSP AGL","Rosthern, Canada",8,51
"PI 298644 LSP AGL","Sutherland, Canada",8,59
"PI 298645 AGL","Bardiya, Nepal",7,123
"PI 298645 AGL","Bhopal, India",7,71
"PI 298645 AGL","Cordoba, Spain",7,124
"PI 298645 AGL","Jessore, Bangladesh",7,86
"PI 298645 AGL","Marchouch, Morocco",7,121
"PI 298645 AGL","Metaponto, Italy",7,140
"PI 298645 AGL","Rosthern, Canada",7,47
"PI 298645 AGL","Sutherland, Canada",7,54
"PI 298921 AGL","Bardiya, Nepal",5,131
"PI 298921 AGL","Bhopal, India",5,85
"PI 298921 AGL","Cordoba, Spain",5,115
"PI 298921 AGL","Jessore, Bangladesh",5,104
"PI 298921 AGL","Marchouch, Morocco",5,111
"PI 298921 AGL","Metaponto, Italy",5,138
"PI 298921 AGL","Rosthern, Canada",5,46
"PI 298921 AGL","Sutherland, Canada",5,48
"PI 298922 LSP AGL","Bardiya, Nepal",6,133
"PI 298922 LSP AGL","Bhopal, India",6,85
"PI 298922 LSP AGL","Cordoba, Spain",6,132
"PI 298922 LSP AGL","Jessore, Bangladesh",6,104
"PI 298922 LSP AGL","Marchouch, Morocco",6,118
"PI 298922 LSP AGL","Metaponto, Italy",6,145
"PI 298922 LSP AGL","Rosthern, Canada",6,46
"PI 298922 LSP AGL","Sutherland, Canada",6,52
"PI 298923 LSP AGL","Bardiya, Nepal",4,122
"PI 298923 LSP AGL","Bhopal, India",4,85
"PI 298923 LSP AGL","Cordoba, Spain",4,125
"PI 298923 LSP AGL","Jessore, Bangladesh",4,83
"PI 298923 LSP AGL","Marchouch, Morocco",4,121
"PI 298923 LSP AGL","Metaponto, Italy",4,143
"PI 298923 LSP AGL","Rosthern, Canada",4,43
"PI 298923 LSP AGL","Sutherland, Canada",4,47
"PI 299116 LSP AGL","Bardiya, Nepal",4,120
"PI 299116 LSP AGL","Bhopal, India",4,85
"PI 299116 LSP AGL","Cordoba, Spain",4,119
"PI 299116 LSP AGL","Jessore, Bangladesh",4,86
"PI 299116 LSP AGL","Marchouch, Morocco",4,118
"PI 299116 LSP AGL","Metaponto, Italy",4,139
"PI 299116 LSP AGL","Rosthern, Canada",4,44
"PI 299116 LSP AGL","Sutherland, Canada",4,47
"PI 299120 LSP AGL","Bardiya, Nepal",3,115
"PI 299120 LSP AGL","Bhopal, India",3,71
"PI 299120 LSP AGL","Cordoba, Spain",3,115
"PI 299120 LSP AGL","Jessore, Bangladesh",3,79
"PI 299120 LSP AGL","Marchouch, Morocco",3,117
"PI 299120 LSP AGL","Metaponto, Italy",3,131
"PI 299120 LSP AGL","Rosthern, Canada",3,45
"PI 299120 LSP AGL","Sutherland, Canada",3,48
"PI 299121 LSP AGL","Bardiya, Nepal",2,112
"PI 299121 LSP AGL","Bhopal, India",2,73
"PI 299121 LSP AGL","Cordoba, Spain",2,101
"PI 299121 LSP AGL","Jessore, Bangladesh",2,78
"PI 299121 LSP AGL","Marchouch, Morocco",2,106
"PI 299121 LSP AGL","Metaponto, Italy",2,130
"PI 299121 LSP AGL","Rosthern, Canada",2,42
"PI 299121 LSP AGL","Sutherland, Canada",2,46
"PI 299126 LSP AGL","Bardiya, Nepal",5,115
"PI 299126 LSP AGL","Bhopal, India",5,70
"PI 299126 LSP AGL","Cordoba, Spain",5,111
"PI 299126 LSP AGL","Jessore, Bangladesh",5,84
"PI 299126 LSP AGL","Marchouch, Morocco",5,102
"PI 299126 LSP AGL","Metaponto, Italy",5,130
"PI 299126 LSP AGL","Rosthern, Canada",5,40
"PI 299126 LSP AGL","Sutherland, Canada",5,44
"PI 299163 LSP AGL","Bardiya, Nepal",7,136
"PI 299163 LSP AGL","Bhopal, India",7,85
"PI 299163 LSP AGL","Cordoba, Spain",7,121
"PI 299163 LSP AGL","Jessore, Bangladesh",7,104
"PI 299163 LSP AGL","Marchouch, Morocco",7,121
"PI 299163 LSP AGL","Metaponto, Italy",7,142
"PI 299163 LSP AGL","Rosthern, Canada",7,46
"PI 299163 LSP AGL","Sutherland, Canada",7,52
"PI 299164 LSP AGL","Bardiya, Nepal",4,122
"PI 299164 LSP AGL","Bhopal, India",4,83
"PI 299164 LSP AGL","Cordoba, Spain",4,121
"PI 299164 LSP AGL","Jessore, Bangladesh",4,84
"PI 299164 LSP AGL","Marchouch, Morocco",4,117
"PI 299164 LSP AGL","Metaponto, Italy",4,140
"PI 299164 LSP AGL","Rosthern, Canada",4,46
"PI 299164 LSP AGL","Sutherland, Canada",4,48
"PI 299165 AGL","Bardiya, Nepal",7,131
"PI 299165 AGL","Bhopal, India",7,85
"PI 299165 AGL","Cordoba, Spain",7,123
"PI 299165 AGL","Jessore, Bangladesh",7,104
"PI 299165 AGL","Marchouch, Morocco",7,118
"PI 299165 AGL","Metaponto, Italy",7,139
"PI 299165 AGL","Rosthern, Canada",7,47
"PI 299165 AGL","Sutherland, Canada",7,50
"PI 299177 LSP AGL","Bardiya, Nepal",6,126
"PI 299177 LSP AGL","Bhopal, India",6,85
"PI 299177 LSP AGL","Cordoba, Spain",6,127
"PI 299177 LSP AGL","Jessore, Bangladesh",6,86
"PI 299177 LSP AGL","Marchouch, Morocco",6,121
"PI 299177 LSP AGL","Metaponto, Italy",6,144
"PI 299177 LSP AGL","Rosthern, Canada",6,46
"PI 299177 LSP AGL","Sutherland, Canada",6,48
"PI 299237 LSP AGL","Bardiya, Nepal",4,121
"PI 299237 LSP AGL","Bhopal, India",4,76
"PI 299237 LSP AGL","Cordoba, Spain",4,121
"PI 299237 LSP AGL","Jessore, Bangladesh",4,81
"PI 299237 LSP AGL","Marchouch, Morocco",4,118
"PI 299237 LSP AGL","Metaponto, Italy",4,139
"PI 299237 LSP AGL","Rosthern, Canada",4,45
"PI 299237 LSP AGL","Sutherland, Canada",4,48
"PI 299289 AGL","Bardiya, Nepal",7,120
"PI 299289 AGL","Bhopal, India",7,71
"PI 299289 AGL","Cordoba, Spain",7,127
"PI 299289 AGL","Jessore, Bangladesh",7,85
"PI 299289 AGL","Marchouch, Morocco",7,119
"PI 299289 AGL","Metaponto, Italy",7,139
"PI 299289 AGL","Rosthern, Canada",7,48
"PI 299289 AGL","Sutherland, Canada",7,50
"PI 299312 AGL","Bardiya, Nepal",7,124
"PI 299312 AGL","Bhopal, India",7,74
"PI 299312 AGL","Cordoba, Spain",7,125
"PI 299312 AGL","Jessore, Bangladesh",7,90
"PI 299312 AGL","Marchouch, Morocco",7,121
"PI 299312 AGL","Metaponto, Italy",7,139
"PI 299312 AGL","Rosthern, Canada",7,50
"PI 299312 AGL","Sutherland, Canada",7,56
"PI 299345 AGL","Bardiya, Nepal",7,132
"PI 299345 AGL","Bhopal, India",7,85
"PI 299345 AGL","Cordoba, Spain",7,122
"PI 299345 AGL","Jessore, Bangladesh",7,103
"PI 299345 AGL","Marchouch, Morocco",7,117
"PI 299345 AGL","Metaponto, Italy",7,139
"PI 299345 AGL","Rosthern, Canada",7,47
"PI 299345 AGL","Sutherland, Canada",7,53
"PI 299351 LSP AGL","Bardiya, Nepal",6,123
"PI 299351 LSP AGL","Bhopal, India",6,85
"PI 299351 LSP AGL","Cordoba, Spain",6,126
"PI 299351 LSP AGL","Jessore, Bangladesh",6,87
"PI 299351 LSP AGL","Marchouch, Morocco",6,119
"PI 299351 LSP AGL","Metaponto, Italy",6,145
"PI 299351 LSP AGL","Rosthern, Canada",6,45
"PI 299351 LSP AGL","Sutherland, Canada",6,50
"PI 299366 LSP AGL","Bardiya, Nepal",5,131
"PI 299366 LSP AGL","Bhopal, India",5,85
"PI 299366 LSP AGL","Cordoba, Spain",5,123
"PI 299366 LSP AGL","Jessore, Bangladesh",5,104
"PI 299366 LSP AGL","Marchouch, Morocco",5,119
"PI 299366 LSP AGL","Metaponto, Italy",5,139
"PI 299366 LSP AGL","Rosthern, Canada",5,44
"PI 299366 LSP AGL","Sutherland, Canada",5,47
"PI 299375 LSP AGL","Bardiya, Nepal",5,130
"PI 299375 LSP AGL","Bhopal, India",5,73
"PI 299375 LSP AGL","Cordoba, Spain",5,123
"PI 299375 LSP AGL","Jessore, Bangladesh",5,86
"PI 299375 LSP AGL","Marchouch, Morocco",5,117
"PI 299375 LSP AGL","Metaponto, Italy",5,139
"PI 299375 LSP AGL","Rosthern, Canada",5,45
"PI 299375 LSP AGL","Sutherland, Canada",5,50
"PI 300250 LSP AGL","Bardiya, Nepal",5,132
"PI 300250 LSP AGL","Bhopal, India",5,85
"PI 300250 LSP AGL","Cordoba, Spain",5,119
"PI 300250 LSP AGL","Jessore, Bangladesh",5,95
"PI 300250 LSP AGL","Marchouch, Morocco",5,112
"PI 300250 LSP AGL","Metaponto, Italy",5,140
"PI 300250 LSP AGL","Rosthern, Canada",5,46
"PI 300250 LSP AGL","Sutherland, Canada",5,48
"PI 302398 LSP AGL","Bardiya, Nepal",2,121
"PI 302398 LSP AGL","Bhopal, India",2,72
"PI 302398 LSP AGL","Cordoba, Spain",2,113
"PI 302398 LSP AGL","Jessore, Bangladesh",2,80
"PI 302398 LSP AGL","Marchouch, Morocco",2,102
"PI 302398 LSP AGL","Metaponto, Italy",2,130
"PI 302398 LSP AGL","Rosthern, Canada",2,42
"PI 302398 LSP AGL","Sutherland, Canada",2,45
"PI 308614 LSP AGL","Bardiya, Nepal",7,136
"PI 308614 LSP AGL","Bhopal, India",7,85
"PI 308614 LSP AGL","Cordoba, Spain",7,118
"PI 308614 LSP AGL","Jessore, Bangladesh",7,104
"PI 308614 LSP AGL","Marchouch, Morocco",7,115
"PI 308614 LSP AGL","Metaponto, Italy",7,138
"PI 308614 LSP AGL","Rosthern, Canada",7,46
"PI 308614 LSP AGL","Sutherland, Canada",7,52
"PI 311107 LSP AGL","Bardiya, Nepal",7,137
"PI 311107 LSP AGL","Bhopal, India",7,85
"PI 311107 LSP AGL","Cordoba, Spain",7,124
"PI 311107 LSP AGL","Jessore, Bangladesh",7,104
"PI 311107 LSP AGL","Marchouch, Morocco",7,119
"PI 311107 LSP AGL","Metaponto, Italy",7,140
"PI 311107 LSP AGL","Rosthern, Canada",7,47
"PI 311107 LSP AGL","Sutherland, Canada",7,53
"PI 312175 LSP AGL","Bardiya, Nepal",7,130
"PI 312175 LSP AGL","Bhopal, India",7,85
"PI 312175 LSP AGL","Cordoba, Spain",7,132
"PI 312175 LSP AGL","Jessore, Bangladesh",7,101
"PI 312175 LSP AGL","Marchouch, Morocco",7,128
"PI 312175 LSP AGL","Metaponto, Italy",7,143
"PI 312175 LSP AGL","Rosthern, Canada",7,48
"PI 312175 LSP AGL","Sutherland, Canada",7,56
"PI 320935 LSP AGL","Bardiya, Nepal",4,125
"PI 320935 LSP AGL","Bhopal, India",4,85
"PI 320935 LSP AGL","Cordoba, Spain",4,126
"PI 320935 LSP AGL","Jessore, Bangladesh",4,84
"PI 320935 LSP AGL","Marchouch, Morocco",4,122
"PI 320935 LSP AGL","Metaponto, Italy",4,143
"PI 320935 LSP AGL","Rosthern, Canada",4,42
"PI 320935 LSP AGL","Sutherland, Canada",4,45
"PI 320936 LSP AGL","Bardiya, Nepal",3,108
"PI 320936 LSP AGL","Bhopal, India",3,72
"PI 320936 LSP AGL","Cordoba, Spain",3,110
"PI 320936 LSP AGL","Jessore, Bangladesh",3,76
"PI 320936 LSP AGL","Marchouch, Morocco",3,105
"PI 320936 LSP AGL","Metaponto, Italy",3,123
"PI 320936 LSP AGL","Rosthern, Canada",3,46
"PI 320936 LSP AGL","Sutherland, Canada",3,52
"PI 320937 LSP AGL","Bardiya, Nepal",8,122
"PI 320937 LSP AGL","Bhopal, India",8,65
"PI 320937 LSP AGL","Cordoba, Spain",8,130
"PI 320937 LSP AGL","Jessore, Bangladesh",8,82
"PI 320937 LSP AGL","Marchouch, Morocco",8,121
"PI 320937 LSP AGL","Metaponto, Italy",8,146
"PI 320937 LSP AGL","Rosthern, Canada",8,52
"PI 320937 LSP AGL","Sutherland, Canada",8,59
"CN 105866 AGL","Bardiya, Nepal",7,138
"CN 105866 AGL","Bhopal, India",7,85
"CN 105866 AGL","Cordoba, Spain",7,124
"CN 105866 AGL","Jessore, Bangladesh",7,95
"CN 105866 AGL","Marchouch, Morocco",7,119
"CN 105866 AGL","Metaponto, Italy",7,140
"CN 105866 AGL","Rosthern, Canada",7,49
"CN 105866 AGL","Sutherland, Canada",7,54
"PI 320941 LSP AGL","Bardiya, Nepal",6,136
"PI 320941 LSP AGL","Bhopal, India",6,73
"PI 320941 LSP AGL","Cordoba, Spain",6,133
"PI 320941 LSP AGL","Jessore, Bangladesh",6,102
"PI 320941 LSP AGL","Marchouch, Morocco",6,127
"PI 320941 LSP AGL","Metaponto, Italy",6,146
"PI 320941 LSP AGL","Rosthern, Canada",6,44
"PI 320941 LSP AGL","Sutherland, Canada",6,50
"PI 320945 LSP AGL","Bardiya, Nepal",6,133
"PI 320945 LSP AGL","Bhopal, India",6,81
"PI 320945 LSP AGL","Cordoba, Spain",6,128
"PI 320945 LSP AGL","Jessore, Bangladesh",6,104
"PI 320945 LSP AGL","Marchouch, Morocco",6,117
"PI 320945 LSP AGL","Metaponto, Italy",6,143
"PI 320945 LSP AGL","Rosthern, Canada",6,47
"PI 320945 LSP AGL","Sutherland, Canada",6,51
"PI 320946 LSP AGL","Bardiya, Nepal",5,125
"PI 320946 LSP AGL","Bhopal, India",5,73
"PI 320946 LSP AGL","Cordoba, Spain",5,116
"PI 320946 LSP AGL","Jessore, Bangladesh",5,96
"PI 320946 LSP AGL","Marchouch, Morocco",5,108
"PI 320946 LSP AGL","Metaponto, Italy",5,137
"PI 320946 LSP AGL","Rosthern, Canada",5,43
"PI 320946 LSP AGL","Sutherland, Canada",5,48
"PI 320952 LSP AGL","Bardiya, Nepal",8,129
"PI 320952 LSP AGL","Bhopal, India",8,85
"PI 320952 LSP AGL","Cordoba, Spain",8,133
"PI 320952 LSP AGL","Jessore, Bangladesh",8,85
"PI 320952 LSP AGL","Marchouch, Morocco",8,127
"PI 320952 LSP AGL","Metaponto, Italy",8,144
"PI 320952 LSP AGL","Rosthern, Canada",8,54
"PI 320952 LSP AGL","Sutherland, Canada",8,62
"PI 320953 LSP AGL","Bardiya, Nepal",8,137
"PI 320953 LSP AGL","Bhopal, India",8,85
"PI 320953 LSP AGL","Cordoba, Spain",8,138
"PI 320953 LSP AGL","Jessore, Bangladesh",8,100
"PI 320953 LSP AGL","Marchouch, Morocco",8,143
"PI 320953 LSP AGL","Metaponto, Italy",8,148
"PI 320953 LSP AGL","Rosthern, Canada",8,51
"PI 320953 LSP AGL","Sutherland, Canada",8,59
"PI 320954 LSP AGL","Bardiya, Nepal",7,123
"PI 320954 LSP AGL","Bhopal, India",7,79
"PI 320954 LSP AGL","Cordoba, Spain",7,126
"PI 320954 LSP AGL","Jessore, Bangladesh",7,89
"PI 320954 LSP AGL","Marchouch, Morocco",7,125
"PI 320954 LSP AGL","Metaponto, Italy",7,141
"PI 320954 LSP AGL","Rosthern, Canada",7,49
"PI 320954 LSP AGL","Sutherland, Canada",7,55
"PI 329157 LSP AGL","Bardiya, Nepal",4,122
"PI 329157 LSP AGL","Bhopal, India",4,75
"PI 329157 LSP AGL","Cordoba, Spain",4,121
"PI 329157 LSP AGL","Jessore, Bangladesh",4,82
"PI 329157 LSP AGL","Marchouch, Morocco",4,118
"PI 329157 LSP AGL","Metaponto, Italy",4,143
"PI 329157 LSP AGL","Rosthern, Canada",4,43
"PI 329157 LSP AGL","Sutherland, Canada",4,47
"PI 329167 LSP AGL","Bardiya, Nepal",4,119
"PI 329167 LSP AGL","Bhopal, India",4,73
"PI 329167 LSP AGL","Cordoba, Spain",4,119
"PI 329167 LSP AGL","Jessore, Bangladesh",4,80
"PI 329167 LSP AGL","Marchouch, Morocco",4,115
"PI 329167 LSP AGL","Metaponto, Italy",4,139
"PI 329167 LSP AGL","Rosthern, Canada",4,45
"PI 329167 LSP AGL","Sutherland, Canada",4,49
"PI 339266 LSP AGL","Bardiya, Nepal",4,121
"PI 339266 LSP AGL","Bhopal, India",4,69
"PI 339266 LSP AGL","Cordoba, Spain",4,126
"PI 339266 LSP AGL","Jessore, Bangladesh",4,83
"PI 339266 LSP AGL","Marchouch, Morocco",4,121
"PI 339266 LSP AGL","Metaponto, Italy",4,141
"PI 339266 LSP AGL","Rosthern, Canada",4,41
"PI 339266 LSP AGL","Sutherland, Canada",4,43
"PI 339283 LSP AGL","Bardiya, Nepal",5,128
"PI 339283 LSP AGL","Bhopal, India",5,85
"PI 339283 LSP AGL","Cordoba, Spain",5,121
"PI 339283 LSP AGL","Jessore, Bangladesh",5,104
"PI 339283 LSP AGL","Marchouch, Morocco",5,119
"PI 339283 LSP AGL","Metaponto, Italy",5,142
"PI 339283 LSP AGL","Rosthern, Canada",5,44
"PI 339283 LSP AGL","Sutherland, Canada",5,50
"PI 339285 AGL","Bardiya, Nepal",5,143
"PI 339285 AGL","Bhopal, India",5,85
"PI 339285 AGL","Cordoba, Spain",5,123
"PI 339285 AGL","Jessore, Bangladesh",5,104
"PI 339285 AGL","Marchouch, Morocco",5,119
"PI 339285 AGL","Metaponto, Italy",5,140
"PI 339285 AGL","Rosthern, Canada",5,45
"PI 339285 AGL","Sutherland, Canada",5,49
"PI 339289 LSP AGL","Bardiya, Nepal",4,121
"PI 339289 LSP AGL","Bhopal, India",4,73
"PI 339289 LSP AGL","Cordoba, Spain",4,127
"PI 339289 LSP AGL","Jessore, Bangladesh",4,86
"PI 339289 LSP AGL","Marchouch, Morocco",4,124
"PI 339289 LSP AGL","Metaponto, Italy",4,144
"PI 339289 LSP AGL","Rosthern, Canada",4,41
"PI 339289 LSP AGL","Sutherland, Canada",4,45
"PI 339292 LSP AGL","Bardiya, Nepal",4,118
"PI 339292 LSP AGL","Bhopal, India",4,72
"PI 339292 LSP AGL","Cordoba, Spain",4,129
"PI 339292 LSP AGL","Jessore, Bangladesh",4,85
"PI 339292 LSP AGL","Marchouch, Morocco",4,124
"PI 339292 LSP AGL","Metaponto, Italy",4,143
"PI 339292 LSP AGL","Rosthern, Canada",4,42
"PI 339292 LSP AGL","Sutherland, Canada",4,46
"PI 339296 AGL","Bardiya, Nepal",4,119
"PI 339296 AGL","Bhopal, India",4,70
"PI 339296 AGL","Cordoba, Spain",4,131
"PI 339296 AGL","Jessore, Bangladesh",4,86
"PI 339296 AGL","Marchouch, Morocco",4,124
"PI 339296 AGL","Metaponto, Italy",4,140
"PI 339296 AGL","Rosthern, Canada",4,40
"PI 339296 AGL","Sutherland, Canada",4,46
"PI 343026 LSP AGL","Bardiya, Nepal",4,118
"PI 343026 LSP AGL","Bhopal, India",4,72
"PI 343026 LSP AGL","Cordoba, Spain",4,124
"PI 343026 LSP AGL","Jessore, Bangladesh",4,82
"PI 343026 LSP AGL","Marchouch, Morocco",4,119
"PI 343026 LSP AGL","Metaponto, Italy",4,142
"PI 343026 LSP AGL","Rosthern, Canada",4,44
"PI 343026 LSP AGL","Sutherland, Canada",4,48
"PI 345627 LSP AGL","Bardiya, Nepal",8,126
"PI 345627 LSP AGL","Bhopal, India",8,81
"PI 345627 LSP AGL","Cordoba, Spain",8,125
"PI 345627 LSP AGL","Jessore, Bangladesh",8,83
"PI 345627 LSP AGL","Marchouch, Morocco",8,125
"PI 345627 LSP AGL","Metaponto, Italy",8,145
"PI 345627 LSP AGL","Rosthern, Canada",8,52
"PI 345627 LSP AGL","Sutherland, Canada",8,59
