"Name","Location","Cluster","DTF"
"PI 432212 LSP AGL","Bhopal, India",6,85
"PI 432212 LSP AGL","Cordoba, Spain",6,131
"PI 432212 LSP AGL","Jessore, Bangladesh",6,85
"PI 432212 LSP AGL","Marchouch, Morocco",6,124
"PI 432212 LSP AGL","Metaponto, Italy",6,146
"PI 432212 LSP AGL","Rosthern, Canada",6,45
"PI 432212 LSP AGL","Sutherland, Canada",6,48
"PI 432236 LSP AGL","Bardiya, Nepal",6,122
"PI 432236 LSP AGL","Bhopal, India",6,85
"PI 432236 LSP AGL","Cordoba, Spain",6,132
"PI 432236 LSP AGL","Jessore, Bangladesh",6,89
"PI 432236 LSP AGL","Marchouch, Morocco",6,123
"PI 432236 LSP AGL","Metaponto, Italy",6,144
"PI 432236 LSP AGL","Rosthern, Canada",6,45
"PI 432236 LSP AGL","Sutherland, Canada",6,49
"PI 432245 LSP AGL","Bardiya, Nepal",4,116
"PI 432245 LSP AGL","Bhopal, India",4,71
"PI 432245 LSP AGL","Cordoba, Spain",4,117
"PI 432245 LSP AGL","Jessore, Bangladesh",4,81
"PI 432245 LSP AGL","Marchouch, Morocco",4,112
"PI 432245 LSP AGL","Metaponto, Italy",4,138
"PI 432245 LSP AGL","Rosthern, Canada",4,42
"PI 432245 LSP AGL","Sutherland, Canada",4,45
"PI 432271 LSP AGL","Bardiya, Nepal",8,123
"PI 432271 LSP AGL","Bhopal, India",8,72
"PI 432271 LSP AGL","Cordoba, Spain",8,134
"PI 432271 LSP AGL","Jessore, Bangladesh",8,86
"PI 432271 LSP AGL","Marchouch, Morocco",8,139
"PI 432271 LSP AGL","Metaponto, Italy",8,145
"PI 432271 LSP AGL","Rosthern, Canada",8,50
"PI 432271 LSP AGL","Sutherland, Canada",8,55
"PI 432286 LSP AGL","Bardiya, Nepal",7,135
"PI 432286 LSP AGL","Bhopal, India",7,85
"PI 432286 LSP AGL","Cordoba, Spain",7,124
"PI 432286 LSP AGL","Jessore, Bangladesh",7,104
"PI 432286 LSP AGL","Marchouch, Morocco",7,118
"PI 432286 LSP AGL","Metaponto, Italy",7,142
"PI 432286 LSP AGL","Rosthern, Canada",7,48
"PI 432286 LSP AGL","Sutherland, Canada",7,53
"PI 451763 LSP AGL","Bardiya, Nepal",4,120
"PI 451763 LSP AGL","Bhopal, India",4,60
"PI 451763 LSP AGL","Cordoba, Spain",4,117
"PI 451763 LSP AGL","Jessore, Bangladesh",4,72
"PI 451763 LSP AGL","Marchouch, Morocco",4,117
"PI 451763 LSP AGL","Metaponto, Italy",4,139
"PI 451763 LSP AGL","Rosthern, Canada",4,43
"PI 451763 LSP AGL","Sutherland, Canada",4,46
"PI 458503 LSP AGL","Bardiya, Nepal",4,121
"PI 458503 LSP AGL","Bhopal, India",4,81
"PI 458503 LSP AGL","Cordoba, Spain",4,125
"PI 458503 LSP AGL","Jessore, Bangladesh",4,85
"PI 458503 LSP AGL","Marchouch, Morocco",4,119
"PI 458503 LSP AGL","Metaponto, Italy",4,137
"PI 458503 LSP AGL","Rosthern, Canada",4,45
"PI 458503 LSP AGL","Sutherland, Canada",4,49
"PI 468900 LSP AGL","Bardiya, Nepal",7,123
"PI 468900 LSP AGL","Bhopal, India",7,74
"PI 468900 LSP AGL","Cordoba, Spain",7,129
"PI 468900 LSP AGL","Jessore, Bangladesh",7,94
"PI 468900 LSP AGL","Marchouch, Morocco",7,123
"PI 468900 LSP AGL","Metaponto, Italy",7,143
"PI 468900 LSP AGL","Rosthern, Canada",7,46
"PI 468900 LSP AGL","Sutherland, Canada",7,52
"PI 468901 AGL","Bardiya, Nepal",8,128
"PI 468901 AGL","Bhopal, India",8,85
"PI 468901 AGL","Cordoba, Spain",8,133
"PI 468901 AGL","Jessore, Bangladesh",8,104
"PI 468901 AGL","Marchouch, Morocco",8,139
"PI 468901 AGL","Metaponto, Italy",8,144
"PI 468901 AGL","Rosthern, Canada",8,52
"PI 468901 AGL","Sutherland, Canada",8,60
"PI 468902 LSP AGL","Bardiya, Nepal",4,118
"PI 468902 LSP AGL","Bhopal, India",4,73
"PI 468902 LSP AGL","Cordoba, Spain",4,124
"PI 468902 LSP AGL","Jessore, Bangladesh",4,81
"PI 468902 LSP AGL","Marchouch, Morocco",4,117
"PI 468902 LSP AGL","Metaponto, Italy",4,142
"PI 468902 LSP AGL","Rosthern, Canada",4,45
"PI 468902 LSP AGL","Sutherland, Canada",4,48
"PI 472136 LSP AGL","Bardiya, Nepal",2,99
"PI 472136 LSP AGL","Bhopal, India",2,64
"PI 472136 LSP AGL","Cordoba, Spain",2,103
"PI 472136 LSP AGL","Jessore, Bangladesh",2,64
"PI 472136 LSP AGL","Marchouch, Morocco",2,91
"PI 472136 LSP AGL","Metaponto, Italy",2,124
"PI 472136 LSP AGL","Rosthern, Canada",2,40
"PI 472136 LSP AGL","Sutherland, Canada",2,43
"PI 472205 LSP AGL","Bardiya, Nepal",1,90
"PI 472205 LSP AGL","Bhopal, India",1,55
"PI 472205 LSP AGL","Cordoba, Spain",1,96
"PI 472205 LSP AGL","Jessore, Bangladesh",1,59
"PI 472205 LSP AGL","Marchouch, Morocco",1,85
"PI 472205 LSP AGL","Metaponto, Italy",1,117
"PI 472205 LSP AGL","Rosthern, Canada",1,41
"PI 472205 LSP AGL","Sutherland, Canada",1,44
"PI 472213 LSP AGL","Bardiya, Nepal",4,123
"PI 472213 LSP AGL","Bhopal, India",4,76
"PI 472213 LSP AGL","Cordoba, Spain",4,129
"PI 472213 LSP AGL","Jessore, Bangladesh",4,79
"PI 472213 LSP AGL","Marchouch, Morocco",4,120
"PI 472213 LSP AGL","Metaponto, Italy",4,146
"PI 472213 LSP AGL","Rosthern, Canada",4,43
"PI 472213 LSP AGL","Sutherland, Canada",4,47
"PI 472327 LSP AGL","Bardiya, Nepal",2,100
"PI 472327 LSP AGL","Bhopal, India",2,69
"PI 472327 LSP AGL","Cordoba, Spain",2,104
"PI 472327 LSP AGL","Jessore, Bangladesh",2,70
"PI 472327 LSP AGL","Marchouch, Morocco",2,91
"PI 472327 LSP AGL","Metaponto, Italy",2,126
"PI 472327 LSP AGL","Rosthern, Canada",2,39
"PI 472327 LSP AGL","Sutherland, Canada",2,44
"PI 472380 LSP AGL","Bardiya, Nepal",2,98
"PI 472380 LSP AGL","Bhopal, India",2,64
"PI 472380 LSP AGL","Cordoba, Spain",2,101
"PI 472380 LSP AGL","Jessore, Bangladesh",2,68
"PI 472380 LSP AGL","Marchouch, Morocco",2,92
"PI 472380 LSP AGL","Metaponto, Italy",2,126
"PI 472380 LSP AGL","Rosthern, Canada",2,40
"PI 472380 LSP AGL","Sutherland, Canada",2,44
"PI 472416 LSP AGL","Bardiya, Nepal",2,108
"PI 472416 LSP AGL","Bhopal, India",2,80
"PI 472416 LSP AGL","Cordoba, Spain",2,107
"PI 472416 LSP AGL","Jessore, Bangladesh",2,72
"PI 472416 LSP AGL","Marchouch, Morocco",2,94
"PI 472416 LSP AGL","Metaponto, Italy",2,126
"PI 472416 LSP AGL","Rosthern, Canada",2,42
"PI 472416 LSP AGL","Sutherland, Canada",2,46
"PI 472488 LSP AGL","Bardiya, Nepal",2,104
"PI 472488 LSP AGL","Bhopal, India",2,71
"PI 472488 LSP AGL","Cordoba, Spain",2,101
"PI 472488 LSP AGL","Jessore, Bangladesh",2,71
"PI 472488 LSP AGL","Marchouch, Morocco",2,91
"PI 472488 LSP AGL","Metaponto, Italy",2,124
"PI 472488 LSP AGL","Rosthern, Canada",2,42
"PI 472488 LSP AGL","Sutherland, Canada",2,44
"PI 472559 LSP AGL","Bardiya, Nepal",2,103
"PI 472559 LSP AGL","Bhopal, India",2,78
"PI 472559 LSP AGL","Cordoba, Spain",2,104
"PI 472559 LSP AGL","Jessore, Bangladesh",2,71
"PI 472559 LSP AGL","Marchouch, Morocco",2,96
"PI 472559 LSP AGL","Metaponto, Italy",2,128
"PI 472559 LSP AGL","Rosthern, Canada",2,42
"PI 472559 LSP AGL","Sutherland, Canada",2,43
"PI 472561 LSP AGL","Bardiya, Nepal",2,103
"PI 472561 LSP AGL","Bhopal, India",2,74
"PI 472561 LSP AGL","Cordoba, Spain",2,103
"PI 472561 LSP AGL","Jessore, Bangladesh",2,71
"PI 472561 LSP AGL","Marchouch, Morocco",2,91
"PI 472561 LSP AGL","Metaponto, Italy",2,125
"PI 472561 LSP AGL","Rosthern, Canada",2,42
"PI 472561 LSP AGL","Sutherland, Canada",2,46
"PI 472569 LSP AGL","Bardiya, Nepal",2,105
"PI 472569 LSP AGL","Bhopal, India",2,74
"PI 472569 LSP AGL","Cordoba, Spain",2,101
"PI 472569 LSP AGL","Jessore, Bangladesh",2,70
"PI 472569 LSP AGL","Marchouch, Morocco",2,94
"PI 472569 LSP AGL","Metaponto, Italy",2,127
"PI 472569 LSP AGL","Rosthern, Canada",2,42
"PI 472569 LSP AGL","Sutherland, Canada",2,44
"PI 472588 LSP AGL","Bardiya, Nepal",6,124
"PI 472588 LSP AGL","Bhopal, India",6,85
"PI 472588 LSP AGL","Cordoba, Spain",6,122
"PI 472588 LSP AGL","Jessore, Bangladesh",6,78
"PI 472588 LSP AGL","Marchouch, Morocco",6,114
"PI 472588 LSP AGL","Metaponto, Italy",6,140
"PI 472588 LSP AGL","Rosthern, Canada",6,45
"PI 472588 LSP AGL","Sutherland, Canada",6,50
"PI 472590 LSP AGL","Bardiya, Nepal",5,123
"PI 472590 LSP AGL","Bhopal, India",5,85
"PI 472590 LSP AGL","Cordoba, Spain",5,123
"PI 472590 LSP AGL","Jessore, Bangladesh",5,88
"PI 472590 LSP AGL","Marchouch, Morocco",5,113
"PI 472590 LSP AGL","Metaponto, Italy",5,141
"PI 472590 LSP AGL","Rosthern, Canada",5,44
"PI 472590 LSP AGL","Sutherland, Canada",5,48
"PI 472615 LSP AGL","Bardiya, Nepal",2,119
"PI 472615 LSP AGL","Bhopal, India",2,72
"PI 472615 LSP AGL","Cordoba, Spain",2,112
"PI 472615 LSP AGL","Jessore, Bangladesh",2,85
"PI 472615 LSP AGL","Marchouch, Morocco",2,102
"PI 472615 LSP AGL","Metaponto, Italy",2,129
"PI 472615 LSP AGL","Rosthern, Canada",2,41
"PI 472615 LSP AGL","Sutherland, Canada",2,46
"PI 472629 LSP AGL","Bardiya, Nepal",4,118
"PI 472629 LSP AGL","Bhopal, India",4,69
"PI 472629 LSP AGL","Cordoba, Spain",4,126
"PI 472629 LSP AGL","Jessore, Bangladesh",4,83
"PI 472629 LSP AGL","Marchouch, Morocco",4,121
"PI 472629 LSP AGL","Metaponto, Italy",4,142
"PI 472629 LSP AGL","Rosthern, Canada",4,42
"PI 472629 LSP AGL","Sutherland, Canada",4,46
"PI 477921 LSP AGL","Bardiya, Nepal",4,121
"PI 477921 LSP AGL","Bhopal, India",4,54
"PI 477921 LSP AGL","Cordoba, Spain",4,125
"PI 477921 LSP AGL","Jessore, Bangladesh",4,70
"PI 477921 LSP AGL","Marchouch, Morocco",4,120
"PI 477921 LSP AGL","Metaponto, Italy",4,139
"PI 477921 LSP AGL","Rosthern, Canada",4,44
"PI 477921 LSP AGL","Sutherland, Canada",4,47
"PI 490288 LSP AGL","Bardiya, Nepal",7,123
"PI 490288 LSP AGL","Bhopal, India",7,70
"PI 490288 LSP AGL","Cordoba, Spain",7,128
"PI 490288 LSP AGL","Jessore, Bangladesh",7,84
"PI 490288 LSP AGL","Marchouch, Morocco",7,121
"PI 490288 LSP AGL","Metaponto, Italy",7,145
"PI 490288 LSP AGL","Rosthern, Canada",7,48
"PI 490288 LSP AGL","Sutherland, Canada",7,55
"PI 490289 LSP AGL","Bardiya, Nepal",6,121
"PI 490289 LSP AGL","Bhopal, India",6,85
"PI 490289 LSP AGL","Cordoba, Spain",6,125
"PI 490289 LSP AGL","Jessore, Bangladesh",6,94
"PI 490289 LSP AGL","Marchouch, Morocco",6,119
"PI 490289 LSP AGL","Metaponto, Italy",6,140
"PI 490289 LSP AGL","Rosthern, Canada",6,46
"PI 490289 LSP AGL","Sutherland, Canada",6,48
"PI 508090 AGL","Bardiya, Nepal",4,121
"PI 508090 AGL","Bhopal, India",4,64
"PI 508090 AGL","Cordoba, Spain",4,123
"PI 508090 AGL","Jessore, Bangladesh",4,77
"PI 508090 AGL","Marchouch, Morocco",4,121
"PI 508090 AGL","Metaponto, Italy",4,139
"PI 508090 AGL","Rosthern, Canada",4,43
"PI 508090 AGL","Sutherland, Canada",4,46
"PI 518733 LSP AGL","Bardiya, Nepal",8,122
"PI 518733 LSP AGL","Bhopal, India",8,85
"PI 518733 LSP AGL","Cordoba, Spain",8,131
"PI 518733 LSP AGL","Jessore, Bangladesh",8,87
"PI 518733 LSP AGL","Marchouch, Morocco",8,122
"PI 518733 LSP AGL","Metaponto, Italy",8,146
"PI 518733 LSP AGL","Rosthern, Canada",8,52
"PI 518733 LSP AGL","Sutherland, Canada",8,59
"PI 518734 LSP AGL","Bardiya, Nepal",8,123
"PI 518734 LSP AGL","Bhopal, India",8,69
"PI 518734 LSP AGL","Cordoba, Spain",8,129
"PI 518734 LSP AGL","Jessore, Bangladesh",8,86
"PI 518734 LSP AGL","Marchouch, Morocco",8,118
"PI 518734 LSP AGL","Metaponto, Italy",8,143
"PI 518734 LSP AGL","Rosthern, Canada",8,53
"PI 518734 LSP AGL","Sutherland, Canada",8,60
"PI 533688 LSP AGL","Bardiya, Nepal",7,139
"PI 533688 LSP AGL","Bhopal, India",7,85
"PI 533688 LSP AGL","Cordoba, Spain",7,124
"PI 533688 LSP AGL","Jessore, Bangladesh",7,104
"PI 533688 LSP AGL","Marchouch, Morocco",7,120
"PI 533688 LSP AGL","Metaponto, Italy",7,140
"PI 533688 LSP AGL","Rosthern, Canada",7,46
"PI 533688 LSP AGL","Sutherland, Canada",7,53
"PI 533693 LSP AGL","Bardiya, Nepal",7,123
"PI 533693 LSP AGL","Bhopal, India",7,85
"PI 533693 LSP AGL","Cordoba, Spain",7,130
"PI 533693 LSP AGL","Jessore, Bangladesh",7,88
"PI 533693 LSP AGL","Marchouch, Morocco",7,124
"PI 533693 LSP AGL","Metaponto, Italy",7,144
"PI 533693 LSP AGL","Rosthern, Canada",7,49
"PI 533693 LSP AGL","Sutherland, Canada",7,55
"PI 612875 AGL","Bardiya, Nepal",5,117
"PI 612875 AGL","Bhopal, India",5,85
"PI 612875 AGL","Cordoba, Spain",5,110
"PI 612875 AGL","Jessore, Bangladesh",5,92
"PI 612875 AGL","Marchouch, Morocco",5,100
"PI 612875 AGL","Metaponto, Italy",5,132
"PI 612875 AGL","Rosthern, Canada",5,39
"PI 612875 AGL","Sutherland, Canada",5,45
"PI 643451 AGL","Bardiya, Nepal",2,108
"PI 643451 AGL","Bhopal, India",2,83
"PI 643451 AGL","Cordoba, Spain",2,103
"PI 643451 AGL","Jessore, Bangladesh",2,75
"PI 643451 AGL","Marchouch, Morocco",2,97
"PI 643451 AGL","Metaponto, Italy",2,127
"PI 643451 AGL","Rosthern, Canada",2,43
"PI 643451 AGL","Sutherland, Canada",2,46
"PI 643452 AGL","Bardiya, Nepal",2,109
"PI 643452 AGL","Bhopal, India",2,78
"PI 643452 AGL","Cordoba, Spain",2,101
"PI 643452 AGL","Jessore, Bangladesh",2,74
"PI 643452 AGL","Marchouch, Morocco",2,96
"PI 643452 AGL","Metaponto, Italy",2,126
"PI 643452 AGL","Rosthern, Canada",2,43
"PI 643452 AGL","Sutherland, Canada",2,44
"Shasta AGL","Bardiya, Nepal",3,120
"Shasta AGL","Bhopal, India",3,61
"Shasta AGL","Cordoba, Spain",3,123
"Shasta AGL","Jessore, Bangladesh",3,79
"Shasta AGL","Marchouch, Morocco",3,121
"Shasta AGL","Metaponto, Italy",3,139
"Shasta AGL","Rosthern, Canada",3,47
"Shasta AGL","Sutherland, Canada",3,50
"W6 27754 LSP AGL","Bardiya, Nepal",8,127
"W6 27754 LSP AGL","Bhopal, India",8,78
"W6 27754 LSP AGL","Cordoba, Spain",8,131
"W6 27754 LSP AGL","Jessore, Bangladesh",8,85
"W6 27754 LSP AGL","Marchouch, Morocco",8,126
"W6 27754 LSP AGL","Metaponto, Italy",8,142
"W6 27754 LSP AGL","Rosthern, Canada",8,51
"W6 27754 LSP AGL","Sutherland, Canada",8,58
"W6 27760 LSP AGL","Bardiya, Nepal",3,114
"W6 27760 LSP AGL","Bhopal, India",3,70
"W6 27760 LSP AGL","Cordoba, Spain",3,119
"W6 27760 LSP AGL","Jessore, Bangladesh",3,79
"W6 27760 LSP AGL","Marchouch, Morocco",3,106
"W6 27760 LSP AGL","Metaponto, Italy",3,129
"W6 27760 LSP AGL","Rosthern, Canada",3,46
"W6 27760 LSP AGL","Sutherland, Canada",3,53
"W6 27763 LSP AGL","Bardiya, Nepal",5,125
"W6 27763 LSP AGL","Bhopal, India",5,85
"W6 27763 LSP AGL","Cordoba, Spain",5,114
"W6 27763 LSP AGL","Jessore, Bangladesh",5,97
"W6 27763 LSP AGL","Marchouch, Morocco",5,105
"W6 27763 LSP AGL","Metaponto, Italy",5,133
"W6 27763 LSP AGL","Rosthern, Canada",5,42
"W6 27763 LSP AGL","Sutherland, Canada",5,46
"W6 27766 LSP AGL","Bardiya, Nepal",2,106
"W6 27766 LSP AGL","Bhopal, India",2,70
"W6 27766 LSP AGL","Cordoba, Spain",2,93
"W6 27766 LSP AGL","Jessore, Bangladesh",2,69
"W6 27766 LSP AGL","Marchouch, Morocco",2,91
"W6 27766 LSP AGL","Metaponto, Italy",2,118
"W6 27766 LSP AGL","Rosthern, Canada",2,45
"W6 27766 LSP AGL","Sutherland, Canada",2,47
"W6 27767 LSP AGL","Bardiya, Nepal",5,129
"W6 27767 LSP AGL","Bhopal, India",5,85
"W6 27767 LSP AGL","Cordoba, Spain",5,115
"W6 27767 LSP AGL","Jessore, Bangladesh",5,90
"W6 27767 LSP AGL","Marchouch, Morocco",5,107
"W6 27767 LSP AGL","Metaponto, Italy",5,138
"W6 27767 LSP AGL","Rosthern, Canada",5,45
"W6 27767 LSP AGL","Sutherland, Canada",5,49
